,AHI,ahi_4_percent,ahi_central,ahi_central_during_nrem,ahi_central_during_rem,ahi_during_left,ahi_during_non_supine,ahi_during_nrem,ahi_during_prone,ahi_during_rem,ahi_during_right,ahi_during_supine,ahi_obstructive,ahi_obstructive_during_nrem,ahi_obstructive_during_rem,desaturations_mean_nadir,desaturations_of_10_20,desaturations_of_4_9,number_of_4_percent_desaturation_apnea_hypopnea_events,number_of_all_respiratory_events,number_of_apnea_hypopnea_events,number_of_central_apnea_hypopnea_events,number_of_desaturation_events,number_of_obstructive_apnea_hypopnea_events,number_of_transitions_nrem_to_rem,number_of_transitions_nrem_to_wake,number_of_transitions_rem_to_nrem,number_of_transitions_rem_to_wake,number_of_transitions_wake_to_nrem,number_of_transitions_wake_to_rem,number_of_wakes,odi,odi_during_left,odi_during_non_supine,odi_during_nrem,odi_during_prone,odi_during_rem,odi_during_right,odi_during_supine,percent_of_deep_sleep_time,percent_of_left_sleep,percent_of_light_sleep_time,percent_of_non_supine_sleep,percent_of_prone_sleep,percent_of_rem_sleep_time,percent_of_right_sleep,percent_of_sleep_time,percent_of_supine_sleep,percent_of_wake_time,rdi,rdi_during_left,rdi_during_non_supine,rdi_during_nrem,rdi_during_prone,rdi_during_rem,rdi_during_right,rdi_during_supine,rem_latency,saturation_below_80,saturation_below_85,saturation_below_90,saturation_below_or_equal_88,saturation_max_value,saturation_mean,saturation_min_value,sleep_efficiency,sleep_latency,snore_above_40db,snore_above_45db,snore_above_50db,snore_above_60db,snore_db_mean,time_to_transition_nrem_to_rem,time_to_transition_nrem_to_wake,time_to_transition_rem_to_nrem,time_to_transition_rem_to_wake,time_to_transition_wake_to_nrem,time_to_transition_wake_to_rem,total_arousal_sleep_time,total_deep_sleep_time,total_left_sleep_time,total_light_sleep_time,total_non_supine_sleep_time,total_prone_sleep_time,total_rem_sleep_time,total_right_sleep_time,total_sleep_time,total_supine_sleep_time,total_time_in_bed,total_valid_apnea_central_sleep_time,total_valid_apnea_sleep_time,total_wake_time,total_wake_time_after_sleep_onset,variability_between_sleep_stage_percents
11,0.5085734563854308,0.4921463770300572,0.22962807207602498,0.20939577057824033,0.22776133575877336,0.36560298911056,0.4233129881600505,0.4656188671358581,0.3938087319141627,0.4994502393334419,0.3739243522662507,0.5112235147091211,0.5132866614079464,0.47713590503166564,0.5023975961332735,0.34336655895159207,0.25335587479757593,0.5015205867808755,0.4822266953531698,0.3941753451966498,0.494514266297721,0.22609864497989293,0.48286084249628464,0.4990939838514257,0.08179803376855556,0.20595217822292383,0.09286942703448814,-0.03389895289492048,0.2349998080612056,-0.05275938109519066,0.21207153192937958,0.4918319856742995,0.3910871692924245,0.44432176880669605,0.4452992562795299,0.38138625166805107,0.5065043050348177,0.3843449019832649,0.4865017733190281,0.20814995846421255,0.047748729743070456,0.14675628527465845,0.11511943419517909,0.019039392575347334,0.11763979839281395,0.01719911625665988,0.1714149270619243,0.11511943419517916,0.17141492706192418,0.4215582515533174,0.2724958265642092,0.3105598515381911,0.3653175846242113,0.2867356686204653,0.4177075337050514,0.24945995557348644,0.43828294309126264,0.07734800922594266,0.052230708071070844,0.20066573705314847,0.2763561361105001,0.2873417854740773,0.02296827308206103,0.45774965747893487,0.3744290963046139,0.16142915686325077,0.014093029857992607,0.16276426893312798,0.3671019002779412,0.30054574110845544,0.12536878838624457,0.3470048842875529,1.8780854147384415e-06,0.05221088586951699,0.15801133208127388,-0.05855897504675954,0.18737427937825452,0.10275830550879206,0.21821786973173893,0.23440491161084948,0.08542383856278352,0.20820948042054271,0.18725363609675014,0.058601631937765235,0.09838127191234487,0.11236104100492035,0.21927805533567601,0.1206229446462951,0.2597549493391679,0.20248345029301767,0.21015110995575983,0.210374333823424,0.18571839008448532,0.16098038131945205
12,0.5034865795903167,0.491369765076679,0.2364546115910788,0.19373001685383762,0.22509266740475628,0.36121562037942806,0.421569824713635,0.4729568527036637,0.3917134231054603,0.5045151657005943,0.36590528061252503,0.5168582216248704,0.5173074606012948,0.47996527417988755,0.5025448079124489,0.3445376629798086,0.24041314082778137,0.5005181812266774,0.48146410271375406,0.3906778885254186,0.49075964448129655,0.23178861677754245,0.4808883061926164,0.5045484306369451,0.08880211095083394,0.17710333386297025,0.08292058809079929,-0.03844023036316491,0.2055981524527139,-0.026779208669965044,0.20488598216132853,0.48984458786364593,0.400190935618897,0.44263250254644204,0.44482245070669363,0.3981053955269542,0.510351713039303,0.37624839064035376,0.4956795535486176,0.20846177549996475,0.05097524976946894,0.1688532706010581,0.12782719994972078,-0.005071434679511817,0.14708113576978818,0.016578908385882208,0.17158943035366284,0.12782719994972094,0.17158943035366245,0.4138168077731809,0.2684820421729103,0.3032275918380719,0.3777162628888663,0.2844605414334582,0.4231414954747677,0.2392306585234442,0.4417313396759377,0.06395865983883924,0.023098502899198015,0.1805417984668963,0.25735855181752904,0.2744927290703317,0.006180177225586812,0.4582434023860382,0.3810031987683399,0.17167442361216056,0.03677451006725931,0.17701991507650125,0.3600129154462967,0.29109221992131823,0.11908566015931223,0.3377341738390668,-0.019919580764420533,0.052420424959651796,0.15420316399363396,-0.014301367748334877,0.1938321333918197,0.09241495238810706,0.2245938750777307,0.23679647830854073,0.09320614662805812,0.23178899199233774,0.18469228905754784,0.05345094136667538,0.1284776732378365,0.13308830002581415,0.22681229228771507,0.13950571619757146,0.2684831569421717,0.20350413198857745,0.21068673591957965,0.2126009626013989,0.19268357054656288,0.17397965504207819
13,0.5071189614868057,0.48933738718914854,0.23612223407747873,0.20381615983974233,0.2141956318131545,0.36236700969878455,0.4212894914797105,0.466606089451228,0.385853455164525,0.49480316753818193,0.36393749053515095,0.5156777041077961,0.5211260589510955,0.480087312503586,0.5066275150356145,0.3471695085485792,0.24337311749802312,0.49772345194458883,0.4787217827065988,0.39429516165251893,0.4913811849145252,0.2374872641369886,0.47776460205869326,0.5059620857077489,0.05327509845648967,0.196695750011384,0.05828811477547199,-0.04348661742193893,0.22221057695778185,-0.02067902195552978,0.2198512800570222,0.4880433908172508,0.392769361669972,0.44052444956578857,0.44648408447540733,0.38046274436703537,0.5037158804983218,0.37313496512221284,0.4945135859076194,0.23349866573563052,0.058364931783291794,0.16445548411910546,0.12442514534161725,-0.023798956265404098,0.12004103359186047,0.019188455623482474,0.1858307744967157,0.12442514534161729,0.18583077449671545,0.4182233495335507,0.27078061318540925,0.30911802918325626,0.37448825464953656,0.27837868630289553,0.4157336276564766,0.23214395784031028,0.43808232050448864,0.052069288641088576,0.000496443769022502,0.21369771671432083,0.28452278165499634,0.2900453941678094,0.05933793746803558,0.4561148447088369,0.3891944324567775,0.16148008548991716,0.03829777604648174,0.17013999958466933,0.35870425263465655,0.2982279465814491,0.11954723538426389,0.3406228818501074,0.01965145403517467,0.026163869086954433,0.18403004795470557,-0.04977337275015333,0.18617551706341906,0.11542657241252523,0.2225492938919775,0.22288985950333354,0.1152587987813519,0.2214321544612888,0.18549033514823812,0.006699146112345414,0.0799168661613479,0.11990990636446174,0.22380785302317674,0.12453579087016743,0.2560614542387853,0.2124172316871449,0.21267645097158314,0.20810507803525172,0.19354303138819703,0.17256392150978236
14,0.5023824529796859,0.4883060389256498,0.2389811197119317,0.19481019304375718,0.2104708551639572,0.36173172995618186,0.41490861476324364,0.4735966106874801,0.3919572997250441,0.5094087910624286,0.3711376591764788,0.5137737215134199,0.5176566358804007,0.48060673603264853,0.5074597197254104,0.34046892673141343,0.2343421232129249,0.4996541260910487,0.4794612598288186,0.38805008049359097,0.4890130675862643,0.24070585389786037,0.47904515705168055,0.5041230443159008,0.07138629662474213,0.19859980195003474,0.07560578808391646,-0.05579493407029106,0.22315444661211528,-0.06316773797258823,0.22595662758658297,0.48789006014309655,0.39057250116138936,0.43691215616861767,0.45057835009177416,0.39235243395457725,0.5144740583713302,0.37867795643992297,0.4936736368567237,0.21583011047805895,0.0612443081317838,0.1548241220551223,0.1485982773209711,0.015141476858177912,0.1154720078587012,0.023637196378517338,0.1792569891742082,0.14859827732097103,0.17925698917420796,0.4120931012402319,0.2672772994564621,0.2976418172512614,0.3808750788317667,0.28552461799789824,0.430263364077756,0.25658069856816074,0.43819223462434737,0.05759242661566634,0.007934060804711467,0.20172952050567147,0.2783120465044708,0.2856570670634797,-0.01343345661808385,0.4594959020145868,0.3878946820377223,0.18558135125126005,0.03170462651358582,0.19296415005923576,0.37360055336806064,0.29722869173010014,0.12508102459815745,0.35100507038405754,-0.006810450550412488,0.08017556348597185,0.17834139661948661,-0.053429519160115437,0.18352113846731516,0.09839107182499615,0.21332582376181203,0.23083960762116634,0.08145451453586929,0.21856922017739824,0.18991205506377726,0.03383172799758656,0.08761664377013657,0.10946934094285925,0.21444650550467473,0.14483732918028738,0.2729528547804999,0.2154520762372064,0.2090653081291285,0.2165227163373271,0.18308584100664674,0.1619369784878495
15,0.5063521471675334,0.4880270298595888,0.24089544315774047,0.2063362340551168,0.21687557572598704,0.36248876120366663,0.42461558618300793,0.46940843702859897,0.3928205653819855,0.4972555209075932,0.3600808966323696,0.5150101247689923,0.5154021932249974,0.4734523083371584,0.5041888877867662,0.3401521942678867,0.23714277372527864,0.497478143611358,0.477100333985187,0.39876147040583165,0.49183491714040045,0.24081329058743434,0.47801829472006885,0.5031789818304366,0.07365513445507141,0.19118584900270547,0.07877183792519839,-0.01303452901303464,0.22165496118755953,-0.06441878692983972,0.21082836604682603,0.48839995729821084,0.3900900244614414,0.44167107450503745,0.4467934438039833,0.3929496587891536,0.5038114829197735,0.3736967589538653,0.49719199391244023,0.2320548598015779,0.04565995148413538,0.17221085979284836,0.12225193688724895,0.03219833737954249,0.12228414779718272,0.027123570246277512,0.17408706213615557,0.12225193688724897,0.17408706213615543,0.4222701087318436,0.2694612922209198,0.30714063626133087,0.3717175987175818,0.28493804112813387,0.41395553494178355,0.247671107568094,0.4405991336686636,0.07881197250699998,0.03665041732374238,0.19692803381098736,0.2705838168144881,0.28208336873313133,0.038156526151838475,0.45458291294698727,0.38552725171377733,0.15014613445990166,0.04048578869774679,0.1827762598365427,0.3541075152131561,0.29349820935245763,0.1300651420768504,0.340327083145942,-0.031009647479575242,0.06265732205992226,0.16139423533857342,-0.047556287145715075,0.18575769387427848,0.08946920113720931,0.21628931736766296,0.24027789774735805,0.1021522837665985,0.2170863431313551,0.1926114841123941,0.05101686173841638,0.10539205355740877,0.1237482019665077,0.21795474111245058,0.16037802086657657,0.2640501882891017,0.21905445048998984,0.21778293436109308,0.20367292277766205,0.19486087837216803,0.18091799699876218
16,0.5109618579863876,0.49568573058287274,0.22578574634135568,0.20542179006304154,0.22300149402150754,0.36307627962008093,0.42051857329600467,0.4671105617368674,0.38472317443450404,0.5075837133617211,0.37007318066024164,0.5176640298664359,0.5120972903600133,0.4741972046312962,0.5022564663657597,0.34811859085761265,0.24827556243095517,0.5016027278784054,0.4824062354255201,0.39642280506116795,0.49465052777732166,0.21856155654449233,0.4817691794578353,0.5013204750271844,0.06440072299275974,0.18327604072631482,0.07088927572697079,-0.038635573989619296,0.2065429275027271,-0.03513875700777826,0.21518558793411355,0.49391619884893695,0.3824331223920907,0.438461508416724,0.4435783456180978,0.3772749287830574,0.5080701820626442,0.3762448645724052,0.4975406732803847,0.22817588232784863,0.0710176222307278,0.17049732805884343,0.14709363664597053,0.015455402467049314,0.11831791500121874,0.005991404361666133,0.18583934780038766,0.14709363664597047,0.18583934780038727,0.42265318448066996,0.26818660774352615,0.30382849803585915,0.3758598262392221,0.27839989781435626,0.42481051295087563,0.2561698690613841,0.4429584892592967,0.08665861098515426,-0.02372812065801949,0.18938144304760443,0.27404969830498566,0.28034937749914324,0.03135226490532177,0.4566759818023709,0.3800273962992382,0.16552943034947248,0.050441661184484295,0.17217447057873783,0.3500176499863817,0.29043003090819564,0.1111388530867824,0.3431576458271075,-0.018678401151522635,0.07290860004788499,0.17542711773434,-0.04048021200774623,0.19339034790537687,0.1027980164647159,0.22859728502286666,0.23122349262430855,0.09747350457242529,0.23008209056947673,0.18196831164711189,0.04652654584911743,0.09897578677455592,0.11151050498927406,0.2299702897598689,0.12104395902723926,0.25455104432375186,0.19645007027400546,0.21699052544225272,0.20101132806018582,0.19278992985143864,0.18101361744866254
17,0.5108673711188138,0.49615475500836465,0.23168385383390444,0.19374481320110132,0.21861654015402757,0.36058671469385034,0.425793417835587,0.46720483753258674,0.39097101925658156,0.5007997349360601,0.3661274914912858,0.5086905479283472,0.5202872792101315,0.4757981363548842,0.4998414250357255,0.3404949191278002,0.25334153180527325,0.5031354728749021,0.48501139092984724,0.39886194166826033,0.49624511356310996,0.22941861058410087,0.4843476234072165,0.5057179990686717,0.09152793848070373,0.21777470228179446,0.09193904059183712,-0.04175608957458461,0.23930086534800216,-0.032377036560748904,0.21007446019892284,0.4936547748541878,0.3867316194068801,0.4461675344218693,0.4471961472863575,0.3805481629138403,0.5044800639601588,0.3766538105027263,0.49127514986846804,0.21540719306159925,0.06991615256543705,0.17402338930698658,0.13562888204859008,0.035914946625871844,0.14724083309432412,-0.015124817980407752,0.18698573384135622,0.13562888204859014,0.1869857338413565,0.42800253518391806,0.2627754704398306,0.31486847528288253,0.3711298053809828,0.28061618805890337,0.42039266923873386,0.2460078761934565,0.4342521019870734,0.08430711398659055,0.041298464467554606,0.19558694960994988,0.2821727520955762,0.2851930159278925,-0.009574406908074862,0.45771536020832837,0.3898757461449925,0.15745033909237466,0.07337291483478,0.16417496635708934,0.3564247193806748,0.3029523226893266,0.12357675316027802,0.3406257987750329,-0.009161272689224462,0.08102312925792488,0.1771923551727612,-0.03449283676143859,0.17317296926229334,0.096063099114054,0.20868724011110334,0.23328835921980498,0.10117107740290107,0.2216139691913628,0.19562639045945884,0.04178135373599943,0.11746034077564052,0.10382971807473962,0.21064243448161551,0.14027417673573617,0.25618768286096283,0.19215617214963338,0.2019452992583872,0.2072883356538771,0.1938478280036638,0.1836523364386424
18,0.5047983162872695,0.4928982021482669,0.23690224524163253,0.20992886854033,0.22604895267314123,0.36687103952596656,0.42766246127728014,0.467473362524966,0.3839804586306479,0.4959726665394083,0.3589894347506493,0.5160069284712431,0.5216040724297134,0.47061442517526153,0.5020722307100871,0.34781314533740604,0.24302645012921537,0.5054391228492308,0.484264676344703,0.3929048584611618,0.4939693841649829,0.2371616276195822,0.4855230035114376,0.5094286646052469,0.06717029277561314,0.20427234293765234,0.07572326106749987,-0.01964831933127992,0.23131917821034165,-0.025195429700937435,0.2237751132072646,0.49481303646487135,0.3888474015509506,0.450032257286799,0.44668728656461026,0.36663074911399757,0.5080741489695002,0.37681127185232755,0.4945615533330971,0.21200584520968765,0.029960647913287945,0.15597746107990537,0.12576074838345797,0.02283232057801469,0.12541395488469123,0.0011742400745704575,0.17239096694373307,0.125760748383458,0.17239096694373307,0.41474462228425846,0.2754012975966753,0.3100676602028339,0.3709377373912067,0.27510199221037196,0.41572042249024654,0.2552543596965375,0.4414592652841942,0.09013657866309688,0.014016904514624565,0.20104976957526907,0.2872554657956209,0.28594261592726006,0.03055659850020513,0.4600247671079418,0.3858155861030414,0.17852569432707488,0.033976969022618396,0.1830925162076291,0.3624669044738429,0.2922380499893545,0.11686081031765891,0.337868034317163,-0.019053467861425553,0.06671521517303276,0.16909088657477345,-0.07613299719527228,0.19441220579694876,0.10036720362198773,0.22454574761899154,0.23162055378497023,0.08620665607818014,0.23085307469710745,0.2014114949800927,0.057345878865626754,0.10985750845870619,0.12018202300385344,0.22531621726714024,0.13987192115959296,0.2653136761514702,0.21400281991746106,0.22200406285540286,0.21704827609489102,0.19274975804643704,0.16654179264537633
19,0.5003385390894318,0.4873265644432312,0.2222398962377763,0.20446923843452997,0.2184144891890021,0.36297892453235026,0.4237566298177703,0.46626346062482155,0.3841635283946858,0.5029292138883067,0.3627114519629475,0.5180196266929427,0.516907333198318,0.4757595366419096,0.49984465672790274,0.3461118214040224,0.24080031060774232,0.5002051137033596,0.47832408900097234,0.38658307949351,0.48803576065977927,0.21775671094308144,0.4786836392543614,0.5008210477818997,0.052129465473953966,0.1941970875269355,0.0527777251022526,-0.031270686330558885,0.22340925957779728,-0.06534593924795376,0.2217938734284619,0.487974203415942,0.37758596314315773,0.4470193997293267,0.44559149219724725,0.38073373606746896,0.505842370005561,0.37196596818686334,0.500875168942099,0.2369887318160405,0.023744131717285916,0.18526601385964883,0.08139082364247502,-0.004437671186017549,0.14204897202923106,-0.014353060243665854,0.17950747384321197,0.08139082364247507,0.17950747384321214,0.40951187012699974,0.2635439672876078,0.31420124229710983,0.3694106030713165,0.2707539461123425,0.41562850296742726,0.24393925017879872,0.44133401688295576,0.07665912046799517,0.029400102076195787,0.18758164370485286,0.28191716836316727,0.2856310356175845,0.012114389781565342,0.45521990866249346,0.3801857601432407,0.17834352366334544,0.01613269569003562,0.1701465816103694,0.35431787774148016,0.29132896472122605,0.14210218177000622,0.3376167597669506,0.021032683897440327,0.04859448406085835,0.17722127458228804,-0.03885185583738097,0.1940075622509258,0.12343034224081467,0.22307284199805935,0.235355502429443,0.07986309935352945,0.2225649541337956,0.17668214196700283,0.01935034163794659,0.13275868737420418,0.11162258304312088,0.22495100283849628,0.11614666014606462,0.2639947255258384,0.20788575011610017,0.21922834317288117,0.2170505293156396,0.195101798377118,0.19023903216958193
20,0.5088506239968048,0.49295133105247435,0.23169189869579146,0.20092837184472154,0.21768159793097933,0.3637919907370516,0.4222853847388307,0.46124434087261384,0.39148562371048606,0.4990252246324968,0.36022368571719604,0.5165667416710397,0.5148427350069784,0.4723241102109658,0.4961902107656153,0.3408679982731433,0.24013780512423882,0.500195164022046,0.4822000067110506,0.3925877513383556,0.49245076495114737,0.2304605322479564,0.48185355797381996,0.5013514939897807,0.06385607254781106,0.21045084383285692,0.07539740856734205,-0.046685642594476946,0.24152055260867902,-0.04736788111241841,0.2099949146162787,0.49125898630295206,0.37603677203452257,0.44338553551631604,0.44508680707218234,0.39103405170732863,0.5061690007511472,0.36872642283744345,0.49623056559307804,0.2209487790138038,0.06772259915964084,0.15947251376782676,0.13868273607642184,0.0225670270325114,0.12396975993413584,0.01318241021965879,0.16166549252599113,0.13868273607642168,0.16166549252599088,0.424050035618488,0.2652756970051853,0.30478080232275506,0.36539018761278236,0.2863508521347019,0.4130837268425624,0.23165541581136548,0.4388155460330378,0.08956832136243988,0.01294285624654825,0.20640056359174594,0.27058794952419196,0.28116035237483916,0.04575169844829125,0.4594685886174594,0.3903676742191617,0.1695546724398463,0.053727999579184955,0.17258349301091613,0.36088582220747634,0.29680091262028646,0.13285820437674697,0.34076328828036523,-0.010618806325272507,0.07333157406132482,0.17922466938117865,-0.038621827652205606,0.19360086015332134,0.10858940435080408,0.2017855661292072,0.23044561011493475,0.1014670411476883,0.22988799349133224,0.20577733541834783,0.06186550310927168,0.1213233501768041,0.11603230550385903,0.2037035190387303,0.14212401423688015,0.272301520408824,0.19554756622748176,0.20340836495479941,0.21178859102289718,0.1862349465203546,0.17054623471215133
