,"Age, BMI & VAT","Sleep Quality
(average of nights)"
total_scan_sat_area,0.8486173542580728,0.8276180576761881
total_scan_sat_mass,0.8361366268681935,0.8136087481825077
total_scan_sat_volume,0.8361366269227504,0.8136087484387231
total_scan_vat_area,0.9946865332045082,0.9928990801587817
total_scan_vat_mass,0.9883565795340573,0.985724328318465
total_scan_vat_volume,0.9883565795596123,0.9857243282293535
body_comp_leg_left_fat_free_mass,0.6146484403650478,0.5684429080830731
body_comp_trunk_fat_free_mass,0.5177814850823474,0.44893921934358916
body_comp_total_right_tissue_mass,0.8927028838278923,0.8790820125150616
body_comp_gynoid_total_mass,0.8202112082883902,0.7981334289580788
body_comp_trunk_left_bone_mass,0.4557181646856623,0.38767461692364635
body_comp_leg_right_lean_mass,0.6334621497269477,0.5884758042078497
body_comp_android_tissue_mass,0.8911748549668371,0.878304034367735
body_comp_trunk_lean_mass,0.5127224535518129,0.44625651243828784
body_comp_total_lean_mass,0.6029542834666224,0.5464371712170517
body_comp_trunk_right_fat_mass,0.9309882582383517,0.9219042209902077
body_comp_arms_lean_mass,0.4703206873099688,0.4001030723859364
body_comp_legs_total_mass,0.81438643360315,0.792020329711894
body_comp_total_right_fat_mass,0.9223815356960642,0.9134179893977884
body_comp_arms_fat_free_mass,0.459424567940553,0.38505405231960166
body_comp_trunk_tissue_mass,0.8859494112445121,0.8713748425396552
body_comp_android_bone_mass,0.285606073808651,0.2078061535205602
body_comp_total_total_mass,0.8908918120395304,0.8773823568056823
body_comp_leg_right_bone_mass,0.3015823835175769,0.2319836102990091
body_comp_arms_diff_total_mass,-0.0151443624778078,0.0208406231297509
body_comp_arm_right_tissue_mass,0.7240393791491262,0.6862078357681611
body_comp_leg_left_total_mass,0.8065950282199177,0.7840696214043088
body_comp_legs_bone_mass,0.31008049439039553,0.2433747181894263
body_comp_total_diff_total_mass,0.047457013458328354,-0.03070770529324145
body_comp_arm_right_total_mass,0.7158456803483406,0.675895158945728
body_comp_total_diff_bone_mass,0.0840514009626678,0.0490713421840239
body_comp_arms_diff_bone_mass,0.0299712919586256,-0.004157296087758
body_comp_trunk_diff_lean_mass,0.0012598467568508001,-0.0112196968245496
body_comp_arm_left_fat_mass,0.7998372267840548,0.7757521195276076
body_comp_trunk_left_fat_mass,0.9336119843437443,0.925092481890318
