,clinical_OSA
0,0.5043216440795331
1,0.5045936788999902
2,0.5048657137204472
3,0.5074345879908992
4,0.5043216440795331
5,0.5043216440795331
6,0.5045936788999902
7,0.5051377485409042
8,0.5048657137204472
9,0.5043216440795331
10,0.5048657137204472
11,0.502024804629538
12,0.5045936788999902
13,0.5074345879908992
14,0.5048657137204472
15,0.5043216440795331
16,0.5045936788999902
17,0.5043216440795331
18,0.5051377485409042
19,0.5051377485409042
20,0.5048657137204472
21,0.5048657137204472
22,0.5045936788999902
23,0.5051377485409042
24,0.5077066228113563
25,0.5045936788999902
26,0.5048657137204472
27,0.5077066228113563
28,0.5045936788999902
29,0.5048657137204472
30,0.5043216440795331
31,0.5045936788999902
32,0.5051377485409042
33,0.5074345879908992
34,0.5045936788999902
35,0.5045936788999902
36,0.5048657137204472
37,0.5045936788999902
38,0.504049609259076
39,0.5045936788999902
40,0.5048657137204472
41,0.5048657137204472
42,0.5043216440795331
43,0.5048657137204472
44,0.5051377485409042
45,0.5048657137204472
46,0.5051377485409042
47,0.5045936788999902
48,0.5045936788999902
49,0.5043216440795331
