,AHI,ahi_4_percent,ahi_central,ahi_central_during_nrem,ahi_central_during_rem,ahi_during_left,ahi_during_non_supine,ahi_during_nrem,ahi_during_prone,ahi_during_rem,ahi_during_right,ahi_during_supine,ahi_obstructive,ahi_obstructive_during_nrem,ahi_obstructive_during_rem,desaturations_mean_nadir,desaturations_of_10_20,desaturations_of_4_9,number_of_4_percent_desaturation_apnea_hypopnea_events,number_of_all_respiratory_events,number_of_apnea_hypopnea_events,number_of_central_apnea_hypopnea_events,number_of_desaturation_events,number_of_obstructive_apnea_hypopnea_events,number_of_transitions_nrem_to_rem,number_of_transitions_nrem_to_wake,number_of_transitions_rem_to_nrem,number_of_transitions_rem_to_wake,number_of_transitions_wake_to_nrem,number_of_transitions_wake_to_rem,number_of_wakes,odi,odi_during_left,odi_during_non_supine,odi_during_nrem,odi_during_prone,odi_during_rem,odi_during_right,odi_during_supine,percent_of_deep_sleep_time,percent_of_left_sleep,percent_of_light_sleep_time,percent_of_non_supine_sleep,percent_of_prone_sleep,percent_of_rem_sleep_time,percent_of_right_sleep,percent_of_sleep_time,percent_of_supine_sleep,percent_of_wake_time,rdi,rdi_during_left,rdi_during_non_supine,rdi_during_nrem,rdi_during_prone,rdi_during_rem,rdi_during_right,rdi_during_supine,rem_latency,saturation_below_85,saturation_below_90,saturation_below_or_equal_88,saturation_max_value,saturation_mean,saturation_min_value,sleep_efficiency,sleep_latency,snore_above_40db,snore_above_45db,snore_above_50db,snore_above_60db,snore_db_mean,time_to_transition_nrem_to_rem,time_to_transition_nrem_to_wake,time_to_transition_rem_to_nrem,time_to_transition_rem_to_wake,time_to_transition_wake_to_nrem,time_to_transition_wake_to_rem,total_arousal_sleep_time,total_deep_sleep_time,total_left_sleep_time,total_light_sleep_time,total_non_supine_sleep_time,total_prone_sleep_time,total_rem_sleep_time,total_right_sleep_time,total_sleep_time,total_supine_sleep_time,total_time_in_bed,total_valid_apnea_central_sleep_time,total_valid_apnea_sleep_time,total_wake_time,total_wake_time_after_sleep_onset,variability_between_sleep_stage_percents
0,0.4896491817527251,0.4302142007674399,0.21582279433283555,0.2339566688028357,0.19199011394284615,0.29103848295588075,0.3987625743108737,0.42537832362190253,0.3052763018337506,0.4915467953476093,0.33884963557557224,0.4749803225921558,0.4648814182640136,0.4212626936279801,0.4661809341074511,0.061267559688335985,0.16551501506595948,0.41785599662064526,0.38695101752911626,0.303842078463753,0.44736906643050556,0.23325333417954444,0.397275762515226,0.4259768611184341,0.11709783648067335,0.21952597937974763,0.02351342244968209,0.05413417552846131,0.20464127043583077,0.06952458971021942,0.1961211163686122,0.4261981213307758,0.305943805380618,0.38807054899228216,0.3912395468727688,0.22738023247864753,0.4512857603365004,0.24451656638498243,0.4235171267791091,0.041560644523556116,-0.01647602213039867,0.07004148670334288,0.03226885417783204,-0.06795876943636663,0.004751590680645994,0.11803135029567606,0.09907092129169756,0.03229028693181379,0.10273811513508677,0.3460365105325895,0.230110203841594,0.2535353738289448,0.30211578257678373,0.20328677254866295,0.39727234139707446,0.23414329187470462,0.32861523004562104,-0.02167908795453966,0.0786842185504279,0.07959781110082395,0.12144087539270662,0.17902942461533364,0.503690213298934,0.21139597116921288,0.0967243222186588,0.023901109243311652,0.0612962826090084,0.25667337900686726,0.22889310234023943,0.08855393771497076,0.23423561811905136,0.049300653930590924,0.013108471775777779,0.0068303299655900875,0.02655670713330308,0.0007917509591945863,-0.07450306277306425,0.0002117391778681315,0.051553740721659566,0.03137213716253501,0.06803941302280944,0.09248328258448657,-0.024205347425817435,-0.04831343543968199,0.06876648356922163,0.009324061019312711,0.027275363341608093,0.054387616195064194,0.08022310030738487,0.024546558206295546,0.1368366621920135,0.12640663125453744,0.04922817327401948
1,0.5030153159591199,0.4353386334293205,0.24228053216589132,0.23601290067628639,0.1961883709606865,0.2976234428132901,0.3669467177397323,0.4323119841740199,0.33943043234047365,0.48226925258641073,0.3460543369319959,0.4799528711218124,0.465563820757329,0.4011632366835333,0.4570311185318183,0.08227829990726959,0.16773451064866365,0.43925499508087873,0.39930729512489843,0.2949364207514762,0.45347687495910655,0.23568160117988457,0.43537635851388096,0.4549888468172819,0.0738749253856752,0.18056136179130283,0.04545053680494357,0.03549508518665857,0.1839367383713181,0.08476781450290827,0.1627112398138913,0.4525693911390113,0.29572073937076504,0.3379572526323987,0.35148569283015957,0.2472679894417414,0.4418630287053709,0.2693855050806708,0.40009523123689916,0.033587576314296506,-0.04344216427531566,0.06052372310510893,0.07870318371077345,-0.0009496727502641501,0.017636668230509824,0.09622632072490116,0.09180805621396873,0.07870318277274603,0.0918035054719742,0.35523449782822525,0.2326651067271592,0.24493456897461216,0.29359436700317504,0.21024092424627194,0.382545286717678,0.21923706177798927,0.33671467016330126,-0.004792597171608174,0.059627726478106595,0.13624955221514679,0.09876181678470784,0.14341329144396786,0.4956139528997501,0.22419435558114362,0.11405638816794501,0.048800586422938524,0.05112972546824266,0.2917142645141923,0.23455395558683914,0.08292151192604233,0.2742190091960236,0.07702752295896745,0.04654168222276953,0.04616765788003012,0.03407366228181653,-0.030081985255468725,-0.07800639801036556,0.001458221842819918,-0.001752122946368913,0.011602797311628594,0.10346720934602663,0.10723463124146404,0.051897561856739244,-0.014685082286384049,0.09623236006291083,0.021661546963194972,0.008094277149446128,0.021252711390655984,0.07609664068297498,0.0853453466300787,0.09644418691414522,0.12082403225357227,0.041655040356254176
2,0.49914277792018547,0.4351530781381099,0.2573045476233755,0.2425114134721134,0.18789013282986905,0.29455035183805,0.3967995960483654,0.43192143363040114,0.3095167559621668,0.48904668015397496,0.3380153848337263,0.484595484931153,0.47192470133950193,0.45917921622537955,0.47408870801205005,0.035170021774816825,0.14573888226209405,0.4454339134793594,0.4230863073875769,0.3196286453658618,0.466065886035149,0.28033922601318345,0.42459440811621946,0.45997960665068177,0.05092624283704877,0.22369566921678022,0.03303851845319048,0.05660082983770795,0.2078894517714442,0.04285450652347447,0.2022235450657373,0.4502673740237709,0.28654614179233734,0.31880505055877434,0.34874337536889766,0.22056797609604742,0.45975611226131874,0.26939316628325205,0.4564447265146738,0.04617802645029195,0.010707446773124388,0.06910317511491323,0.08020111765766912,0.03642353392803194,-0.020715397832676806,0.022036772020744357,0.1194479577635648,0.08020111608812859,0.1193773232514105,0.35446128166909874,0.24255122285129305,0.2596933806845579,0.29426973050697136,0.17875747095562453,0.36559907422458937,0.21746967756724966,0.34956269805011,-0.05978103062597691,0.06876710600533074,0.09928086638357543,0.12014371004335886,0.2067547588742084,0.5128949080130786,0.21179113666261995,0.12119857676365337,0.011076111040913009,0.09419215360363307,0.26551636632472675,0.15140468488473355,0.04476373441979162,0.19887225857903662,0.08780168031082744,0.01686964316747576,0.005541372307078423,0.014394424571844857,-0.02100764907589616,-0.08619181244648173,0.0194543363804398,0.015965622949432504,-0.005951427662989071,0.08762033768351946,0.1335023103609663,0.009694461306867047,-0.06248857372340045,0.07504086516941909,-0.00243900577843195,0.04488028030965351,0.04501388124230514,0.08551670668765017,0.04367824405027821,0.11445472852152652,0.11402908871634242,0.07751675474496905
3,0.5131116092615287,0.44973086890932384,0.2513175404371775,0.2529227273901837,0.17457547884690908,0.28965600698241634,0.3975300004545672,0.43429404916860354,0.3246775303683193,0.5050212773523316,0.38367068962777917,0.4932577691417681,0.4726290971266549,0.41544843001699805,0.4800790541650857,0.050828594571455055,0.22745170849579474,0.44781868630052757,0.43923815993393667,0.33830968544884027,0.46455281690068195,0.26422202341513085,0.45031287931597486,0.4389689925466178,0.06662722094349381,0.21651583033349447,0.06604370989586691,0.051306007885214486,0.2121219761978517,0.09365926744079218,0.23334880461885843,0.46782361114796045,0.30179323544319314,0.3538830704595472,0.3691002378951009,0.24194833583264722,0.4286831023913039,0.29688056216121517,0.4358310134444582,0.07402342625297265,-0.020245107979912292,0.11332125999608804,0.05033233593825328,-0.009384681253250345,0.058420724616639316,0.10725616775315135,0.08654195589785406,0.05051914295052621,0.0865260444445839,0.3574343172558972,0.21724706049388587,0.26388044742227323,0.28527479522720434,0.18667078350481275,0.38610262208427404,0.2769018614131289,0.3590310460468193,0.006128793544739357,0.11525335987746785,0.1543105926602836,0.13199096358740392,0.16773293510501375,0.5075236585395774,0.2199822909623612,0.07199105339220628,0.03485014066460194,0.031535878514663856,0.2536629150530383,0.2276828795917638,0.0983237794837947,0.24945900197834642,0.0533441285481078,0.0114733810487981,0.04649393272491175,-0.02436882714368171,0.0008496119047239233,-0.09199977973356144,0.04702078677027639,0.01689872446820826,-0.04102762959232172,0.11471069029314297,0.10453295282264946,-0.0004067696935242066,-0.03782827136724579,0.06100527767840715,0.031988316610626046,0.029145196439783264,0.04147055820385905,0.03830553971554077,0.035013950868603205,0.10362670749281924,0.11220926004806334,0.07317797698000099
4,0.4842601596565629,0.43684986954944216,0.28317329209303127,0.26158970674294324,0.18594136910287076,0.2908801347288598,0.40446933819629954,0.4531050786938015,0.33870380665038,0.5133649383867351,0.36175818475568766,0.4947067925382901,0.46885245928726743,0.42474074747441,0.47099488317398663,0.044257992759227004,0.16671764531764685,0.4357868043159743,0.39802917489500456,0.2865934860746901,0.44343620661955385,0.2795307128588691,0.43442287698650867,0.4457566497290263,0.04838521734438949,0.22474213408107982,0.018853155448139036,0.05156510914253322,0.20459256559467454,0.0656073600287132,0.20699615736418797,0.45004684374948417,0.3073317058212765,0.3828277541024405,0.3712876069965768,0.2443915083790821,0.46795517869362674,0.27004039044580336,0.4449834225773045,0.06738612344985608,-0.033173725454010546,0.08793010525402932,0.0476111802282922,0.026731147263168567,0.014776217147898136,0.13617992245790128,0.10461817183235106,0.047611181847972354,0.1044736876348555,0.3686793191690965,0.19236312423743515,0.25488854773211483,0.32195515133775915,0.18562742602484064,0.37926841150216756,0.2589372469615029,0.34164088806788157,-0.06571416226004813,0.08217032675319916,0.11858420211065161,0.0926603380349699,0.1859645540939485,0.5051848518791437,0.18802999898120532,0.09371030514870204,0.01249078351637374,0.09290514542758747,0.28792062007275515,0.21966220292716315,0.08117946844273624,0.25716307517981135,0.04583496691167091,0.0504730800541109,0.06265050948153539,0.008735904028985714,-0.049401240786490844,-0.0563513749973961,0.02547193467742627,0.05929103668562398,-0.04473503731182697,0.05068605814475526,0.09590382293751522,0.04411394713350506,-0.007203283731145695,0.11844192537824842,0.03114968752383177,0.006431129449935416,0.03631658566366481,0.01074057993745068,0.0026653488372765134,0.13197278485822594,0.13073360635412348,0.06159821758688274
5,0.49389138247232695,0.4378852081366255,0.28362556789870713,0.2168394815287595,0.15576558912325547,0.285424081989555,0.3657356300915783,0.427601082063265,0.33292511740381114,0.4867231014297715,0.31907867804301904,0.5267740146602583,0.45986936320419275,0.4362333034964309,0.46699382077714663,0.08450369226684651,0.1713376950185174,0.4521681262836154,0.41282752625856844,0.2837909649620046,0.44275893050907594,0.2636807761505139,0.43569665753985354,0.4479110722977391,0.07887013424956389,0.206250275253809,0.08654741834606597,0.07295097222948072,0.20352735239991773,0.039084901136067246,0.19815907991375098,0.45252568057454867,0.33387830496938325,0.33859460697788124,0.36980703013835825,0.2564479565517759,0.43783821964812586,0.2635792844076525,0.44794983810698524,0.05566230505318371,-0.0662568789656655,0.09438889974276762,0.05155098047858927,-0.013219487774344906,0.04618251266610888,0.09146998041744564,0.0798270528648135,0.05155098082103901,0.08001624036347889,0.3408529361497444,0.21005660404598933,0.2536288886277502,0.28056290476111295,0.19116783472272733,0.3595688104825503,0.2337638886579993,0.3652818082488212,-0.043521787522553416,0.10044300673214684,0.14801062569546758,0.12572534953914435,0.1831670633186704,0.49998933892468567,0.2171343730675397,0.10561794965528662,0.028855009870665405,0.06388215231004715,0.2976408867655185,0.2620577720998764,0.042724292957082896,0.25346214391994465,0.09075478844860012,0.06653994040763309,0.06343215668569585,0.024433551133904666,-0.06515781192573111,0.010478918537088414,-0.003001900172520937,0.029391343639694017,-0.02251962863045251,0.07351838330129436,0.11909926938349909,0.007792815982680552,-0.008637285304821217,0.0984822158398865,0.0019138520895745374,-0.0010610739782468282,0.02236095106188728,0.05458106395595017,0.06135819462201158,0.17628273597088553,0.12328062442821829,0.06804478797757552
6,0.48994801001084787,0.4410208006882817,0.2682716257613024,0.2514585430236499,0.18827129797184122,0.294589565751374,0.3780720013305892,0.4064438879303169,0.32157471025771095,0.4924338544052339,0.3333122365411721,0.5089033174187145,0.495438821403585,0.4310574223549354,0.4844178752029196,0.0895091732114262,0.15557216623715553,0.43111608771714727,0.43298471075351636,0.3499984401498357,0.48925923732785354,0.27468559293629563,0.4256691855994195,0.4554516677004211,0.07735352295651358,0.1809640775150225,0.08365493537142112,0.06264723662513157,0.18153699577293897,0.05922420207809825,0.15264737502870473,0.4584620270432251,0.3004625417004672,0.3723282497132436,0.391288648029994,0.2364453985046545,0.4612560377946339,0.2388474015355828,0.44859074076651234,0.07594915761039013,0.009934997522274025,0.07396697583118252,0.10147621909842805,0.0009093725835311744,-0.0004066681976931897,0.15578085172702216,0.11962413778834494,0.10148534707011636,0.1196241262661211,0.3964659449236933,0.20795485139808967,0.24770925837966146,0.31910102873767066,0.160056226751514,0.38287133191648426,0.21459104731775105,0.3647142498287103,-0.007314422043820182,0.07956033366766757,0.1505171606201522,0.11907461362913141,0.1587799051810974,0.5230682238218946,0.21228386171020056,0.07920366009501735,0.03034312344346707,0.0648428277763014,0.2730339146027541,0.207945983636815,0.0755155835143664,0.25008491402461247,0.02855118815648996,0.07394335136349618,0.052677661464305615,0.027482174403549317,-0.041107596308841914,-0.016015572157172156,0.028385988157621774,0.028234741220547314,0.045154945788447726,0.10771958627109866,0.10274186317033943,0.044586558535484606,-0.05065524158985061,0.1075301522074977,0.01269540088041439,0.07584946985509923,0.012049623904026892,0.042728607453606376,0.035634263517880974,0.15421921540948644,0.1715957350916401,0.10501042210202836
7,0.4987119264853171,0.4455430482113771,0.30015436074989527,0.25563679739248085,0.18254781617823526,0.3128718036856874,0.39058980447071173,0.4643981347071578,0.356310169826825,0.49230097776397685,0.3324242128785928,0.47245955123425976,0.48740436554239913,0.40838969775874556,0.47832564721807513,0.030589922788943028,0.19378950732450886,0.4479139542747864,0.4053423196960993,0.2941635265140866,0.4512521836459071,0.2687564369405152,0.42327574581966265,0.4554065737872968,0.0932483161554804,0.21738924122782088,0.045756526158797745,0.021447702742515555,0.19231508416557747,0.07742624355942437,0.17658752906724337,0.45116030542935337,0.2747886361372685,0.3505529795149837,0.37328562654250647,0.27028654084487597,0.4352294669760373,0.26752892042947357,0.4285748063958442,0.03653085528319093,-0.01952510237997429,0.07273810479309586,0.03492782472226997,0.024829084918830995,0.015743393253489706,0.10709072280871927,0.14011071652155158,0.034927823631867264,0.1404969370541461,0.3568927021720894,0.22129129424135927,0.23261970350237396,0.2936881397979578,0.18226969940531987,0.3780658681850063,0.2308415834201794,0.35033425661512735,-0.03307457091070184,0.09474437335601299,0.12874722675662598,0.12010495592565773,0.16171942848505938,0.5162562765302544,0.21888858441586462,0.11161286710448012,0.004845064997962544,0.08200389368504504,0.3002941665084223,0.23719473395400265,0.07339153326292198,0.2553936794617726,0.07045245974788991,0.022503346775182342,0.01042651385502034,0.0036305936469227754,-0.011636927403960629,-0.07108046046694466,0.054818635875544496,0.044911876892276,0.014152562073214274,0.12648330730895455,0.05662116870482829,0.05781139911467984,-0.020716264383641606,0.07563416896244889,0.07890989879347994,0.044311192748794234,0.05067122518712676,0.046746137611221816,0.05891514063757983,0.15800006118515098,0.11973458488440553,0.07228063295817395
8,0.4938938709309666,0.42631567014232435,0.2446403430627,0.2312306417936144,0.20102272364828747,0.3345378602749499,0.4124034288163079,0.42915756634309704,0.33347014482092463,0.48152584520267017,0.35768176873268775,0.5050371273574206,0.4711717847182235,0.42630381317918503,0.4759700370615681,0.059211986218598626,0.17350703250335317,0.42844367306561554,0.3903672358448797,0.28927176218033773,0.45016041858381484,0.261275264841126,0.41051569011498473,0.4436845532935396,0.10319433180312726,0.20846636323271198,0.06177917302998111,0.06202209492901089,0.20043663737300083,0.05040097710176478,0.17573102763583742,0.44863381512977313,0.2907602741000464,0.37318461420950944,0.38863187928665843,0.23907092392977075,0.4712653060934816,0.2818434389887039,0.44288040764893505,0.050292119560650064,-0.025776770099970855,0.10713909551144021,0.08843876141516707,-0.014634762248037546,0.035405720800979236,0.08179687021036947,0.13593500095750966,0.08843876042332721,0.13618481287616804,0.35632363263201067,0.2277354394807473,0.2665996677639583,0.3174261010947529,0.1807765439471188,0.38297865879015053,0.25926685574053066,0.33997895369709163,0.031384567080741735,0.05629500654470936,0.13896897531832025,0.08483717972577948,0.188229934058227,0.5182590207602067,0.21154639655537172,0.10663549183661682,0.0837211761061679,0.08111634283042249,0.32088396500569005,0.25542617183620653,0.07128595428536509,0.2572184331297398,0.06830974779622863,0.049739345928214766,0.017277410287123762,0.09927320345914468,0.002249525274212823,-0.08682805541371222,-0.010873015613577374,0.0050647909468308034,-0.009197643118214522,0.12884499723552148,0.12375745944180902,0.00446137424124607,-0.03814577307390324,0.08872233584254749,0.03784921814086998,0.05287627424208181,0.024981801956959707,0.0039058120202357265,0.014652571967513657,0.14352765476538076,0.1099534602341378,0.06357055296218452
9,0.4846095474457714,0.4387166621960986,0.2500512850256996,0.24123835897832185,0.18298055455481305,0.2915704099720661,0.40778460252438903,0.4656783746493342,0.3257806318136121,0.4891523706049274,0.34123572024024484,0.48485445377000297,0.47095048522184524,0.40950370388348206,0.4730522115974134,0.04220323647003674,0.16004036475726818,0.459237497801226,0.4164734558284599,0.31863212058175044,0.44541304231133494,0.2656728187463049,0.4497495022600877,0.45064731427329374,0.12124261007439151,0.2361238794995499,0.060595306516681324,-0.016040622014496887,0.16729958166145537,0.13641424870684415,0.17940799036212993,0.4488568526408711,0.3161163709319183,0.37140780503192694,0.3887209284107254,0.24568073483353942,0.4438747834317642,0.2251793755757283,0.4225172424295189,0.013278693824780696,-0.021704443786238124,0.033880970480311134,0.038359739483448896,0.019803062100648777,0.007943648440997854,0.0747954414251925,0.09414220452428801,0.03762124536175761,0.09413060558864182,0.38413266983654915,0.2673560850726461,0.2815153332291013,0.33005735993648694,0.17342061872542258,0.39192997484444,0.21827610367023104,0.32980396042346566,0.0020108122979390565,0.07818013502278867,0.12653099608506016,0.13205156371594842,0.16660343962995877,0.5299835431929376,0.19138554136322136,0.12471594805478697,0.0825413084528194,0.09537854325309526,0.25226210794689546,0.20133390734527917,0.039880471016948624,0.21693115943565902,0.06473788260308787,0.03100275812396752,0.059328903376917805,0.02233309592217631,0.005582548051502858,-0.029598734889316507,-0.004776211236588978,-0.0009375620214698613,0.018032799533704222,0.05303637931897198,0.11774071742745161,-0.001751797381805856,-0.027811512291155627,0.0606934333334086,-0.055647065723752165,0.025487038148875797,-0.02743156958134472,0.05846100904697943,-0.006133042543207076,0.14364095602256804,0.14791561209637644,0.03731433318436502
