,"Age, BMI & VAT","Sleep Quality
(average of nights)"
Lipids_NEG_2130551_311470_1508722,0.029570754171814144,0.029025680298977556
Lipids_NEG_2170025_309563_1426050,0.022571560331508672,0.023662417098256217
Lipids_NEG_2329752_307462_1420463,0.02209156128941516,0.020620376220581625
Lipids_NEG_2558219_332194_1306976,0.020675342278401444,0.018123454896471176
Lipids_NEG_1628391_338351_1084717,0.02465426757054444,0.02720762455450291
Lipids_NEG_3730100_355757_1738172,0.016499435650013116,0.016977844255105123
Lipids_NEG_1729911_369286_1298889,0.0201726264582679,0.017875675392047822
Lipids_NEG_1889861_369286_1295368,0.019403663027175132,0.019697493878824912
Lipids_NEG_2030821_370003_1517545,0.022252816560048117,0.02324563511888023
Lipids_NEG_2049809_369972_1305195,0.025084924664729162,0.02642272057732191
Lipids_NEG_2161132_372201_1517815,0.018261624516320404,0.016507186899211237
Lipids_NEG_1790572_375462_1323456,0.016605946508991082,0.0184361348177612
Lipids_NEG_1870069_377188_1374008,0.013673405451684847,0.018498900057541432
Lipids_NEG_3111395_380911_1820262,0.022192508815263662,0.027610756949062315
Lipids_NEG_2030015_379252_1370085,0.02061394131537665,0.019097255264508627
Lipids_NEG_3411026_391281_1903573,0.015571686147850938,0.021173980917436823
Lipids_NEG_4210598_391967_2062738,0.019803823411930252,0.018720994373114027
Lipids_NEG_2010224_397467_1438636,0.018294117211051418,0.02037435864696633
Lipids_NEG_2290171_401591_1484080,0.028766181745071256,0.02552264680449436
Lipids_NEG_2130223_407096_1480475,0.02002232974481146,0.01661327552083274
Lipids_NEG_2590278_404006_1617793,0.014522418972981267,0.018833968614224258
Lipids_NEG_4370547_408126_2072894,0.018221939547713863,0.017681401873240188
Lipids_NEG_2310328_425301_1500994,0.02044395567717185,0.02363908411178049
Lipids_NEG_3671583_425989_1998372,0.006791367925003494,0.013854895522670437
Lipids_NEG_2449078_437326_1365785,0.01462807732596489,0.01753547334597202
Lipids_NEG_2290536_443163_1544241,0.018735455628101028,0.01765067455815966
Lipids_NEG_3992201_448586_2125533,0.011550878373257316,0.024959899167063457
Lipids_NEG_3971781_467056_1925894,0.018288297070010416,0.02062570710050968
Lipids_NEG_3601017_483517_1842943,0.020575277568230767,0.02230665568052509
Lipids_NEG_3691737_478932_1997788,0.01589032040322129,0.01909959430371895
Lipids_NEG_3108379_486147_1338410,0.017829956341584498,0.016895098077770978
Lipids_NEG_3951892_484431_2097744,0.011879051204382403,0.026297241797437792
Lipids_NEG_3332068_524274_1873203,0.014873827414810806,0.01998877841766088
Lipids_NEG_4982889_561025_2112090,0.037360678646592406,0.03326284818018698
Lipids_NEG_4483064_594702_2047820,0.019522193308957415,0.01704822607742106
Lipids_NEG_1790713_609497_1434458,0.02018395544858284,0.017569663594686726
Lipids_NEG_4812803_619849_2220255,0.02039725353632843,0.021250080703081632
Lipids_NEG_3989360_638051_1492762,0.018649902958405747,0.018595740437981647
Lipids_NEG_3669002_657281_1736672,0.018949284902433354,0.023049746200577648
Lipids_NEG_4483062_661058_2032355,0.019744558102004123,0.021435327537830468
Lipids_NEG_4451865_718464_2257402,0.0133342366944511,0.021133067896404817
Lipids_NEG_4989296_997919_1663289,0.01641503757537373,0.020023287168141543
Lipids_NEG_2651476_1055660_1724942,0.017351525192203437,0.020555896544293337
Lipids_NEG_4313161_1171821_2279978,0.019922852889841705,0.024907885904289342
Lipids_NEG_3211736_1186955_1847562,0.0251772374721302,0.0239479266860422
Lipids_NEG_3152539_1272103_1877717,0.019529934050578474,0.021317889906140218
Lipids_NEG_4792833_1271033_2598385,0.014878121780256014,0.016588450341654917
Lipids_NEG_3931737_1277599_2006594,0.02235661487729764,0.022559567752506164
Lipids_NEG_3912848_1342873_2083208,0.020711084212713688,0.02570939616015269
Lipids_NEG_5263142_1355372_2454127,0.016010087482553455,0.024136355019274067
Lipids_NEG_4652853_1351457_2233946,0.023848336055188425,0.02268238587361208
Lipids_NEG_5763300_1367053_2529075,0.015166735522093376,0.020553277888789512
Lipids_NEG_6003303_1376792_2570304,0.015074414537917176,0.017672191654672438
Lipids_NEG_2932119_1402347_1818754,0.01596082038025503,0.019463102299597457
Lipids_NEG_4982618_1403377_2244095,0.025162041768099747,0.03064444450779106
Lipids_NEG_2692120_1425702_1759228,0.017689442911630025,0.015277417633435923
Lipids_NEG_2931785_1416657_1807752,0.02264470693100636,0.02268692236810845
Lipids_NEG_2952278_1433953_1854930,0.012161893945656236,0.017488756862719133
Lipids_NEG_2491490_1468311_1734685,0.01882754945609409,0.021529468149838547
Lipids_NEG_5523302_1473271_2498133,0.020503506019999215,0.02061598317666068
Lipids_NEG_5562675_1467284_2374623,0.021092936010668514,0.01975890553873186
Lipids_NEG_3192277_1538542_1882015,0.018782043529333933,0.021401983474530217
Lipids_NEG_5403302_1547151_2493912,0.01697249654662857,0.021839070162939487
Lipids_NEG_6263460_1552144_2619782,0.019321119726841224,0.017424306704064536
Lipids_NEG_6123302_1547324_2571924,0.016821686770720694,0.019491000033021736
Lipids_NEG_2231697_1563114_1669756,0.028051857163126064,0.02601833270891713
Lipids_NEG_5242781_1579322_2282561,0.01764201215926477,0.01732483207217838
Lipids_NEG_4713473_1585846_2295114,0.020204035516925824,0.023120951451164093
Lipids_NEG_2792324_1586982_1816171,0.01144790049315314,0.020365861518982207
Lipids_NEG_5643306_1592347_2469704,0.009290141190684827,0.016566547225437118
Lipids_NEG_6023461_1592038_2593378,0.0185933012154967,0.015464696111101704
Lipids_NEG_6463326_1586618_2690966,0.0105976922280135,0.018903298666771023
Lipids_NEG_6603482_1586533_2733645,0.010178466679345806,0.019290663407720402
Lipids_NEG_3032322_1597056_1926690,0.02191368189038884,0.02571161870657865
Lipids_NEG_3212431_1603044_1930745,0.015958392194620852,0.01940889014857199
Lipids_NEG_3730444_1604419_1834387,0.021257400833399984,0.02062288875839937
Lipids_NEG_4212260_1585847_2135003,0.02046822721227772,0.01987970469911561
Lipids_NEG_2712275_1603043_1800461,0.014506003007709524,0.01904094095494825
Lipids_NEG_3412118_1600640_1922983,0.019092563415581278,0.01989878024083538
Lipids_NEG_2952275_1617217_1835438,0.015771872699071418,0.01781098578995669
Lipids_NEG_2832275_1621262_1807802,0.018916782423575664,0.018073670097690998
Lipids_NEG_3130780_1622634_1760613,0.017657237351013263,0.021053578229845916
Lipids_NEG_4762780_1622291_2192461,0.014842648499230872,0.016076639012245028
Lipids_NEG_5002780_1623321_2243678,0.02133832862150704,0.01650521213916135
Lipids_NEG_5943404_1621706_2506944,0.019136012413917474,0.01835314907931882
Lipids_NEG_1991701_1631906_1625901,0.023637320257399747,0.016508187622668043
Lipids_NEG_6303409_1637197_2632723,0.014862354626988079,0.019357186107619585
Lipids_NEG_6063407_1639361_2598214,0.013298405106709363,0.020815602958754013
Lipids_NEG_6283612_1651721_2634480,0.014030380348940386,0.01835482747221708
Lipids_NEG_5563514_1668343_2522851,0.01805426614785195,0.02107777114693404
Lipids_NEG_6223329_1666318_2668230,0.017298119643893172,0.019668553003080267
Lipids_NEG_6083561_1670099_2543956,0.014842781077318741,0.016564603748810528
Lipids_NEG_5282729_1674513_2293328,0.01647025574732516,0.01922452553051652
Lipids_NEG_4071447_1705102_2077605,0.022150390701543222,0.018424605448300522
Lipids_NEG_6043617_1725693_2591529,0.016827082491545922,0.01907829672922122
Lipids_NEG_5563523_1743013_2527480,0.016284152991322243,0.019725257789036263
Lipids_NEG_6223329_1736203_2684474,0.02223282414307206,0.022364410032118438
Lipids_NEG_6363485_1735584_2726770,0.014891172793311185,0.02351548756723502
Lipids_NEG_11176652_1739833_3574844,0.015962676893866934,0.019104707559291122
Lipids_NEG_11316804_1740561_3604199,0.015891658683868454,0.016844755127198956
Lipids_NEG_2251854_1743394_1662333,0.01576304245049853,0.024609992294864443
Lipids_NEG_3270597_1750145_1793644,0.018744214784380566,0.018491433851177384
Lipids_NEG_3730442_1770601_1842770,0.023878517824629512,0.02209050381534719
Lipids_NEG_4522779_1775464_2179173,0.01693132611240134,0.019561615134297865
Lipids_NEG_3432276_1777919_1935011,0.020535655406351563,0.02158092733409379
