,"Age, BMI & VAT","Sleep Quality
(average of nights)"
fBin__100,True,True
fBin__102,False,True
fBin__103,True,True
fBin__104,False,False
fBin__108,False,True
fBin__121,False,True
fBin__14,False,False
fBin__145,False,True
fBin__149,False,True
fBin__159,False,True
fBin__17,True,True
fBin__181,False,False
fBin__187,False,True
fBin__188,False,True
fBin__205,False,True
fBin__217,True,True
fBin__219,False,True
fBin__223,False,True
fBin__224,False,True
fBin__247,False,True
fBin__249,False,True
fBin__257,False,True
fBin__262,False,True
fBin__263,False,True
fBin__27,False,True
fBin__270,False,True
fBin__273,False,True
fBin__274,False,True
fBin__275,False,True
fBin__28,False,False
fBin__281,False,True
fBin__283,False,True
fBin__296,False,True
fBin__3,False,True
fBin__305,False,True
fBin__307,False,True
fBin__309,False,True
fBin__310,True,True
fBin__311,False,True
fBin__312,False,True
fBin__314,False,True
fBin__318,False,True
fBin__319,False,True
fBin__320,False,True
fBin__321,False,True
fBin__323,False,False
fBin__325,False,False
fBin__332,True,True
fBin__334,False,False
fBin__337,False,True
fBin__338,False,True
fBin__339,True,True
fBin__340,True,True
fBin__345,False,True
fBin__35,False,True
fBin__351,False,True
fBin__355,False,False
fBin__356,False,False
fBin__357,False,False
fBin__358,True,True
fBin__359,False,False
fBin__364,False,False
fBin__366,False,True
fBin__367,False,True
fBin__369,False,True
fBin__37,False,False
fBin__371,False,False
fBin__372,False,True
fBin__373,False,True
fBin__374,False,True
fBin__375,False,True
fBin__376,True,True
fBin__379,False,True
fBin__381,False,False
fBin__382,True,True
fBin__383,False,False
fBin__384,False,False
fBin__386,False,True
fBin__387,False,True
fBin__388,False,True
fBin__393,False,True
fBin__395,False,False
fBin__418,False,False
fBin__422,False,True
fBin__423,False,False
fBin__424,False,True
fBin__43,False,True
fBin__441,False,True
fBin__449,False,False
fBin__45,False,True
fBin__451,False,True
fBin__452,False,True
fBin__453,False,False
fBin__454,False,True
fBin__455,False,True
fBin__456,False,True
fBin__457,False,True
fBin__461,False,True
fBin__464,False,True
fBin__465,True,True
fBin__466,False,True
fBin__468,False,True
fBin__469,False,False
fBin__470,False,True
fBin__477,False,True
fBin__479,False,False
fBin__480,False,True
fBin__482,False,True
fBin__483,False,True
fBin__485,False,True
fBin__486,False,True
fBin__487,False,True
fBin__489,False,True
fBin__490,False,True
fBin__491,False,True
fBin__497,False,False
fBin__503,False,True
fBin__504,False,True
fBin__508,True,True
fBin__513,False,True
fBin__517,False,True
fBin__518,False,True
fBin__519,False,True
fBin__520,False,True
fBin__521,False,True
fBin__524,False,True
fBin__525,False,True
fBin__526,False,False
fBin__527,False,True
fBin__528,False,True
fBin__529,False,False
fBin__53,True,True
fBin__530,False,True
fBin__531,False,True
fBin__532,True,True
fBin__533,False,False
fBin__534,True,True
fBin__535,False,True
fBin__536,False,False
fBin__537,False,True
fBin__538,False,True
fBin__539,False,True
fBin__541,False,False
fBin__546,False,True
fBin__549,False,True
fBin__555,False,False
fBin__56,False,True
fBin__565,False,False
fBin__566,False,True
fBin__569,False,True
fBin__571,False,True
fBin__573,True,True
fBin__577,False,True
fBin__579,True,True
fBin__583,False,True
fBin__584,True,True
fBin__586,False,True
fBin__588,True,True
fBin__589,False,False
fBin__59,False,True
fBin__590,False,True
fBin__592,False,True
fBin__594,False,False
fBin__595,False,True
fBin__597,False,False
fBin__598,False,True
fBin__600,False,True
fBin__601,False,False
fBin__602,False,True
fBin__605,False,True
fBin__606,False,True
fBin__611,False,True
fBin__613,False,True
fBin__614,False,True
fBin__616,False,True
fBin__619,False,True
fBin__625,False,True
fBin__627,False,True
fBin__69,False,False
fBin__70,True,True
fBin__71,False,False
fBin__72,False,True
fBin__73,False,True
fBin__76,False,True
fBin__83,False,False
fBin__84,False,True
fBin__86,False,True
fBin__88,True,True
fBin__94,False,True
fBin__96,False,True
fBin__97,False,True
fBin__99,False,False
