,Allergy,Analfissure,Anemia,Anxiety,Asthma,Atopicdermatitis,AttentionDeficitDisorderADHD,B12deficiency,Backpain,BasalCellCarcinoma,COVID19,Chronicsinusitis,Depression,EndometriosisandAdenomyosis,EpisodicVertigo,FattyLiverDisease,Fibromyalgia,FolicAcidDeficiency,Fracture,G6PD,Gallstonedisease,Haemorrhoids,Hashimoto,Headache,Hearingloss,Heartvalvedisease,Hyperlipidemia,Hypertension,Hyperthyroidism,Hypothyroidism,Insomnia,IrritableBowelSyndromeIBS,Migraine,Obesity,Oralaphthae,Osteoarthritis,Osteopenia,Osteoporosis,PepticDis,PepticUlcerDisease,PolycysticOvaryDisease,Prediabetes,Psoriasis,Urinarytractinfection,Urinarytractstones
0,0.4980507581383094,0.5033201036301888,0.4994502473886751,0.5242016245688216,0.5033295334133493,0.4997376705141658,0.5079332735373795,0.4994547437295529,0.5019123690839189,0.49922239502332816,0.4985787379192723,0.4989401165871754,0.5044762817377086,0.49947889525794686,0.49946723494938733,0.5045710267229254,0.4989615784008307,0.4997426659804426,0.5017456031525943,0.49974332648870634,0.49784714747039827,0.5015731898101665,0.4994837377387713,0.49973835688121404,0.49973614775725594,0.5,0.5267064852497808,0.5220212000261729,0.49818652849740935,0.4982837528604119,0.4994807892004154,0.49947561615102254,0.4991591928251121,0.6515724724632943,0.49893219434063,0.5055300538547728,0.5080128205128205,0.499479979199168,0.4994824016563147,0.49712313003452246,0.4994638069705094,0.5121301250560615,0.5071479536135205,0.49854789939408634,0.49896800825593396
1,0.4980507581383094,0.49891716296697347,0.49862561847168774,0.5228802715032824,0.5033295334133493,0.5,0.5011279966960612,0.49972737186477645,0.5007987538114809,0.49948159668221875,0.49886299033541787,0.49867514573396926,0.503682210800705,0.4992183428869203,0.4981353223228556,0.510196905766526,0.4981827622014538,0.4997426659804426,0.5014639130117493,0.5,0.4986544671689989,0.4977117239124851,0.4989674754775426,0.5,0.4994722955145119,0.5,0.520810317669615,0.5235719426814107,0.49844559585492226,0.5002704389432079,0.4994807892004154,0.49868904037755635,0.501596315071164,0.6468305381367926,0.49919914575547253,0.5055300538547728,0.5082799145299145,0.499479979199168,0.5,0.49769850402761795,0.4994638069705094,0.509261866766795,0.5074101455380092,0.49949188932486044,0.49896800825593396
2,0.4975567106618439,0.5025079758554188,0.49917537108301263,0.5165655947479694,0.5035982061699317,0.4994753410283316,0.5073692751893488,0.5,0.5011699589022935,0.4984447900466563,0.4980102330869812,0.4994700582935877,0.5039469011130395,0.49973944762897343,0.49893446989877466,0.49841772151898733,0.4987019730010384,0.5,0.4983098591549296,0.49974332648870634,0.49892357373519913,0.5014564410301913,0.49974186886938565,0.49973835688121404,0.49920844327176783,0.4997429305912596,0.5257621005965659,0.5279035529673494,0.49870466321243523,0.4982837528604119,0.5,0.49868904037755635,0.5013160460128679,0.6442732023903016,0.49919914575547253,0.5052662016120288,0.5145566239316239,0.499739989599584,0.49922360248447206,0.4979861910241657,0.4997319034852547,0.5001043003014278,0.49816465652857894,0.4991772260146024,0.4984520123839009
3,0.4983771288954895,0.49891716296697347,0.49835074216602526,0.5044647824635584,0.4986566362170876,0.4997376705141658,0.5014345570884586,0.4994547437295529,0.5002253745194221,0.5,0.4985787379192723,0.49973502914679385,0.4989412387506617,0.49947889525794686,0.49946723494938733,0.4981540084388186,0.4979231568016615,0.49948533196088524,0.5034912063051887,0.49974332648870634,0.4983853606027987,0.49924405164966024,0.49974186886938565,0.4986917844060701,0.4994722955145119,0.4997429305912596,0.5137969252261179,0.522577373552313,0.4989637305699482,0.4982837528604119,0.4997403946002077,0.49868904037755635,0.5040334373172158,0.6411697169988081,0.49893219434063,0.5052662016120288,0.5088141025641025,0.499479979199168,0.4994824016563147,0.5007354780607395,0.4997319034852547,0.5058408168799609,0.5068857616890318,0.5014404771590968,0.49948400412796695
4,0.495598486118763,0.5030493943719321,0.4997251236943375,0.5310448425503506,0.5033295334133493,0.49921301154249736,0.4975475168608216,0.5,0.5012263025321491,0.49948159668221875,0.49829448550312677,0.49973502914679385,0.503682210800705,0.49973944762897343,0.49920085242408097,0.5048347398030942,0.4981827622014538,0.4997426659804426,0.4988732394366197,0.49974332648870634,0.49946178686759957,0.497381908609055,0.4994837377387713,0.5,0.4994722955145119,0.5,0.5206178770232996,0.5188019367925146,0.49922279792746116,0.49799771167048057,0.4997403946002077,0.49868904037755635,0.501035776954572,0.643727052745299,0.49919914575547253,0.49815303430079155,0.5090811965811965,0.5,0.49922360248447206,0.49769850402761795,0.4994638069705094,0.5003806961002117,0.5068857616890318,0.4992378339872906,0.49922600619195046
5,0.49935624116703003,0.49891716296697347,0.4997251236943375,0.5176226772004006,0.5030608606567667,0.49921301154249736,0.5070627147969514,0.4994547437295529,0.5028569534667905,0.49922239502332816,0.49829448550312677,0.4994700582935877,0.5031528301760358,0.49947889525794686,0.4986680873734683,0.49736286919831224,0.4981827622014538,0.4997426659804426,0.5014639130117493,0.5,0.4983853606027987,0.5002539285964461,0.49974186886938565,0.49973835688121404,0.4994722955145119,0.5,0.5137969252261179,0.5318392985670353,0.49974093264248703,0.4988558352402746,0.4997403946002077,0.4992134242265338,0.501596315071164,0.638165893951293,0.49893219434063,0.505793906097517,0.5142895299145299,0.499479979199168,0.4997412008281574,0.5017586431180266,0.4994638069705094,0.49955150870386017,0.4992134242265338,0.49854789939408634,0.49896800825593396
6,0.4954308093994778,0.49783432593394694,0.49917537108301263,0.511836541671303,0.5027921879001842,0.4997376705141658,0.5040953557465064,0.49972737186477645,0.5007987538114809,0.49922239502332816,0.4991472427515634,0.49920508744038156,0.5034175204883704,0.49973944762897343,0.49920085242408097,0.4986814345991561,0.4987019730010384,0.49922799794132783,0.49802816901408453,0.5,0.4983853606027987,0.49848810329932053,0.4989674754775426,0.5,0.4994722955145119,0.5,0.524220793568206,0.5193581103186548,0.5116034905917644,0.4971395881006865,0.4997403946002077,0.4989512323020451,0.4993541626047962,0.6429078282777949,0.49919914575547253,0.506057758340261,0.5044070512820513,0.5,0.4997412008281574,0.4992970430780007,0.5045862724172936,0.5015905795967751,0.4992134242265338,0.5008111505385807,0.49948400412796695
7,0.5008294009150358,0.49864645370871685,0.49917537108301263,0.5181512184266163,0.5035982061699317,0.4994753410283316,0.5040462333097424,0.4994547437295529,0.5031718149277475,0.49948159668221875,0.5006868300007343,0.49920508744038156,0.5047409720500433,0.49973944762897343,0.4986680873734683,0.5045710267229254,0.4989615784008307,0.49922799794132783,0.49802816901408453,0.49974332648870634,0.49946178686759957,0.49947754920961074,0.4994837377387713,0.49921507064364207,0.49973614775725594,0.5,0.5233922296743476,0.5308447294379376,0.4989637305699482,0.49856979405034324,0.4997403946002077,0.49868904037755635,0.49887892376681614,0.6389851184187971,0.4997330485851575,0.5055300538547728,0.5142895299145299,0.499739989599584,0.49922360248447206,0.4974108170310702,0.5,0.5118537292572776,0.5074101455380092,0.49817262811114005,0.49922600619195046
8,0.4964099216710183,0.5025079758554188,0.4994502473886751,0.5242016245688216,0.5033295334133493,0.4997376705141658,0.4992886343416775,0.49972737186477645,0.5005402359803792,0.49922239502332816,0.49886299033541787,0.4994700582935877,0.5047409720500433,0.5,0.498401704848162,0.4986814345991561,0.4981827622014538,0.49922799794132783,0.5011822228709042,0.5,0.49784714747039827,0.5025626357204568,0.49974186886938565,0.49973835688121404,0.49920844327176783,0.5,0.5265906644904244,0.5284597264934895,0.5113444232342514,0.5014146037029332,0.4997403946002077,0.4992134242265338,0.501596315071164,0.6400774177088026,0.49893219434063,0.4984168865435356,0.5041399572649573,0.499479979199168,0.5,0.503932556161505,0.4994638069705094,0.4953012714206744,0.4992134242265338,0.49653870358716173,0.49922600619195046
9,0.49985028864349534,0.5027786851136755,0.4997251236943375,0.5247301657950372,0.5027921879001842,0.4994753410283316,0.5121268741574136,0.5,0.504802465862389,0.4997407983411094,0.4985787379192723,0.49867514573396926,0.5042115914253742,0.49947889525794686,0.49946723494938733,0.4986814345991561,0.4989615784008307,0.49948533196088524,0.5020272932934394,0.49974332648870634,0.4986544671689989,0.49870116982277535,0.4994837377387713,0.49973835688121404,0.5,0.5,0.518960749235583,0.5185238500294446,0.49870466321243523,0.501128562513002,0.4994807892004154,0.4989512323020451,0.5018765841294599,0.627216988841804,0.49919914575547253,0.49762532981530344,0.5186965811965812,0.5222222222222223,0.4989648033126294,0.49856156501726123,0.5043181759025482,0.5101953544645744,0.5074101455380092,0.49596998493933386,0.49871001031991746
10,0.49674527510958877,0.5022372665971622,0.49917537108301263,0.505257594302882,0.5027921879001842,0.4997376705141658,0.5034822349617117,0.49972737186477645,0.5014848203632507,0.49922239502332816,0.4994314951677089,0.4994700582935877,0.49814716781365803,0.49947889525794686,0.49946723494938733,0.4970991561181435,0.4987019730010384,0.4997426659804426,0.5017456031525943,0.49974332648870634,0.49784714747039827,0.49870116982277535,0.4994837377387713,0.49973835688121404,0.4994722955145119,0.5,0.5253576188677364,0.5214650265000328,0.5118625579492774,0.49856979405034324,0.4997403946002077,0.4992134242265338,0.5013160460128679,0.6423616786327921,0.49919914575547253,0.49868073878627966,0.5186965811965812,0.510591090310279,0.4994824016563147,0.49856156501726123,0.5043181759025482,0.5052880252823931,0.5079345293869867,0.4998065526351185,0.49922600619195046
