,clinical_OSA
0,0.5028571428571429
1,0.5028571428571429
2,0.5025845147219193
3,0.5028571428571429
4,0.5025845147219193
5,0.5023118865866958
6,0.5028571428571429
7,0.5028571428571429
8,0.5023118865866958
9,0.5023118865866958
10,0.5028571428571429
11,0.5028571428571429
12,0.5028571428571429
13,0.5028571428571429
14,0.5025845147219193
15,0.5028571428571429
16,0.5028571428571429
17,0.5028571428571429
18,0.5028571428571429
19,0.5028571428571429
20,0.5025845147219193
21,0.5028571428571429
22,0.5023118865866958
23,0.5025845147219193
24,0.5020392584514722
25,0.5028571428571429
26,0.5028571428571429
27,0.5028571428571429
28,0.5028571428571429
29,0.5028571428571429
30,0.5028571428571429
31,0.5028571428571429
32,0.5025845147219193
33,0.5028571428571429
34,0.5028571428571429
35,0.5025845147219193
36,0.5028571428571429
37,0.5028571428571429
38,0.5028571428571429
39,0.5025845147219193
40,0.5023118865866958
41,0.5025845147219193
42,0.5028571428571429
43,0.5028571428571429
44,0.5028571428571429
45,0.5028571428571429
46,0.5028571428571429
47,0.5028571428571429
48,0.5028571428571429
49,0.5028571428571429
