,"Age, BMI & VAT","Sleep Quality
(average of nights)"
bt__creatinine,0.016118231822625517,0.016118231822625517
bt__sodium,0.014467914938411677,0.019385586294957746
bt__potassium,0.017072209020522824,0.017072209020522852
bt__urea,0.0072521847919245425,0.031180233781562833
