,age,bmi
0,0.4161846754366276,0.5065605749216274
1,0.4017700243915135,0.507740424880361
2,0.39984537039960255,0.504014127585331
3,0.4051289392334706,0.5110851788683685
4,0.39181051810548045,0.5030353160588933
5,0.39753283532868017,0.5054531901249416
6,0.39678956006353944,0.5097788813922243
7,0.39421636401969273,0.5037864946953056
8,0.4188218823721785,0.5003064256451991
9,0.4075507967890988,0.507499967441561
10,0.4039959174495547,0.4931512842330358
11,0.4058605505715132,0.4980870694121041
12,0.40207267007869946,0.5069914158622011
13,0.40125599346476754,0.5071531924071098
14,0.40160275710200205,0.5056730268716424
15,0.4049170796266128,0.4951239326685264
16,0.3986077842237775,0.49890996868458565
17,0.4087609074723499,0.5077385569778438
18,0.3959866254276947,0.5050485983543013
19,0.4085724162147951,0.5029781627366785
20,0.4141427723827751,0.49748036326259354
21,0.398704691770301,0.5070945855155023
22,0.39807871437898845,0.5106021963355537
23,0.3892857783582359,0.5016903247055243
24,0.40429404665038693,0.5039758074178948
25,0.40819312569325145,0.5029960753564683
26,0.40851214292268184,0.5115735334211525
27,0.41611152459443457,0.4951758189528658
28,0.40631539856553395,0.517589967059634
29,0.40552008018780733,0.5058133800146489
30,0.41052342887437016,0.511851607614055
31,0.3995997328934614,0.5066371794958114
32,0.40450461313214336,0.5051776626335556
33,0.4027519693848306,0.5002372104538324
34,0.4031029621965747,0.5029423705142891
35,0.40283627260606136,0.5045360049380906
36,0.41283247737274603,0.5074908226155562
37,0.41377136474212434,0.5137638110309067
38,0.40145800740097976,0.5069684558377501
39,0.40196624615522736,0.5063536366643581
40,0.3954681548424983,0.5023782047409568
41,0.4184398875155848,0.5147714496126794
42,0.40780365754023773,0.5128220444293512
43,0.40237415306643437,0.5043017739213389
44,0.40865013174341414,0.5032068595559677
45,0.4128431943724974,0.5071279069609878
46,0.41602585268776027,0.4986504310079008
47,0.40225374214484205,0.503351301507765
48,0.4049739570844365,0.5009576604029436
49,0.3879027346784689,0.5070498312874775
