,clinical_OSA
0,0.5029411764705882
1,0.5029411764705882
2,0.5029411764705882
3,0.5029411764705882
4,0.502385002944448
5,0.5026630897075182
6,0.5029411764705882
7,0.5029411764705882
8,0.5026630897075182
9,0.5029411764705882
10,0.5029411764705882
11,0.5026630897075182
12,0.5029411764705882
13,0.5029411764705882
14,0.5029411764705882
15,0.5026630897075182
16,0.5026630897075182
17,0.502385002944448
18,0.502385002944448
19,0.5029411764705882
20,0.5029411764705882
21,0.5026630897075182
22,0.5026630897075182
23,0.5029411764705882
24,0.5029411764705882
25,0.502385002944448
26,0.5029411764705882
27,0.5029411764705882
28,0.5026630897075182
29,0.5029411764705882
30,0.5029411764705882
31,0.5026630897075182
32,0.5029411764705882
33,0.5029411764705882
34,0.5029411764705882
35,0.5026630897075182
36,0.5029411764705882
37,0.5029411764705882
38,0.5029411764705882
39,0.5029411764705882
40,0.502385002944448
41,0.5029411764705882
42,0.5026630897075182
43,0.5026630897075182
44,0.5029411764705882
45,0.5026630897075182
46,0.5029411764705882
47,0.5026630897075182
48,0.5029411764705882
49,0.5026630897075182
