,Age & BMI,"HRV
(average of nights)"
liver_viscosity,0.012446875630606284,0.012446875630606292
liver_elasticity,0.013218942644998729,0.013218942644998729
liver_attenuation,0.010057017116676368,0.010057017116676368
liver_sound_speed,0.0007588213500405296,0.0011353734872008912
bt__albumin,0.017115725894009365,0.017115725894009386
bt__bilirubin_total,0.020915170492500062,0.020915170492500062
bt__protein_total,0.016603438872946498,0.016603438872946498
bt__alkaline_phosphatase,0.002145821794349598,0.003225363833118711
bt__alt_gpt,0.0031820304642162264,0.007799996857931242
bt__platelets,0.0036709429860536298,0.007204144530177112
bt__ast_got,0.0031660917457286344,0.00946467873256125
