,Age & BMI,"HRV
(average of nights)"
body_arm_left_area,-0.013940502367072751,0.05787607688476655
body_arm_left_bmc,0.11374106736941711,0.14553871375865116
body_arm_left_bmd,0.22591942616299354,0.1797222519372942
body_arm_right_area,0.0129569954505058,0.052393481667690145
body_arm_right_bmc,0.1287040963086345,0.13547370188228075
body_arm_right_bmd,0.21758098885725505,0.16874723361231925
body_arms_area,0.00046979622655945,0.0618959669747713
body_arms_bmc,0.1260369698482519,0.14425021804760924
body_arms_bmd,0.22715996365623126,0.17538532972701598
body_head_area,-0.0049920448059305005,0.038582653957194596
body_head_bmc,0.0161064214556929,0.0704924886709364
body_head_bmd,0.033963805418535054,0.069048554903886
body_leg_left_area,0.0557141020269068,0.0968663563806723
body_leg_left_bmc,0.2130393835754087,0.24421555893495014
body_leg_left_bmd,0.2735057203407264,0.2713667694013706
body_leg_right_area,0.06289579497977166,0.10877845791513725
body_leg_right_bmc,0.21383986549233963,0.24185470644729512
body_leg_right_bmd,0.2629372832940017,0.2485403013580929
body_legs_area,0.05935948034500095,0.10426284340097615
body_legs_bmc,0.2146549301894327,0.2444531727612623
body_legs_bmd,0.272361674855859,0.25325559941549713
body_pelvis_area,0.0918600265608549,0.14564286747340116
body_pelvis_bmc,0.23817305846426712,0.2474231089353927
body_pelvis_bmd,0.25928666378415627,0.23752813417773705
body_ribs_area,0.4767456602000377,0.41660744825586965
body_ribs_bmc,0.6176412375543364,0.5721402849656398
body_ribs_bmd,0.5989371074750907,0.5490765562395403
body_spine_area,0.2357691191770872,0.17237223243023791
body_spine_bmc,0.4572213016079159,0.3968986490525678
body_spine_bmd,0.5071722557140614,0.4552776149918242
body_total_area,0.14495422719276352,0.1686901340382168
body_total_bmc,0.3100507348968743,0.2916351460653693
body_total_bmd,0.3094956902098672,0.28535303302806125
body_total_left_area,0.10898701111342976,0.14806165857787115
body_total_left_bmc,0.2693295629922756,0.2591655809721409
body_total_left_bmd,0.28894571288221044,0.27141617068063995
body_total_right_area,0.1640106864196239,0.164977623692997
body_total_right_bmc,0.318072395627167,0.2850669057376698
body_total_right_bmd,0.3102705671559642,0.27557422536658516
body_trunk_area,0.3755976702520683,0.28908092022444054
body_trunk_bmc,0.4957044472855841,0.4454778821549211
body_trunk_bmd,0.4487485023507827,0.3920512026538787
body_trunk_left_area,0.341166753887309,0.27613977855604444
body_trunk_left_bmc,0.46612395890626473,0.4233103156289638
body_trunk_left_bmd,0.4227669088217417,0.3746506255416446
body_trunk_right_area,0.3541839315656285,0.2670598536621158
body_trunk_right_bmc,0.50171901557747,0.44662825414777296
body_trunk_right_bmd,0.46232280269936454,0.41221728782702705
femur_left_lower_neck_area,0.07726394546187206,0.10396057401907766
femur_left_lower_neck_bmc,0.25500305115300415,0.2529384980796895
