,index,adrr,COGI,cv,ea1c,gmi,grade,grade_eugly,grade_hyper,grade_hypo,hbgi,lbgi,hyper_index,hypo_index,igc,iqr,j_index,m_value,MAD,mage,above_140,above_180,below_54,below_70,in_range_63_140,in_range_70_180,range,sd,Min,1stQu,Median,Mean,3rdQu,Max,Conga,GVP,MODD,SDRoc,CV_Measures_Mean,CV_Measures_SD,AUC,MAG,SdW,SdHHMM,SdWSH,SdDM,SdB,SdBDM,bt__hba1c,bt__glucose
33,0.00943613355216918,0.10016516062422258,0.14636035702544012,0.06436927868799269,0.18592507057997615,0.18592508309693942,0.08413179089252937,0.10740910458941762,0.13078246943913555,0.15138165105205834,0.08629496053436128,0.1631026375411838,0.04893866463100008,0.12663793611969795,0.12473411552483928,0.12055544651585598,0.16504227961556084,0.0705325508698182,0.11083408501668494,0.005033127482817467,0.13911771943182577,0.04982706545528177,0.04664856655905542,0.13252638084730273,0.09239005586408831,0.12915539554162006,0.021358503048591375,0.0660729514687124,0.11309397338475648,0.1830520070911723,0.18321320275828837,0.18592507607116787,0.18436822265342803,0.02797296462214717,0.05958661762613696,0.16971479616682567,0.0979129140618784,0.170332013088558,0.11861905929941716,-0.028785432735921573,0.18475218438418012,0.1760202727133168,0.13286900688798325,0.20500990392423948,0.16603044952354234,0.0024293280085444617,0.020140948802524462,0.0801534044277931,0.3415212351052334,0.2982079896399374
34,-0.008295091587946722,0.11411963151948405,0.15108378179961043,0.0687219173385721,0.17184146493791444,0.1718414659514661,0.076839707171789,0.11003164384518598,0.1178221469210982,0.15307798589260685,0.04365948590554621,0.1655838781128545,0.0033409292094793157,0.1232533986355745,0.1232801965825326,0.13614207413952759,0.1376477695627278,0.03793452849822401,0.12243665894067776,-0.018252699763946154,0.12046879934300002,0.030196052870549606,0.04630688636326413,0.1335384187420173,0.07330266295236422,0.13489014090444057,0.01407886590591241,0.04676017015546475,0.11823103286354414,0.16465013277785126,0.17041673357453566,0.1718414634689643,0.17656238653653147,0.015300684693748946,0.06222537625466074,0.16486516565356824,0.09155365329508194,0.16848109376021161,0.11917911903042118,-0.03978766172448808,0.17143436287266897,0.16501921254391916,0.13243769906189606,0.20217491623452208,0.16639210184612052,-0.011476057700074494,0.01105723813354044,0.0885164580204103,0.33114337619117123,0.29362852574713333
35,0.005307257779790035,0.08427741600875656,0.14079617361388042,0.07321383115844468,0.1744837824341699,0.17448378730011085,0.08086735783731164,0.08180727721515584,0.15813441746186374,0.13333181020537835,0.09327418538290846,0.1535765501317891,0.053385653927097786,0.1255474186295114,0.12507151233481875,0.14020290237010108,0.16211526774940474,0.09407626830328576,0.1294375568956891,0.004865270089648948,0.15290815287549567,0.05318642186411926,0.04933692899430455,0.12766591709190062,0.09583557291786128,0.12315030769497742,0.05186612609037523,0.07562234309547765,0.14337880591944518,0.1630851468919539,0.1630738649409785,0.1744837766601743,0.17689969955219148,0.04750325377245026,0.08082582319693753,0.16860833598956798,0.1103090996882958,0.1610328625603909,0.12094909691245506,0.0007034175590037737,0.17324207685436904,0.17669815290876387,0.152427061518928,0.21425632437509978,0.16592816659013518,-0.008942753115533239,0.030998515695476847,0.1045478177686307,0.30549536109457814,0.30703812532259717
36,0.035521093696686115,0.08695645391808897,0.1543070974083862,0.06165133945880108,0.20153927848215608,0.2015392811759186,0.05129491355637093,0.09747329694915273,0.14102877520184892,0.16536277093238294,0.07665458155753084,0.17882527747472635,0.04679699974326586,0.12439002465363841,0.12272168994561039,0.14734933342631135,0.16623039948630097,0.048728566875905974,0.13189810591116008,-0.01137749723295013,0.13776007981636265,0.04178441657457329,0.03403846880034229,0.14654217891524118,0.06221070597751099,0.13036452395974338,0.019130977236673445,0.07223637033585559,0.12325126462388401,0.18748718829071245,0.19326289845863798,0.20153927792182538,0.20505728380918922,0.03136841517670403,0.06915700118272972,0.1715385536638136,0.0992885750365578,0.16372684835809811,0.11331682827632386,-0.02644006967850314,0.20022212371146342,0.1710984035784755,0.14785864364833073,0.2140131948943794,0.17057334261119889,-0.017061436297972552,0.015106398167159371,0.08251021986561273,0.3480154136171001,0.28556064360192585
37,0.03361823951800653,0.09409400247476848,0.1458309729233298,0.050857917528747666,0.18177561198701947,0.18177561720472585,0.06085463257743715,0.11590950743377554,0.14098540433650072,0.15224883969493616,0.07284328304164239,0.15747701453048107,0.035360927146393474,0.11500535883484538,0.11042911654146646,0.13478515135776642,0.16090940053706831,0.05218190545850218,0.1216985782976449,-0.006707211921271423,0.14115163731628452,0.03377317941801722,0.0471417032429427,0.11838910166056299,0.05440089672367946,0.10930918616945379,0.035220921893603326,0.054020779298668616,0.11613753984172236,0.1685713142434705,0.17355256440472247,0.18177561209974188,0.18381665599439648,0.032063503188919124,0.04496479713175245,0.16675642811190192,0.07369343197385836,0.16050368141629334,0.12267797042880853,-0.025146389594374877,0.18147703687679356,0.16903512458092568,0.12871100159720894,0.19791676750325787,0.16304722227200294,-0.029456338083463093,0.008075029700434031,0.07088343704919321,0.3339772286529438,0.28631589972952853
38,0.04455171022210436,0.11169836553876514,0.1588487455271555,0.08031661349091651,0.1916389936628724,0.19159721734682336,0.0691164171995689,0.10968667039099712,0.1419107814963571,0.1666864160804778,0.07921775016289159,0.18259507287981427,0.05189620241655775,0.12444486628476854,0.12345637007462507,0.12091423404023555,0.15474945477522503,0.07127890417966251,0.1021811022027454,0.017199381357157567,0.12898601060762227,0.049082905307656605,0.049488159547031896,0.13919878228114363,0.0748167453039018,0.11657036696324238,0.05714245359869741,0.07618768736832607,0.13481630233814265,0.20059390870129437,0.1960037690976629,0.19159721096516763,0.18696050864033134,0.059252765990901055,0.09158873927208563,0.16417018807415806,0.116704593338937,0.1664149829143889,0.13772603924125076,0.003164401445105657,0.18988506748749018,0.17100994730443375,0.1439750634926305,0.18847244067103497,0.16149545771330234,-0.01448698523530886,0.028169122449237905,0.1013917258791534,0.33941097308087165,0.2743985463760985
39,0.022952247271540768,0.07298200563591543,0.15438511393755522,0.02269968918973316,0.20626692758276163,0.20626693357537523,0.05109503833209314,0.08544456460391467,0.13851158233771216,0.17073461024572792,0.061940244139113906,0.16605993537770541,0.016778583150602773,0.10193716063009427,0.09773974631919669,0.10951420812576884,0.1615255685519294,0.026760605038660807,0.10166853479981876,-0.009741349341790355,0.14898558638204157,0.03225053331755551,0.035940729019259675,0.11156261911757327,0.05218512211116789,0.11388115936598037,0.026143729153412506,0.020644890827778286,0.13880855514890514,0.19804167774412415,0.20589209225720487,0.2062669304546945,0.21122157412161982,0.03223060717635537,0.01864776450978465,0.14183052136887575,0.05473530811522306,0.13650810968452226,0.0835066623773741,-0.0411101373030852,0.20606293731599076,0.14216753129419027,0.11285673132461697,0.18386542415745002,0.14703905913214269,-0.01771403976303599,-0.016020098240222998,0.04312622013187134,0.33212819631669466,0.2851459059684458
40,0.010342087577903471,0.08018080837172269,0.12636828959651286,0.04292190824243943,0.17866257463582008,0.17866257963710291,0.0760231466134752,0.09720429203103247,0.12430643491509587,0.13197954617407662,0.0781384697281111,0.1444047735256903,0.04030222674344505,0.10479683436087008,0.10203718891137846,0.13050769418210503,0.1537591884675763,0.06321943904901751,0.12823644217185304,0.00022743880932258662,0.13797218974272052,0.04269550623425967,0.044707688166330584,0.11125220037900783,0.07943886704074543,0.10190467898698188,0.0109791326664398,0.04686507781080106,0.12683460270050692,0.1667227618561904,0.17432107070713646,0.17866257624906562,0.1890991047967414,0.022393382887130293,0.055938591432428006,0.1411372336019905,0.08158628404645284,0.1392594480011226,0.1010603533270934,-0.0043321067131104375,0.17787397961181595,0.14645825482421362,0.12383464993827185,0.20884458902622774,0.1368020643061106,-0.02415385953440806,-0.011280176850556933,0.06859021967268261,0.35616208523028053,0.296349694461714
41,0.03360930375083413,0.09564690037009378,0.16486443744043036,0.03417065551364753,0.2156712205481308,0.21567121649550874,0.054734579272247244,0.10788787211752698,0.13823980502444402,0.17435415715443733,0.07650330499903178,0.18713878981593438,0.03636075369942128,0.1358981748774751,0.13017383839309576,0.10943208676314604,0.17715704578231498,0.0500235331214866,0.10770116304207565,-0.014933561055874067,0.1361214688852915,0.04121880322556479,0.04656889659844249,0.1481227702605166,0.0688381092313374,0.1389685164722858,0.021043835024757023,0.0373647355741003,0.14169198379396034,0.2067410267136266,0.2150465075968125,0.21567122297905128,0.21483505574290082,0.03172093411433727,0.0444563522655925,0.13798171975201687,0.07081343466575658,0.14529954445932336,0.09515100743071372,-0.022022045091551524,0.21377715963527014,0.13850275521719474,0.11743870622842133,0.18614362071966456,0.13737539065241136,-0.028901670543645445,-0.016159017901083393,0.05968274551652823,0.3225326193087444,0.2866777937334905
42,0.02582317546248098,0.09032655491003426,0.15773101301237036,0.04857773379297814,0.19433565378992312,0.1943356589308231,0.06433318756905963,0.09115728431860534,0.1302299930612606,0.1509866143617153,0.05945766018997321,0.17527473355966697,0.016574054831078232,0.13527554124899685,0.13276775078345376,0.12392786176225826,0.15302195655306333,0.03339480047723773,0.09633970833473522,-0.015425844768901383,0.14266865216421457,0.02617903302883075,0.04411681536297822,0.14841510644173236,0.06272634674204311,0.13465646283408975,0.01585493868217926,0.04822670365984159,0.1415371138858591,0.191968302693883,0.19099325973572912,0.19433565642781198,0.1957879250615451,0.031236592274898188,0.04125129071110204,0.14018541893140463,0.06830881414894824,0.13957924196801474,0.10724698870291331,-0.04880997287079051,0.19455355728649878,0.14752152047193962,0.1266731648477866,0.20439380795446357,0.14210783654190154,-0.013442539954856976,-0.011558210010379443,0.06101176360226289,0.3404339934039045,0.2878210647757464
