,Age & BMI,"HRV
(average of nights)"
fortified_wine__glasses_week,True,True
hours_outdoors_winter,False,False
hours_driving,False,True
liqueurs_measures_week,True,True
other_alcoholic_glasses_week,True,True
physical_activity_maderate_days_a_week,False,False
vigorous_activity_minutes,False,False
sleep_hours_in_24H,False,False
work_hours,False,True
work_days_a_week,False,True
hours_using_computer_not_work,False,False
work_hours_day,False,True
hours_watching_tv,False,True
hours_outdoors_summer,False,True
white_wine_glasses_week,False,True
walking_minutes_day,False,True
walking_10min_days_a_week,False,False
beer_cider_pints_week,True,True
moderate_activity_minutes,False,False
drink_alcohol_with_meals_no,True,True
drink_alcohol_with_meals_partial,False,True
drink_alcohol_with_meals_yes,False,True
mobile_phone_side_of_head_Left,False,True
mobile_phone_side_of_head_Right,False,True
drive_faster_often_Sometimes,False,True
drive_faster_often_Usually,False,True
pet_present_no,False,True
pet_present_yes,False,True
manual_physical_work_Sometimes,True,True
manual_physical_work_no,False,True
smoke_tobacco_now_no,False,False
usual_walking_pace_Average,False,False
usual_walking_pace_Fast,False,True
shift_work_Sometimes,False,True
shift_work_no,False,True
snoring_no,False,True
snoring_yes,False,True
pet_past_no,True,True
pet_past_yes,False,True
smoke_houshold_no,False,False
climb_staires_tymes_a_day_Zero,False,False
