,Age & BMI,"HRV
(average of nights)"
index,0.01292047924909227,0.014190923534677756
adrr,0.014281449344879257,0.011322090856489104
COGI,0.014031229718867,0.014031229718867
cv,0.01294229865997316,0.01294229865997316
ea1c,0.015289054736871519,0.015289054736871519
gmi,0.015289054736871525,0.015289054736871525
grade,0.014867246307942504,0.015574771149857515
grade_eugly,0.012875568997610163,0.011912464250454755
grade_hyper,0.004971405715846259,0.008554808036327683
grade_hypo,0.0052430052525896595,0.009585068026889711
hbgi,0.01625554898324881,0.01625554898324881
lbgi,0.01030672607975913,0.009450025344323163
hyper_index,0.016505706800393812,0.016505706800393812
hypo_index,0.019517371190743354,0.016428687609389835
igc,0.018742597175638587,0.015962219600703587
iqr,0.0039294880211997165,0.007641383698405217
j_index,0.006217593162985563,0.011702914863382255
m_value,0.01707476318239624,0.014943855208913006
MAD,0.00399020699189594,0.008216632889169307
mage,0.014231430228201843,0.014231430228201848
above_140,0.004170901853883852,0.008949573938673005
above_180,0.017646575728669976,0.015680480338792508
below_54,0.017209536812393438,0.01579408839246077
below_70,0.008485010185516352,0.01669674296506263
in_range_63_140,0.006494762911869709,0.015057678873656291
in_range_70_180,0.009739579237284746,0.015689396148750458
range,0.008450851945181262,0.014733339251409022
sd,0.008916974510390812,0.01478702664654143
Min.,0.010312401019168613,0.017453566069560385
1st Qu.,0.004376700934019025,0.013657940641671558
Median,0.003535060439349681,0.010049483060459373
Mean,0.0037480776870219322,0.010607893391769855
3rd Qu.,0.003046292247440889,0.007784494048200115
Max.,0.008257673941991955,0.013881731064432938
Conga,0.008288474131221924,0.015417198307152708
GVP,0.017017745645456037,0.017017745645456037
MODD,0.005362220378765668,0.008687308369849373
SD.Roc,0.016451873898471657,0.01645187389847166
CV_Measures_Mean,0.005194802074110376,0.01121987464965978
CV_Measures_SD,0.016836235073941695,0.016836235073941677
AUC,0.003623805564381571,0.010374172085105188
MAG,0.0028870459475240583,0.0058618065337552785
SdW,0.0038440619730041145,0.009346605035684245
SdHHMM,0.005551682632452457,0.010320341145543633
SdWSH,0.006576509831735874,0.006947774109240948
SdDM,0.013206885018765494,0.013206885018765494
SdB,0.009552861721494936,0.016035905875371632
SdBDM,0.007321469080775804,0.011365937247738406
above_200,0.014316609410786134,0.013057597957668785
bt__hba1c,0.04559356904639604,0.04559356904639604
bt__glucose,0.0029204813276574176,0.005887246512040207
