,Age & BMI,"HRV
(average of nights)"
index,-0.014977928261745349,0.00851326687344405
adrr,-0.015726581612177052,-0.03949754248859415
COGI,-0.04051352501431675,-0.04051352501431675
cv,-0.04164100082236105,-0.04164100082236105
ea1c,-0.04383031193616825,-0.04383031193616825
gmi,-0.0438303119361681,-0.0438303119361681
grade,-0.0396570781968064,-0.0421179993299312
grade_eugly,-0.03016856128119155,-0.040462481938660505
grade_hyper,0.17010423931501065,0.21386835707053936
grade_hypo,0.07994045090444504,0.12835431281694626
hbgi,-0.04096628680683985,-0.04096628680683985
lbgi,0.0770138244195557,0.1137221353091429
hyper_index,-0.0418665581640549,-0.0418665581640549
hypo_index,-0.011277980293631699,-0.04106308722513495
igc,-0.0239471003632235,-0.04130035882233795
iqr,0.17786389677732656,0.2123742747747151
j_index,0.1303614412935601,0.14887300735363423
m_value,-0.0187630007583535,0.03378555694548355
MAD,0.18587126022781442,0.21471458628228104
mage,-0.0420418543858296,-0.0420418543858297
above_140,0.18026469012604662,0.1976671986042097
above_180,0.01046669199700345,-0.043051628002859
below_54,0.0132326561657435,-0.03819058732939445
below_70,0.05853701305967235,-0.0425677758826464
in_range_63_140,0.08826127588549786,-0.04191811686777605
in_range_70_180,0.035570544294197246,-0.04240089020679315
range,0.03155860851906915,-0.03759981154118825
sd,0.0542917225517981,-0.044676152877319006
Min.,0.04388016201767775,0.06693904426547825
1st Qu.,0.13373123804048015,0.13690742633461261
Median,0.161583134725319,0.1833748273147624
Mean,0.15948513055141988,0.1803825754943349
3rd Qu.,0.18594794566479705,0.21463103883119686
Max.,0.04308245056733035,0.0674311222962044
Conga,0.07296692650533934,-0.04563803187132625
GVP,-0.0371136943873939,-0.0371136943873939
MODD,0.15705923252468545,0.17682144781764203
SD.Roc,-0.038974765932602,-0.038974765932602
CV_Measures_Mean,0.1293065423560008,0.14499836740090355
CV_Measures_SD,-0.0401425790450532,-0.0401425790450532
AUC,0.16207687100629375,0.18298752133555996
MAG,0.2422847466796021,0.26411481698757994
SdW,0.15308511650322584,0.172245995646585
SdHHMM,0.15030207863619138,0.15608582034097773
SdWSH,0.16329106851086214,0.16940516234284292
SdDM,-0.0471299452153829,-0.0471299452153829
SdB,0.0644653132665523,-0.04574954762026805
SdBDM,0.11079571079960585,0.1201842357517716
above_200,-0.04198204923561335,0.006621355287786301
bt__hba1c,0.0553648605722546,0.0553648605722546
bt__glucose,0.28823237053600714,0.2869997940219551
