,Age & BMI,"Sleep Quality
(average of nights)"
Green Tea,0.03558822850492425,-0.03295181830166495
Green beans,-0.034415371070227754,-0.034415371070227754
Green cabbage,-0.03498594891120465,-0.03498594891120465
Green onions,-0.03274323539584715,-0.03274323539584715
Grilled vegetables,-0.0278337591463779,-0.0278337591463779
Guacamole,-0.035923684452731294,-0.0007348814952110638
Halva,-0.0320577757110395,-0.0320577757110395
Hamburger,0.08313040828056639,0.07228855932082234
Hazelnuts,-0.02976734566497875,-0.02976734566497875
Heavy cream,0.04825483825318415,-0.0311079889754517
Honey,-0.03071481744054525,-0.0312484652196451
Hummus,-0.0307910092624256,-0.0307910092624256
Hummus Salad,0.0149725710409041,-0.03018556822459205
Ice cream,0.02146680495295615,-0.0324109839513709
Ice cream bar,-0.04218847019864435,-0.04218847019864435
Israeli couscous,0.0641212123292543,0.100773785827485
Jachnun,-0.00395002836392145,-0.0328577912416007
Jam,-0.02844306454310465,-0.0284430645431046
Jewish donut,-0.03162176140107785,0.0137194567313806
Kebab,0.03578037999152025,0.03282286209940855
Ketchup,0.11090415128083775,0.110904151280838
Kiwi,0.01318111544515315,-0.0297370432425684
Knafeh,-0.034543463348132894,-0.034543463348132894
Kohlrabi,-0.004419610081362,-0.03414951574882705
Labneh Cheese,-0.0347317041339969,-0.0347317041339969
Lasagna,-0.03707948802052005,-0.03707948802052005
Lemon,-0.0303120585052768,-0.02980600887342445
Lemon juice,0.0642983711625115,-0.0367562348704846
Lemonade,0.04131070031167975,-0.03598241064212645
Lentil Soup,-0.0071143274040969505,-0.03134752444904245
Lentils,0.0424492114357317,-0.030928770630572602
Lettuce,-0.0296235953830244,-0.0320437900380631
Lettuce Salad,-0.03516254504187525,-0.03516254504187525
Light Beer,-0.0027900639277991003,-0.03961492893379835
Light Bread,-0.030493695363255698,-0.03049369536325575
Light Cream Cheese,-0.0394608827932922,-0.0153962239658097
Light Yellow Cheese,-0.03184475192772705,-0.03184475192772705
Low fat Milk,-0.03650333739758495,-0.036503337397585
Majadra,-0.033925554798399454,-0.033925554798399454
Mandarin,0.0913281604138161,0.11344557622259324
Mango,-0.029265638801577003,-0.02926563880157695
Maple syrup,-0.032705790657002395,-0.0327057906570025
Matbucha,-0.0310695858694807,-0.03106958586948065
Mayonnaise,0.11611464916067366,0.11548064000429895
Meatballs,0.0455692036863576,-0.0293574170203137
Melon,0.0657238731689734,0.0474101573165962
Milk,0.09757410735922614,0.0821459814179655
Mixed nuts,-0.031694677455278805,-0.03137295831582915
Mozzarella Cheese,-0.03015838907409785,-0.03015838907409785
Mushroom Pie,-0.0332776912324501,-0.031617606272103346
Mushrooms,-0.027372905328451352,-0.0273729053284514
Mustard,-0.034062196915675746,-0.034062196915675705
Natural Yogurt,-0.029967615782145747,-0.0299676157821457
Nectarine,-0.0279455538553343,-0.0279455538553343
Noodles,-0.0329030771184463,-0.0329030771184463
Oat Drink,-0.0203471911002283,-0.03251241227033175
Oatmeal,0.028602063395633003,0.0419702450033044
Oatmeal Cereal,0.0295204609175258,-0.0337124647550129
Olive oil,0.0488535751895978,0.0179327957743277
Olives,-0.03188918172067435,-0.0318891817206744
Omelette,0.07372112266265785,0.0738640185248143
Onion,-0.0105256111944331,-0.030684759943238098
Onion Pie,0.01339248945857425,-0.037262083233659746
Orange,0.03339172400597715,-0.0314269387072869
Orange juice,-0.03241157506586665,-0.03241157506586665
Pancake,0.11782358971199544,0.1104673619669104
Parmesan cheese,-0.03550922284268215,-0.03550922284268215
Parsley,-0.01025495764586945,-0.00771121642479685
Pasta,0.11953660886652176,0.11781276857538535
Pasta Bolognese,0.0757167340006446,0.049055597063039
Pasta with tomato sauce,-0.0294994816770345,-0.0294994816770345
Pastrami,0.046023283653527994,0.0379670039198276
Peach,0.0675377276255203,0.0657483744172018
Peanut Butter,-0.02832182084236605,-0.031435748489492654
Peanuts,0.05693797115431945,-0.0305302849019499
Pear,0.0400221639799156,0.0361717899971926
Peas,-0.00659717737631765,-0.00330924417502865
Pecan,-0.017848222838155,-0.03214207184405525
Pepper,0.022929823745251147,-0.0308517224181948
Persimmon,0.0384500747696911,-0.03070829893462335
Pesto,-0.0305735206626335,-0.030573520662633552
Pickled cucumber,0.0137891797466197,-0.0322907422848069
Pickled vegetables,-0.03234301060943575,-0.032343010609435854
Pineapple,-0.030549211618730553,-0.030549211618730553
Pistachio,-0.0287198964566036,-0.0287198964566036
Pita,0.09659912817614155,0.0690568280324729
Pizza,0.168458307463401,0.1600464794209573
Plum,0.0141513133285102,0.09119719149487915
Pomegranate,0.04262243775329695,-0.0314216739017624
Pomelo,-0.032684914277900046,-0.032684914277900046
Popcorn,0.047323221577454846,-0.032559073675732
Popsicle,-0.03643566974489405,-0.03643566974489405
Potato chips,-0.009175970136155499,-0.009175970136155499
Potato salad,-0.032204455030439755,0.06562946906057751
Potatoes,0.04092122625153345,0.02394606156659975
Pretzels,-0.0346302176632422,0.01140688134598385
Prune,-0.0003284796279912498,-0.0003284796279912498
Pullet,-0.03159514818821135,-0.03159514818821135
Pumpkin,-0.03423330955438185,-0.03423330955438185
Pumpkin seeds,-0.034655771391267,-0.034655771391267
Quinoa,0.0405733298307063,-0.0296475160537107
Raisins,-0.0295229334220024,-0.0295229334220024
Ravioli,-0.02739021875982045,-0.03852685070447935
Red Cabbage Salad,-0.0323958721427776,-0.0323958721427776
Rice,0.04631297233982245,0.03204890889657615
Rice Noodles,-0.03715982761000035,-0.03715982761000035
Rice crackers,-0.0304173152616382,-0.010743789550420501
Roasted eggplant,-0.035005874951992505,-0.035005874951992505
Roll,0.07678453754269046,0.03952886736744845
Rugelach,-0.03347056341656625,-0.033470563416566346
Rye Bread,0.026717510490878803,-0.028265521454381798
Salmon,0.01287714050754915,-0.02482982145961785
Salt,-0.036473006947229644,-0.0364730069472296
Salty Cheese,0.01055460535969765,0.01378471901616915
Salty Cookies,-0.0386165923212706,-0.03511767270381945
Sauerkraut,-0.03559828892869045,-0.0355982889286905
Sausages,0.05711296534743865,0.0476481374331975
Sauteed vegetables,-0.029052350194314,-0.029052350194314
Schnitzel,0.0850887229419429,0.03690883907840725
Schug,-0.03358836040145035,-0.03358836040145025
Seabass Fish,0.053762036764679444,-0.033266080812123094
Shakshouka,0.037412838654517055,0.06651369473533736
Shrimp,-0.0380379318672973,-0.0380379318672972
Small radish,-0.031138187461186698,-0.031138187461186746
Smoked Salmon,-0.0328709720391,-0.0328709720391
Smoothies,0.02867492795820585,-0.033769772329787895
Soda water,0.0077752630499388,-0.0340670900408837
Soup mandels,-0.031595364218104896,-0.031494946259053
Soy sauce,-0.037789829499631,-0.03778982949963105
Soymilk,0.025491596928503897,-0.02545068803180795
Spelled,-0.0314068335473654,-0.0314068335473654
Spinach,-0.029717799266838,-0.029717799266838
Spinach Quiche,-0.03408666691708425,-0.034086666917084354
Sprouts,0.01509179036741845,-0.03940771919997075
Squash casserole,0.00630469246596085,-0.03325088095090995
Steak,0.033547612803308854,-0.0303346383702396
Strawberry,-0.029740579664429348,-0.030020757992436448
Stuffed Cabbage,-0.0319841158866783,-0.031984115886678204
Stuffed Vine leaves,-0.03179276889397885,0.009383288429344501
Sugar,0.04009255931367395,0.0382121277896069
Sugar Free Gum,-0.0349752432012448,-0.034975243201244746
Sugar substitute,-0.03036717574836565,-0.03036717574836555
Sunflower seeds,-0.0099017926552329,-0.033574288607946
Sushi,0.08397389695102495,0.0512838378635212
Sweet Challah,-0.02965718439809785,-0.02965718439809785
Sweet Potato Soup,0.03667563580016445,-0.033060655340941644
Sweet Roll,0.03033878015620935,0.01363522700419455
Sweet potato,0.0210844117094795,-0.02841342784767065
Tabbouleh Salad,0.00858172167757755,0.02120862572630665
Tahini,0.08662512670431805,0.0703236673036378
Tea,0.07383199623784956,0.08299850361549045
Teriyaki Sauce,-0.036018102482939754,-0.036018102482939754
Tilapia,-0.03397544300307685,-0.03397544300307685
Tofu,0.062358174538234,-0.03318116684680455
Tomato paste,0.015313492936546599,0.0380851498875557
Tomato sauce,0.06785595898022675,0.06332792238612081
Tomatoes,-0.0315233855486451,0.02543784578153195
Tomatoes Salad,-0.02263572849852035,-0.0316449421373719
Tortilla,0.010415966031724951,0.00939196454764605
Tuna Salad,0.034816897014012,-0.028645870256292748
Tuna Sandwich,-0.03424737358372245,-0.03424737358372245
Turkey Shawarma,0.0417571861866463,0.0141162504069872
Tzfatit Cheese,0.018909694982751447,-0.008890494116176099
Vegetable Salad,0.0324258371304144,-0.0273936634098901
Vegetable Soup,0.11000083778258091,0.1078400139138927
Vodka or Arak,-0.03719423612499905,-0.01811681141111435
Wafers,-0.0267455135796229,-0.0267455135796229
Walnuts,0.06058277928282975,0.0321184619977157
Water,-0.032066956437775296,-0.032066956437775296
Watermelon,-0.0289278161544461,0.11302505165021676
Whipped cream,-0.03230955322543625,-0.03230955322543625
Whiskey,-0.0318648627148934,-0.031864862714893444
White Cheese,0.0751575984229117,0.02915861469046225
White beans,-0.03256066363617505,-0.03256066363617505
Wholemeal Bread,-0.00167482180824005,-0.03024033978393245
Wholemeal Crackers,-0.03134710939677815,-0.031347109396778094
Wholemeal Roll,-0.032900794651784054,-0.032900794651784054
Wine,0.0796773415253937,0.08428932298279035
Yellow Cheese,0.0796645310531445,0.06387152274351865
Yellow pepper,-0.031002153582063,-0.031002153582063097
Yogurt,0.049572196845498254,0.0128761181702088
Zucchini,0.00561482285875935,-0.02758265318946385
emmer wheat bread,-0.034868609543596454,-0.034868609543596496
ginger,-0.0331189999808501,-0.0331189999808501
