,Age & BMI,"Sleep Quality
(average of nights)"
Almond Beverage,-0.0365617616098637,-0.0365617616098637
Almonds,0.08391765346758914,0.0597486279016223
Apple,0.057314967455990504,0.05738454011621745
Apple Cake,0.04620516749215625,0.032181273774273045
Apple juice,-0.033964147574650244,-0.033964147574650244
Apricot,0.0073890877705262,-0.032354255243041044
Artichoke,-0.0333647619615213,-0.03336476196152135
Arugula,-0.03788367495317045,-0.03788367495317045
Avocado,0.07160512138847686,0.11547315870997696
Bagel,-0.03025468543295275,0.022153709707467252
Baguette,-0.0307379029921816,-0.030737902992181647
Balsamic vinegar,-0.03922199095977455,-0.039221990959774605
Bamba,0.08952218616677529,0.08842121875565209
Banana,0.0491781443962373,0.048306599965844355
Beans,-0.02978064744199785,-0.03897582837808325
Beans black-eyed peas,0.0063102843395014,-0.03427290713323085
Beef,0.0474356688575254,-0.03310914296447115
Beer,0.0163636979134896,0.01464120783731705
Beet,0.024775533833928748,-0.0308739997560714
Beet Salad,0.0321994666221872,0.0156777857877424
Biscuit,-0.030677944961319252,0.02845566643043415
Bissli,0.11551213920513731,0.1145669996266589
Blueberries,0.0107854728952866,-0.0311438408283413
Boiled corn,-0.0361612910284631,-0.03616129102846305
Bolognese,0.07710357546951895,0.06700407348049986
Brazil nuts,0.0234301721179555,0.02343016729184395
Bread,-0.03247661742757275,-0.0102598874358435
Broccoli,0.00969207586525525,-0.02951693384379155
Brown Sugar,-0.03198255492505565,-0.0170325381004083
Brownies,-0.0348487695665076,-0.03484876956650755
Bulgur,-0.0351763932863901,-0.0351763932863901
Burekas,0.020790793031908547,-0.0326495553088085
Butter,-0.03604859619847185,-0.036674520467455
Butter Cookies,-0.03200148155316345,-0.02494679331364135
Caesar Salad,-0.0370792519749144,-0.03707925197491435
Camembert or Brie,-0.03333919937616045,-0.035671260701677254
Candies,-0.0324104435137917,-0.0324104435137917
Canned Tuna Fish,0.0431892710533513,-0.03396247686483385
Canned corn,-0.0136083003344403,0.008588885572121799
Cappuccino,-0.0301016045553284,-0.0301016045553284
Carrot Cake,-0.033824648856136647,-0.033824648856136647
Carrot Salad,-0.0310334489755505,-0.031033448975550652
Carrots,-0.0308429820527764,-0.0308429820527764
Cashew,-0.0162573449263115,-0.0318240190352913
Cauliflower,-0.011880777629647399,-0.03086233947467855
Celery,0.0489178661877175,-0.0340940390183611
Cereal Bar,-0.03390602821543335,-0.033906028215433245
Cereals,0.052530441002708844,0.0626480096071668
Ceviche,-0.0307855789103046,-0.03052396642233405
Challah,-0.03296699113917895,-0.032966991139179
Cheesecake,-0.032624405069533347,-0.03517537513143375
Cherries,-0.033530344088419844,-0.033530344088419844
Cherry tomatoes,0.03775096348036075,0.01257521431433975
Chestnuts,0.00309712155824745,-0.03301034482834425
Chia seeds,0.03510450914152555,0.03678458430526805
Chicken,0.04978701319719685,0.042174159603311404
Chicken Liver,-0.0258685610878768,-0.03112824618350215
Chicken Meatballs,-0.03119323318824445,-0.03119323318824445
Chicken Steak,0.03910168238649915,-0.03058038823183455
Chicken breast,0.06488412415275341,0.01578725307883285
Chicken drumstick,0.045053433879524346,0.0477712140885116
Chicken legs,0.10149892748096655,0.07182222605646316
Chicken soup,0.0327906772100042,1.7270382358350008e-05
Chili pepper,-0.038692720887151796,-0.038692720887151796
Chocolate,0.07154084257550289,0.063898217168325
Chocolate Cookies,-0.031684124365465305,-0.03168412436546525
Chocolate cake,-0.01147564544273065,-0.02898471343871445
Chocolate spread,0.0920896293652186,0.0920896293652186
Ciabatta,0.0085065634089112,-0.0024819283436664
Cinnamon,-0.0356229175842688,-0.0356229175842688
Coated Wafers,-0.036584263263018,-0.036584263263018
Coated peanuts,-0.03261969340104,-0.03261969340104
Cocoa Powder,-0.0382367040403655,-0.03823670404036545
Coconut,-0.035945979671114195,-0.0359459796711143
Coconut milk,-0.032112981960853396,0.0493767936762631
Coconut water,0.0102165468526982,-0.035850224624283444
Coffee,-0.00767227963370265,-0.03024815727224495
Cold cut,0.08238516637368845,0.07314337210136759
Coleslaw,0.0372675958867918,-0.031617470681485654
Cooked cabbage,-0.0357143563310339,-0.0357143563310339
Cooked green beans,-0.03302316204758815,-0.03302316204758815
Cooked vegetables,0.05698971174044545,-0.028419159692648348
Cooked zucchini,-0.0341616589235591,-0.03416165892355915
Cookies,-0.0293816067036438,-0.0293816067036438
Cooking cream,0.05039841258307365,0.0467502309220781
Coriander,-0.03270855192819905,-0.028908244560797
Corn,-0.03087434836151285,-0.03087434836151285
Cottage cheese,0.043612726737251306,0.01958323106828025
Couscous,0.0188396279702479,-0.0316661278158132
Cracker,-0.03084736227356335,-0.030847362273563397
Cranberries,-0.03387141752289545,-0.03305304682378675
Cream Cheese,0.0258729798849543,0.01102358621848735
Croissant,-0.02852326177099665,-0.02852326177099665
Croutons,-0.0383356330349718,-0.0383356330349718
Cuba,-0.017850101351827852,-0.031430152337227305
Cucumber,-0.032266412238830644,-0.03126158732652655
Danish,-0.0376026516677677,0.0242009636915071
Dark Chocolate,0.0197876722163784,-0.0307266656831175
Date honey,-0.02626290309638065,-0.02626290309638065
Dates,0.0469811375100588,0.0532624769382342
Diet Coke,0.08131208754978855,0.056462347546358996
Dried cranberries,-0.0340806817002815,-0.034080681700281404
Edamame,-0.014939602622927699,-0.0322423253993966
Egg,-0.0309056674963456,-0.031736508891460596
Egg Salad,-0.0305852407784266,-0.030327234248321303
Egg yolk,-0.03622956227921425,-0.0362295622792142
Eggplant,-0.032777119453783546,-0.03277711945378355
Eggplant Salad,0.04969639846108505,0.022523584467173
English cake,-0.03653581877546125,-0.03264111793327155
Entrecote,0.0682952239181808,0.06721879405916731
Falafel,-0.0306834782152995,-0.0306834782152995
Fennel,-0.01618577673656895,-0.03308006024992055
Feta Cheese,-0.0303193935540025,-0.03092725179191235
Fig,0.017401170408974452,-0.034173237015684546
Flavored Yogurt,-0.03627579079042555,-0.03627579079042555
Flax seeds,-0.02995997019849045,-0.02995997019849045
French fries,0.10757285502521005,0.10155281419672375
Fried eggplant,-0.03387373518539065,-0.03205860584365525
Fried onions,-0.0301775673670454,0.08360178932366355
Fruit Drink,-0.036003240155015104,-0.03600324015501515
Fruit salad,0.014351570115378399,-0.03071879932926725
Garlic,-0.03564673005361425,-0.035646730053614295
Gilthead Bream,0.01819646991541695,-0.03297710876830805
Goat Cheese,-0.016954081841389898,-0.03035370083940985
Goat Milk Yogurt,0.05118800295221655,-0.028582605058464
Gouda Cheese,-0.03074285337527335,-0.03074285337527335
Granola,0.031856409211200004,0.036835207372932846
Grapes,-0.02985814062436605,0.04035352893102995
Greek salad,-0.0311481299522246,-0.0311481299522246
Green Salad,0.02623005404404015,-0.031769365659619894
