,bt__creatinine,bt__sodium,bt__potassium,bt__urea
0,-0.029706306033094723,-0.018511120178301387,-0.037661771292095234,0.07704702982234515
1,-0.03303838801083177,-0.06619023024203194,-0.04167077449146254,0.1067403367980561
2,-0.054343434254001406,-0.02583611702616529,-0.06101739341966167,0.08413312361081571
3,-0.015885927193385413,-0.04710546747204438,-0.04615772045018935,0.10655098549144656
4,-0.01797484234151105,-0.031106917634724732,-0.035560594202283975,0.10175624447293512
5,-0.03164184776567938,-0.0440122428257338,-0.04339140655073157,0.09756929070146063
6,-0.047601799703369876,-0.062094773701081206,-0.03877065380309013,0.09470957775187831
7,-0.048217945658464254,-0.051292963633265146,-0.029661448614514727,0.0887409300557386
8,-0.06736733317826207,-0.04609222049300226,-0.04229915583925545,0.09862635217809568
9,-0.018734371271124827,-0.040760124399122265,-0.04266804821543734,0.09173870393290164
10,-0.02998469937278416,-0.02732838817870932,-0.03515889130467998,0.1046306412377377
11,-0.03550817804393526,-0.07431989607432608,-0.02549486068073876,0.10227576600767581
12,-0.03921980332882918,-0.04375864877568003,-0.042408200806854576,0.09617555074624319
13,-0.05846250851501784,-0.0629622712899902,-0.05281764923257337,0.1034335703715723
14,-0.03541985938177071,-0.04119625812101636,-0.028903862473483626,0.09144871648258247
15,-0.028819572970296338,-0.040819991698525966,-0.05722101797291777,0.10359432557295824
16,-0.037065249092937624,-0.03837893493807516,-0.02536754826738638,0.10281656684969111
17,-0.05933463025149964,-0.026839349792185843,-0.02628958677951273,0.09676314057256925
18,-0.029604180250635277,-0.051681489629323646,-0.04778245744064327,0.08655042299826138
19,-0.03806614237358159,-0.03917739373069944,-0.03984872858943344,0.10638374566663736
20,-0.04757795015285546,-0.032709005045240866,-0.030844057340800226,0.10957071614999485
21,-0.03664059824124174,-0.025334203004445454,-0.04002964096012012,0.10295469526798685
22,-0.02736340420668621,-0.011693050526362752,-0.033705812990080686,0.09205068880824005
23,-0.04937987475035598,-0.03388871923157383,-0.05795473411302772,0.10114434103617337
24,-0.05544579277159355,-0.0243956722712028,-0.025308154180992325,0.09649817337090816
25,-0.03841204450001518,-0.0247899637421061,-0.03355175263636744,0.11300790150511864
26,-0.04255536875733909,-0.021201436595857517,-0.03370188674485684,0.10539486532826153
27,-0.019986977415414796,-0.04779978745750909,-0.05875711643132766,0.11126600686370137
28,-0.03494130657549613,-0.02159528907122853,-0.05870167291000323,0.09208752123105286
29,-0.03368527830081112,-0.017014514840974253,-0.03786641038641585,0.10312498292872622
30,-0.041238206602632874,-0.025982316302352454,-0.015683504197356306,0.09421174630732573
31,-0.045052316198139965,-0.05409590584342394,-0.04472646647084557,0.10559854687444623
32,-0.0413420475506117,-0.025439574946394983,-0.053270412112579914,0.09968980022816311
33,-0.03310432284405475,-0.04443047524757277,-0.02013321836030278,0.09865359887098864
34,-0.05689948358311809,-0.019279252106402897,-0.05133726005740646,0.10196256052296473
35,-0.05162675878582509,-0.024849617266467904,-0.02718045047217858,0.10658846735155553
36,-0.034520928290901365,-0.03633056208393873,-0.06594223542196342,0.08476069802727651
37,-0.022831113897112326,-0.04063368572649151,-0.026569441980972663,0.11209425995351896
38,-0.019676964889977847,-0.037245695106981856,-0.03136117159818842,0.10860606145678753
39,-0.03450700373418575,-0.051159706894258784,-0.055832904058054016,0.10148349037833176
40,-0.07789897558446347,-0.03617960380926861,-0.02304026468894949,0.09349452021107328
41,-0.058978099816653994,-0.041961869217099136,-0.013588531188577977,0.09054851669119715
42,-0.0767095028327488,-0.04811185089888159,-0.020584472489795884,0.10582787823262166
43,-0.04437432936188402,-0.05591141498693789,-0.04413518054838342,0.11838650657767207
44,-0.05327990229444275,-0.0607992478216173,-0.016555959467389594,0.09124578478230119
45,-0.05418814234877918,-0.027747171633513,-0.030058979704349533,0.1078591829584316
46,-0.03050758656731498,-0.04816207258383868,-0.045838215379763875,0.08850019773614232
47,-0.039170879079678374,-0.030695274389471745,-0.04343204429883038,0.10742039553332926
48,-0.03542819786675389,-0.035869119436545985,-0.035793008697149784,0.10134332741064715
49,-0.048727226604387594,-0.03831330971440964,-0.04140257319006333,0.09926258248587766
