,bt__hct,bt__rbc,bt__ferritin,bt__rdw,bt__mcv,bt__mchc,bt__hemoglobin,bt__mch
0,0.1543469863836409,0.20610551645063047,0.1242942858715835,0.04845841801670215,0.14309043998717774,0.03158841690676645,0.16295828769773485,0.11232062043537673
1,0.162075437988208,0.17250002736212997,0.18627657862710884,0.07198998224629753,0.12021729917338916,0.0692474060781706,0.15850834184047696,0.09227473278871146
2,0.17393655517974216,0.1862972608008063,0.15208592184397143,0.05079794847749211,0.1393042526785789,0.048351127039383095,0.16162408136591452,0.10850433374597312
3,0.1726195631264172,0.19834916918278495,0.15974093629270678,0.05518437286716521,0.1238699535839261,0.03992675545091601,0.14601438426135346,0.10367578709564539
4,0.1701321126900923,0.19000100910459408,0.14458693419401733,0.03228583561618425,0.13602591808139014,0.05547049048935929,0.1714257176680722,0.12953700530894774
5,0.15800463550342053,0.2001497329726463,0.15515713628524258,0.036916152543410685,0.12771891654312872,0.0515790382700363,0.14508451431981131,0.11718358314246877
6,0.1718043819282928,0.1837734615115007,0.16370404365269203,0.03040139685143474,0.14120893654591235,0.05598218461871189,0.15202865631760917,0.09143995469693825
7,0.17077542668499288,0.20408890900466548,0.14902804068388395,0.035176581400669524,0.09737059265373459,0.04471467896910391,0.15114124843283552,0.13783836433872337
8,0.17631359515488085,0.2099047755790034,0.15109794869279453,0.04192224630026681,0.1460799926869027,0.022048349880355946,0.14837932294712586,0.0829490608686479
9,0.17604349443598352,0.2112892555441622,0.15197180000004623,0.03800968925464772,0.12274840109191637,0.04507740907570229,0.16043488342044765,0.11237941064846141
10,0.15673426630928916,0.1787789774907071,0.1473014802297581,0.048619081744074456,0.13091250356466208,0.059612908761803855,0.15508474735577726,0.1069943614376865
11,0.15786271220479986,0.20531481953198483,0.1471299685231345,0.04207079334880507,0.13052546783638222,0.050954052129146124,0.15009174662336558,0.1264804818101299
12,0.15454516761684156,0.18245903904845096,0.16292195823308342,0.06188081343003081,0.11494956922969653,0.04553864795051647,0.17466094829242962,0.11011456409734083
13,0.16133393381838163,0.18097840891608202,0.16897846301699943,0.061538912077047564,0.13743266329301732,0.034211626089934936,0.18009249780557043,0.11854178819107371
14,0.17174837019795836,0.191399796797227,0.14937484013051425,0.05125664570573764,0.1238170104517404,0.05373872708025268,0.14336533025259593,0.11299774690669095
15,0.17268991500730405,0.19469660083019202,0.1538180991567999,0.015461497603895159,0.14160268523296202,0.042356904199755914,0.1588918612875505,0.11448501350028226
16,0.15566497406570012,0.1786110708233873,0.1145546071413724,0.038599230509889774,0.1516500317776208,0.05699587244612143,0.15814409907489324,0.1271427746010024
17,0.1741081751285447,0.19925224287200477,0.14277181545204232,0.039646682301147054,0.1371780617482662,0.031115363427346245,0.15529548766361798,0.14936460359197046
18,0.1858681729732673,0.17902049810739967,0.15165984936782922,0.03334123903566657,0.12706905377796393,0.051667771236032604,0.13685608203288538,0.1214075330467417
19,0.18250147317058843,0.1828517388478595,0.14996453613668448,0.05443298396327804,0.13436765402812811,0.06147433090076503,0.1547917929741552,0.11044802159912245
20,0.18093875873578563,0.18932115333537688,0.13045614850308465,0.06982501507945446,0.13073428013132976,0.0399530676706348,0.1623286581121324,0.11632310877090309
21,0.18456764440128676,0.19633754248882662,0.1351293635275862,0.02396385556377246,0.11879377916343056,0.03153189180646479,0.14561435334662742,0.08403164467272832
22,0.1546369414352391,0.17798873359203501,0.12493862457736082,0.05658968617531141,0.13105552402258785,0.0446567685061791,0.16035286921659847,0.1001785307746524
23,0.16537414577048085,0.2017659617597417,0.14387975557825122,0.05610649888237282,0.13611515663140447,0.05865932203740005,0.17612934395156676,0.08584557758095003
24,0.15711790823800179,0.19561410499988624,0.13562531376536494,0.036969801389250385,0.13233583023285103,0.04094873853042364,0.14123642159888997,0.10644344898803673
25,0.1532073484164639,0.1971489067609431,0.16895634702312043,0.047819285008337015,0.1361361128167963,0.05121110773976079,0.16811800602305468,0.11567426924462458
26,0.17031187826594052,0.18466855447308786,0.13939205177052355,0.023651556875235093,0.1307385355752691,0.03661791175946034,0.15016474193570736,0.1042276170058503
27,0.1595820956672558,0.19164567665210905,0.12682355282429128,0.029064998510635966,0.11956545488237626,0.05225335895150326,0.14502489987839154,0.1205598817967099
28,0.1700065119308961,0.1974191869825231,0.14800041795662217,0.05313499861946232,0.12578637568045764,0.06246610123968127,0.16217891007276247,0.11039201418164887
29,0.17965719571119917,0.2085862045166679,0.1736407861463757,0.05272363390149398,0.1526664948120174,0.05705952682292476,0.15269091886338426,0.0996238542595315
30,0.17367621757799606,0.1901619781157854,0.17813481738186943,0.04388336282803476,0.13291478916605784,0.05891327707568066,0.15088974106771325,0.10457542686209563
31,0.16664179807372206,0.1878398256847544,0.13474258088246785,0.03829843208065252,0.13714773858450824,0.026376598849019054,0.17001056313049234,0.12894688974273902
32,0.16970798637723616,0.2078628081844455,0.12911663289590813,0.04754313703495277,0.13539329134769523,0.047136985089270125,0.15263800422014076,0.12246700760156325
33,0.14498309666255316,0.1906696439628763,0.13924580529881164,0.052936288474174996,0.14091744967651132,0.04188898859754663,0.14376258623797297,0.10903104318161
34,0.17903034656629294,0.18443830454180443,0.1495777592426556,0.0693254508071963,0.15609974707608096,0.055855663689212104,0.18035349846554521,0.11766947342218201
35,0.1878290350330253,0.20556315920756021,0.14888867532573205,0.05138797206356409,0.11648222962778314,0.05491411184476622,0.1514202345797711,0.11744904596624352
36,0.15531825750488362,0.17999440898447444,0.137069656465489,0.049509647479828923,0.1385156187837006,0.05310511578481371,0.1539292229843203,0.11520457209683045
37,0.1827025383048896,0.19497476204953682,0.1592850442010101,0.045298694153507534,0.13611858504377058,0.04014728511368428,0.16619121152458746,0.11178584193322778
38,0.16078490862312936,0.20727663172395738,0.15952249116367379,0.05042769884046508,0.13598446385574794,0.04974036757867187,0.1316337220211653,0.12837581764249004
39,0.15403999971507332,0.2174073033879774,0.12693138857780023,0.04747411984963203,0.12980926492738568,0.04539179901113977,0.1579238176838992,0.1150714383966521
40,0.16183213237871344,0.21632612288652597,0.16762543957735782,0.03600214884929605,0.13539316959234318,0.0549461857932856,0.1589015043411062,0.1206246895115515
41,0.19272019414830496,0.18318190362553258,0.15340649732748776,0.059128499366749604,0.13622902460951825,0.046709429433562176,0.15996595549120837,0.10871383683515466
42,0.1494096401934651,0.2112353712236946,0.16215759487342896,0.04676010599462651,0.1357273931863351,0.05199821058229434,0.16389179614996183,0.10543868256184162
43,0.15535949933777818,0.1891573897101268,0.1489503130089708,0.0384720341250626,0.1222443177878649,0.025401750373253755,0.16945595972653302,0.12014006963038114
44,0.15481848707636722,0.1897907924302112,0.13943675612125822,0.04194357454679454,0.1328799261856676,0.025570415521213846,0.16435814975994936,0.11632332178007083
45,0.1670241112095013,0.1851938621048014,0.16394577973783492,0.046202575070461535,0.14793375120485755,0.019401750072337614,0.15499868990195428,0.11817270101343699
46,0.1758529167700769,0.19452361246294023,0.1516004024482503,0.0445486575906144,0.13121903941156807,0.04801435161720522,0.15132269567468723,0.11050307871416111
47,0.1624257024896599,0.19522493113722256,0.15182169592033015,0.04896196083815468,0.11382827895009696,0.05387603452131458,0.14793793748265796,0.1047139751304623
48,0.15235721300108385,0.19433881306148773,0.15334046552924666,0.0606598553787751,0.1268894279993341,0.049402190925313484,0.16453680453194194,0.10723450144191893
49,0.16831221790686335,0.1999310412519049,0.14817084271272365,0.0625773147569004,0.1322774559894779,0.05479742687797164,0.14763399415604667,0.12206527875908063
