,bt__hct,bt__rbc,bt__ferritin,bt__rdw,bt__mcv,bt__mchc,bt__hemoglobin,bt__mch
0,0.1943255069026605,0.2658165814196836,0.22182341084636126,0.0950817126474475,0.16611988581758586,0.005117114722262693,0.16800314089900867,0.12326187087854502
1,0.19177494662940095,0.24444638645284572,0.22333681102460673,0.09870641185364504,0.15461600704211848,0.004805746224607179,0.1657746586801837,0.125203043937034
2,0.19202333573382668,0.24423191817810663,0.2105952191194759,0.11628537284374925,0.14947861071570154,-0.004283658705440767,0.16696741214573796,0.13278585411047714
3,0.18747240991036865,0.2631191262454023,0.19434236952758022,0.09668679862169637,0.1555545557663873,0.0005860591706347888,0.15823424397156854,0.10799921279067512
4,0.19540439282167146,0.2516879325322807,0.21940697215759566,0.09364337648592518,0.13999298805713023,-0.012909155711296142,0.1887216638899472,0.1290354353114921
5,0.20465431661507305,0.2602925883945876,0.20246551440113275,0.09906300139055792,0.15103969442121426,-0.022694821034891958,0.1831759362486018,0.13007354994765113
6,0.19341905271718587,0.26106155714793766,0.24096527958167757,0.10662237966220867,0.1528217767855812,-0.028096930116854078,0.16829100956642432,0.12098434484441475
7,0.20496546767561627,0.2523627458213769,0.22647432595657677,0.10408340143746285,0.15396262364565774,-0.016018441648420336,0.15918344674445403,0.11774814775710152
8,0.20855316035086402,0.25939545081530707,0.23104327508357242,0.09248218447841923,0.1680298084498261,-0.01924324789174084,0.17903321809213915,0.12613016536231117
9,0.20860083794298143,0.2461517791462259,0.20377701545109647,0.10457797611837025,0.15193535056610066,-0.013289448275097126,0.1589475396169392,0.1113510564859491
10,0.20214141457244733,0.26231280520321315,0.20830199082587256,0.09933733863332898,0.17636217196275367,0.003604586972109674,0.16906310769982014,0.12491050612041918
11,0.2002996055377099,0.26136560502807166,0.22743005070531994,0.09708744142952953,0.16008258724326202,-0.0030649500420431635,0.16828493081630963,0.13255656752636466
12,0.20194415571460686,0.2496737717638139,0.21151260787891082,0.10598878295765209,0.15556894622037673,0.0029123895565202583,0.16174245970777268,0.12832608704154158
