,clinical_OSA
0,0.49903428295509417
1,0.4985514244326412
2,0.49903428295509417
3,0.4992757122163206
4,0.5050583793406364
5,0.5048169500794099
6,0.5048169500794099
7,0.5048169500794099
8,0.4985514244326412
9,0.4985514244326412
10,0.4987928536938677
11,0.4983099951714148
12,0.5045755208181834
13,0.5050583793406364
14,0.4987928536938677
15,0.4987928536938677
16,0.4987928536938677
17,0.4985514244326412
18,0.4985514244326412
19,0.504334091556957
20,0.4987928536938677
21,0.4983099951714148
22,0.5045755208181834
23,0.4987928536938677
24,0.4992757122163206
25,0.4985514244326412
26,0.5045755208181834
27,0.4985514244326412
28,0.4975857073877354
29,0.4985514244326412
30,0.49903428295509417
31,0.4985514244326412
32,0.4985514244326412
33,0.4985514244326412
34,0.5052998086018627
35,0.4987928536938677
36,0.4987928536938677
37,0.4987928536938677
38,0.4985514244326412
39,0.4985514244326412
40,0.4983099951714148
41,0.5045755208181834
42,0.4985514244326412
43,0.5045755208181834
44,0.4987928536938677
45,0.4987928536938677
46,0.4985514244326412
47,0.4987928536938677
48,0.4987928536938677
49,0.4985514244326412
