,clinical_OSA
0,0.49975857073877356
1,0.49975857073877356
2,0.49975857073877356
3,0.49975857073877356
4,0.5
5,0.49975857073877356
6,0.49951714147754706
7,0.49975857073877356
8,0.49975857073877356
9,0.49975857073877356
10,0.49975857073877356
11,0.49975857073877356
12,0.49975857073877356
13,0.49975857073877356
14,0.49951714147754706
15,0.49975857073877356
16,0.49975857073877356
17,0.49975857073877356
18,0.49975857073877356
19,0.49951714147754706
20,0.49975857073877356
21,0.49951714147754706
22,0.49975857073877356
23,0.49975857073877356
24,0.49975857073877356
25,0.49951714147754706
26,0.49975857073877356
27,0.49975857073877356
28,0.4992757122163206
29,0.49975857073877356
30,0.49975857073877356
31,0.49951714147754706
32,0.49975857073877356
33,0.49951714147754706
34,0.5
35,0.49975857073877356
36,0.49975857073877356
37,0.49951714147754706
38,0.49975857073877356
39,0.49975857073877356
40,0.49975857073877356
41,0.49975857073877356
42,0.49975857073877356
43,0.49951714147754706
44,0.49975857073877356
45,0.49951714147754706
46,0.49975857073877356
47,0.49975857073877356
48,0.49975857073877356
49,0.49951714147754706
