,clinical_OSA
0,0.5025836198812129
1,0.5023100969052829
2,0.5025836198812129
3,0.5028571428571429
4,0.5025836198812129
5,0.5028571428571429
6,0.5025836198812129
7,0.5025836198812129
8,0.5023100969052829
9,0.5028571428571429
10,0.5028571428571429
11,0.5025836198812129
12,0.5025836198812129
13,0.5025836198812129
14,0.5023100969052829
15,0.5028571428571429
16,0.5023100969052829
17,0.5028571428571429
18,0.5028571428571429
19,0.5028571428571429
20,0.5028571428571429
21,0.5028571428571429
22,0.5028571428571429
23,0.5028571428571429
24,0.5025836198812129
25,0.5028571428571429
26,0.5028571428571429
27,0.5057142857142857
28,0.5025836198812129
29,0.5028571428571429
30,0.5028571428571429
31,0.5025836198812129
32,0.5028571428571429
33,0.5028571428571429
34,0.5025836198812129
35,0.5023100969052829
36,0.5025836198812129
37,0.5028571428571429
38,0.5028571428571429
39,0.5023100969052829
40,0.5025836198812129
41,0.5028571428571429
42,0.5025836198812129
43,0.5023100969052829
44,0.5028571428571429
45,0.5025836198812129
46,0.5023100969052829
47,0.5028571428571429
48,0.5028571428571429
49,0.5028571428571429
