,index,adrr,COGI,cv,ea1c,gmi,grade,grade_eugly,grade_hyper,grade_hypo,hbgi,lbgi,hyper_index,hypo_index,igc,iqr,j_index,m_value,MAD,mage,above_140,above_180,below_54,below_70,in_range_63_140,in_range_70_180,range,sd,Min,1stQu,Median,Mean,3rdQu,Max,Conga,GVP,MODD,SDRoc,CV_Measures_Mean,CV_Measures_SD,AUC,MAG,SdW,SdHHMM,SdWSH,SdDM,SdB,SdBDM,above_200,bt__hba1c,bt__glucose
0,-0.0644756324820619,0.0029503999423499566,0.00447031840207577,0.06334502457359065,0.10758518922804043,0.10758518911609488,0.03468704550288003,0.04098351000837561,0.16263922950521756,0.030400268418504454,0.029656531143137724,0.04635115364619766,0.012841133029831498,0.018395310814808868,0.015201611705239529,0.1805999844742556,0.10112082902885125,0.01624902480768883,0.17000491789581842,0.0668775095909182,0.12484694642419417,-0.0013198588704200441,-0.004473190338352578,0.02839670794402298,0.04982972814833436,0.015840692722420592,0.07690604686121899,0.09793668594580468,0.026171793771068923,0.07533178226707175,0.10589764432238512,0.10758519563257402,0.1392816569421959,0.09652098884087389,0.09040114212663476,0.12384106002167719,0.135729168197765,0.12488196575207577,0.1520811026575125,0.04362471784886141,0.11060960069269575,0.23166005215009464,0.1693649580402107,0.21704923091670614,0.13998157249187945,0.0026818042869919127,0.04964291560517825,0.12608210755806804,-0.012769492955452339,0.22878392967618746,0.2554944634491895
1,-0.02764024475493032,-0.025801926194111886,0.014925716022983117,0.04646276036675639,0.10297748527708438,0.1029774767906875,-0.0003018975888479478,0.016045852358602404,0.14632074851767554,0.02381311910801491,0.017709319333571318,0.04921574999801082,0.0005571687029319953,0.02582179638183916,0.018994208415936832,0.16698090058680506,0.0931918064659615,-0.015622025930903359,0.16497997126579736,0.05524582569552208,0.11671570922528803,0.00054011846526771,-0.007466107628545806,0.03595484438241916,0.014476813387244478,0.01925740557106405,0.06746307919961472,0.06708666729368615,-0.02235040582606983,0.06540656334841764,0.09823949220048149,0.10300746904013042,0.1340478896929807,0.07970319438450386,0.06788517401826741,0.11578646303530628,0.13344603691513957,0.10581039425707287,0.1279332141403832,0.00863072687492448,0.10427674082904419,0.21341483619856547,0.16002316156926688,0.17459095577305506,0.12178570549383436,-0.003842232260046846,0.04572797491907788,0.09670944010118696,-0.01095239445916044,0.2169342693719931,0.2533670795263535
2,-0.06641530576240462,0.008218381269084765,0.02432634792616623,0.057949680820620866,0.10208309405207401,0.10208310132153303,0.0034635966941737304,0.025736683369058228,0.1460627820037268,0.03753831702817553,0.021535065128623094,0.03779102175580506,0.00610969049195563,0.01967530625398183,0.01485638869707304,0.16410920415963776,0.08424312712008651,-0.0020468092726476277,0.15929269400654575,0.046133046941961714,0.11359668577870496,-0.011065180533620577,0.005631999212558127,0.024900624612948813,0.024456099706697907,0.006549726215664087,0.052147229643606956,0.07607955236859733,0.025462850267895028,0.07009506843489967,0.09419887897054427,0.10208310280168247,0.1285786609550604,0.05052876693614411,0.0701530219189538,0.10345033198613976,0.12288043534112163,0.09654514100767388,0.11517569576396132,0.018605595090435675,0.10397912580070309,0.20081835546471394,0.14140808236288815,0.19815685678688216,0.11341217710617436,0.0026329521906450545,0.04678616002655081,0.10853474647836636,-0.016485764777030093,0.22766048461725602,0.23940930069253438
3,-0.062113894719108775,0.01478584754695781,0.021216536519037724,0.07180255569335939,0.1127462768017923,0.11274628005669132,0.043046072709597635,0.03879442520578747,0.16227583443333407,0.032653155505606664,0.03147811638984494,0.047663750124942804,0.005278205204456899,0.014121792049236128,0.013597743155064755,0.16566404881266136,0.09526621122846164,0.024117913367126396,0.16619885803357856,0.04755253169233006,0.13259252579726744,0.008485170522348864,-0.002014370199012612,0.015074282732600431,0.05209858269680995,0.013040696762678617,0.08609618119462198,0.08081305163225488,0.014163673263646358,0.08585492710846689,0.11304110687458455,0.1127462859175394,0.14325513727944517,0.08051357465844826,0.06791233416981345,0.10651663127905416,0.12532810979256342,0.1036721140193687,0.1216523966532394,0.03593378428568967,0.11567101480371669,0.20849020331392537,0.14648857697116718,0.1982613996180367,0.11621292349537904,-0.007493637900050483,0.04946680719268051,0.09676045069924379,-0.013094501239023455,0.21291112079680835,0.24175370069562743
4,-0.0338877581530306,0.0189059822302831,0.017427553208706172,0.0455337873710948,0.11911572729434938,0.11888542861535759,0.0372065622986714,0.01628885836832344,0.15455718303266214,0.03334478524076133,0.018299486065700237,0.0488828132766569,-0.00416040368353828,0.01313032216453918,0.009857327815732477,0.16741013008212827,0.09381260138506729,0.01088805233057575,0.1826983229994694,0.03530985005913686,0.13629405097321612,0.0023124197603086286,-0.012479675838470917,0.022774091179424097,0.05142844083005854,0.015978291129905224,0.05702794264593013,0.062125464211564285,0.032325744120767205,0.0906711967522007,0.1174357517231349,0.11911573668480775,0.14998979888572378,0.0704411294385224,0.0568023636698686,0.09386719398320238,0.11437851316376195,0.08645598283674061,0.127884200066615,0.018198566406541127,0.12088215172684696,0.19995840481146207,0.1357414553857982,0.17731169918701767,0.1135041631323551,-0.011155722240330915,0.01802235682126258,0.08473805281007536,-0.015261093290393272,0.2112651206971704,0.23492998213421595
5,-0.03187102678375076,-0.004144225412148144,0.04839456307774385,0.04956366487258782,0.11526214328118099,0.11526215162555584,0.03379410272940953,0.04839602061700526,0.1500872404197297,0.03987483570544627,0.01980955710821165,0.06544565498151977,0.00020615562814983924,0.049852106320424104,0.048037629483094965,0.15617308661273469,0.09036287857826669,0.007734464310776193,0.15742747437937027,0.03295235008389814,0.12658957347130004,-0.000233302443537607,0.0178189180607923,0.05572514903837071,0.04121456676085765,0.04922065612354394,0.07094024401901015,0.06896846645723731,-0.005554503926499483,0.08072809952916785,0.11183576357229591,0.11526215560851387,0.14140035237269816,0.07930768574084611,0.05641188451327459,0.10780818019568933,0.10604278927796876,0.10375651549531985,0.12635030689286067,0.036305582951989726,0.11588193028317445,0.21372223281065578,0.1435484613366737,0.18986442688636476,0.12395961252465067,-0.012107509996728511,0.034371438645894585,0.09374613325501392,-0.010383046386939515,0.22987333462151532,0.24347466447783817
6,-0.03897302870463662,0.028970210066040683,0.029490520392316377,0.06257675705271698,0.1068426018194012,0.10684260310819448,0.032976073741091204,0.03803213078632556,0.16494602732627223,0.03572058595217162,0.034203719288325295,0.056394757216073545,0.01272418349964103,0.0248817446091232,0.02283298513327452,0.17576883864181458,0.09489269257050623,0.014987308231765344,0.17779146063339626,0.046051525494445314,0.1306059150158558,0.002009000803814801,-0.016091333376929966,0.039067678836700655,0.048618146216334146,0.037081098289706654,0.06576998895874198,0.08613239226956652,0.009939002724236161,0.07262326226917193,0.09901138597819338,0.10684260720900972,0.13838969370705012,0.06263356675178906,0.08791470969365785,0.13323542990218157,0.1436153199059106,0.13271114575567367,0.14213337709477036,-0.0002676681802675971,0.1094481603276391,0.23626243117511292,0.17128091316381674,0.1995983400296435,0.14934910124910739,-0.010448397110561086,0.055197462303427695,0.1173804835911846,-0.010455740049142348,0.22583534329804572,0.26621698736107596
7,-0.03831708891680215,-0.002599792556495366,0.023099246286720373,0.04072144519638822,0.1032376611189804,0.10323766781599746,0.04090017562383526,0.03308609523313706,0.15191284871294244,0.029112090219898693,0.02852892102602309,0.040053474012436203,0.0003215061441572369,0.019517690226717226,0.01873959122671992,0.16187918612441055,0.09681382717805584,0.01087111968368335,0.16461120807970947,0.04427306607847526,0.1414148838263264,0.00010276778485504004,-0.0038651861462752476,0.029237138882905196,0.054592824187860586,0.011509134117100275,0.04530161265505619,0.06609544423522304,0.0042918796246021315,0.07664318587485568,0.10518347347903169,0.10323766868705452,0.13222173501362383,0.06093159017075878,0.05945715899719004,0.09057877934399225,0.11686219672202292,0.08255430721476076,0.11225194863778606,0.015733611322516564,0.10556848430925217,0.2016044174231143,0.1501422962765952,0.18871141582544243,0.11136850905083126,0.0029831042123874183,0.03850559625190819,0.08814722556928548,-0.014008162460100006,0.19207992598149884,0.24889980360887679
8,-0.03144424714108234,-0.010695298433543431,0.031099829472968805,0.0695832482122375,0.10335099243473041,0.10335100486586259,0.04598772971759008,0.04090223757528778,0.15094531524085106,0.03409307345742641,0.035672040010544984,0.03717185881724558,0.01583610785789881,0.013267620645213123,0.008939234788492845,0.17474520968199633,0.09092249600703749,0.024980153611008866,0.16459733337940405,0.06921574672990508,0.13389201284898,0.004774202317459807,-0.02157476559953143,0.027316628140088218,0.046955459561979176,0.016865550256591196,0.09300612543280991,0.08459323706544727,0.028173540776090817,0.07153359112618993,0.10042046668778752,0.10335099515497576,0.13599354407428177,0.09608681103240904,0.06834411214235663,0.11529779303590626,0.11026708774894133,0.11482237506714672,0.1408155554025378,0.05466632335684356,0.10609297129827021,0.21144610794185026,0.15169238626856332,0.20086097353550922,0.1274592385367113,0.0014557580916687407,0.03381309734000791,0.09699805317659048,-0.010032295650796033,0.20853557966419842,0.24797395443313378
9,-0.04266985348390294,0.009563149910488176,0.01636772620654609,0.029509026610119782,0.10351912775467942,0.10351913017766803,-0.016765647820943905,0.008690508646833418,0.12055599848848103,0.044088941191342275,-0.00846405003079785,0.05271389679799204,-0.024257479332623812,0.01576407072831904,0.010787145446975796,0.12094196568623279,0.06018557595867326,-0.034684340599736255,0.1338878557979978,0.026944690018188392,0.10992019339661689,-0.013841651164808505,-0.01622177955925108,0.029200994820603073,0.0036891434278169487,0.015089421907322917,0.05060837309324732,0.03233752696136062,0.03601886426471692,0.08649910192602689,0.11050747865485544,0.10337251168629402,0.1333331607488209,0.047049204294450093,0.029000603552477057,0.10181998619058442,0.07750535055324918,0.09020805575512594,0.10300345515680998,0.01381185746887993,0.10791066545142507,0.2026240902330506,0.10154906558036811,0.1473480068708888,0.11476963587869748,-0.006775573528743598,-0.0044551168932683155,0.05473930408042815,-0.02149988064574532,0.22105817112889922,0.2418805126597895
10,-0.008320439462441428,0.00901955750770371,0.0233568178353089,0.07433337124810237,0.108774896017755,0.10877489960584354,0.026322681470820314,0.04151091324904414,0.15963843043955073,0.022866238748336983,0.022228620894813533,0.03907568416677721,-0.00012390878061011427,0.004963346244922042,0.0035052446241738496,0.1872016955217758,0.08583834078171508,0.004961781616332629,0.1807196134276261,0.0410541949073013,0.13124356545174745,0.007503847543985964,-0.024059548294388573,0.018029068611320424,0.053837595625307516,0.014738386175241237,0.08175811383381108,0.0779307902763358,0.017411325332288438,0.07888373497916146,0.1072986624155879,0.10877490237574786,0.13999725240655259,0.0800104262159536,0.06193455013919737,0.11978335498447208,0.1314452289226153,0.10982783969457784,0.15133152600254293,0.013805981190004384,0.11125783697252506,0.22912534261514672,0.16245118276002207,0.21037713215467174,0.13458175019047292,0.026709143882041857,0.04894199552970102,0.09237354003560558,-0.011998264738442349,0.23785725158033466,0.2443411754025734
11,-0.023531368697243347,0.020746845993526376,0.02646745071750906,0.06373633247999388,0.1262058772949826,0.126205882116379,0.061280577076080894,0.05764051771556237,0.14202031901698764,0.031028137658092717,0.021232632468596812,0.0597799266027023,0.002908846376592378,0.045526322974936986,0.04410494807111765,0.19098271207365086,0.0937308132960877,0.014361964885093188,0.19228318499606858,0.050692263922355985,0.13220149515637267,-0.004086651421008335,0.016434021605174497,0.0430891178635922,0.06904044077705179,0.03677317267392476,0.0683196438033995,0.08069622046703101,0.014632214784022884,0.10065987227439496,0.12398070978357119,0.12620588581350076,0.15240203325311208,0.07505932662440047,0.07242455728338727,0.13219240446994712,0.12613813675125551,0.12413210933580712,0.1505231641756339,0.0248652650269524,0.12808496844563455,0.23277009995153347,0.15865914735826647,0.1913800799284932,0.15317958924561387,-0.01142279469627061,0.0380664854657682,0.11693645034175411,-0.015147001246385672,0.22531617488531125,0.24455373482951276
