,clinical_OSA
0,0.4980778471888515
1,0.4975973089860644
2,0.5038616744730001
3,0.5038616744730001
4,0.503381136270213
5,0.503381136270213
6,0.5041019435743936
7,0.5101260399599359
8,0.49783757808745793
9,0.49903892359442575
10,0.49783757808745793
11,0.4987986544930322
12,0.503381136270213
13,0.5094052326557552
14,0.4983181162902451
15,0.5101260399599359
16,0.4975973089860644
17,0.5036214053716066
18,0.5101260399599359
19,0.49735703988467084
20,0.4983181162902451
21,0.49783757808745793
22,0.49855838539163866
23,0.4975973089860644
24,0.5038616744730001
25,0.4987986544930322
26,0.5103663090613295
27,0.5029005980674258
28,0.5038616744730001
29,0.4975973089860644
30,0.5036214053716066
31,0.49855838539163866
32,0.5041019435743936
33,0.5026603289660323
34,0.503381136270213
35,0.5036214053716066
36,0.4980778471888515
37,0.5089246944529681
38,0.5036214053716066
39,0.5029005980674258
40,0.5103663090613295
41,0.5038616744730001
42,0.4975973089860644
43,0.4963959634790966
44,0.49903892359442575
45,0.49855838539163866
46,0.4968765016818837
47,0.5041019435743936
48,0.49855838539163866
49,0.5048227508785743
