,clinical_OSA
0,0.502568874270452
1,0.502568874270452
2,0.5028409090909091
3,0.5028409090909091
4,0.5028409090909091
5,0.5028409090909091
6,0.5028409090909091
7,0.5028409090909091
8,0.502568874270452
9,0.502296839449995
10,0.502568874270452
11,0.5028409090909091
12,0.502568874270452
13,0.5048657137204472
14,0.5028409090909091
15,0.5028409090909091
16,0.502296839449995
17,0.5028409090909091
18,0.502568874270452
19,0.502568874270452
20,0.5028409090909091
21,0.502568874270452
22,0.5028409090909091
23,0.5028409090909091
24,0.502296839449995
25,0.5028409090909091
26,0.5028409090909091
27,0.5028409090909091
28,0.5028409090909091
29,0.5028409090909091
30,0.5028409090909091
31,0.5028409090909091
32,0.5028409090909091
33,0.5028409090909091
34,0.5028409090909091
35,0.502568874270452
36,0.5028409090909091
37,0.5028409090909091
38,0.502568874270452
39,0.502568874270452
40,0.502568874270452
41,0.5028409090909091
42,0.5028409090909091
43,0.502568874270452
44,0.502568874270452
45,0.502568874270452
46,0.5028409090909091
47,0.502296839449995
48,0.502568874270452
49,0.502568874270452
