,depressed_hopeless_fortnight,depressed_longest_period_weeks,depressed_whole_week,depressed_whole_week_periods,family_relationship_satisfaction,fedup_often,feeling_lonley_often,fidgety_or_restless_fortnight,financial_situation_satisfaction,friendships_satisfaction,happiness_level,health_satisfaction,high_irritable_longest_period_duration,high_irritable_state,high_irritable_state_caused_problems,hyper_least_two_days,irritable_person,irritablilty_leading_to_argumens,little_interest_or_pleasure_fortnight,miserable_no_reason,mood_swings,nerves_anxiety_tension_depression_doctor,nerves_anxiety_tension_depression_psychiatrist,nervous_person,risks_taker,suffer_nerves,tense_or_highly_strung,tired_or_little_energy_fortnight,troubled_by_guilt,unenjoyment_uninterested_period_duration_weeks,unenjoyment_uninterested_periods_number,unenjoyment_uninterested_whole_week,work_satisfaction,worrier,worry_long_after_embarrassment,rds_score
0,0.01848485208871585,0.0785532978754553,-0.05928597200194143,0.0341327962709235,-0.004135649903958667,-0.022334978253809517,0.046241701750864346,0.11657800485884712,0.02557363777402261,0.02382783273549735,0.04156086927549132,0.2074143099326784,-0.09010571232117197,-0.04573360009473554,-0.09100315103865801,-0.013757153404635037,-0.034500384033356445,0.03442058344230223,0.050960667471288995,0.05113973560994563,0.03224932202471069,0.05247921017223133,0.042279464186529205,0.03090313391413638,0.014332259574773756,-0.023437275273728762,0.09758947383515967,0.10533557957877474,0.03106784222571278,-0.1677304914748356,-0.18980079004018632,0.0317998871865441,0.045123778761195145,0.00842003266196408,0.0010459542034071303,0.11600892459916791
1,0.08324646893977286,-0.027487273556186874,-0.04692016207121091,0.03125606776119473,0.0013843646351757429,-0.0033310924198339358,0.0479797065088144,0.01484826488285827,0.03975723950221376,0.030421636224707546,0.04272562426241171,0.19663289702452946,-0.1125985086334862,0.0038596038413378944,-0.045501575519328964,-0.038488759508936606,-0.018786027436793275,0.03175309751898754,0.05918745166166777,0.03939714144991649,0.003879936187612882,0.06158151323460465,0.07365054294086619,0.02393596604697252,0.01782109475837938,0.014442263063732145,0.07612674602642176,0.09708153512055727,0.037373650725239696,-0.10597963754857276,-0.1574479954335986,0.02495480484460586,0.05600042225361475,-0.008699664936637581,-0.0007478644436070712,0.07399972128514931
2,0.06300952593786564,0.0032183619992041273,-0.024428524847576967,-0.003221799597741203,-0.005132056088223879,-0.018728106572958404,0.06166822059269371,0.11907724268081701,0.023701625813985026,0.025175250819223248,0.05442227548195814,0.17839042224747037,-0.11558898695010913,-0.07209640718515163,-0.150911653367635,-0.03203000534413055,-0.02156901515423473,0.015445137296844451,0.054914228205035304,0.04648010646736984,0.0062505861065904715,0.05349014715117234,0.05773045340645479,0.0018706125868325242,0.0630743033364902,-0.02465041821651866,0.08673092466899456,0.10220068088000041,0.05703411081519926,-0.13141574775213596,-0.1458075136465157,0.01700398342758119,0.05733252462171449,0.023311647952428977,0.03156695900383368,0.09124026803036042
3,0.04620220270027199,0.023808454453903515,-0.026454536509718306,0.05528345683408997,0.016899002502632095,-0.018869852936258168,0.042006307103583454,0.07316905221630465,0.015220952684243368,0.030603250742925706,0.026932062049842366,0.21263662552028578,-0.15551901740155782,-0.027175637569584632,-0.21821789023599228,-0.02833498965827214,-0.011438824756054455,0.03866878635067658,0.04933947637648954,0.06609659061001236,0.03487338625056917,0.055248866379807464,0.03423443631113979,0.0225616893181677,0.018423510661672155,0.00102695534339835,0.05984064202376801,0.11133330064695351,-0.004388506710791285,-0.11121638634716287,-0.12559959240438248,-0.001907481684555556,0.062386972199784486,0.004527945480165195,0.004197296281249681,0.061984251019661
4,0.0555427016158879,0.012090644556440072,-0.030928031009369857,-0.031017970363348316,-0.01397429317000456,-0.051576076146421235,0.058878928556896096,0.09450312802600593,0.03154180575894318,0.02015224655099448,0.027652197771293355,0.20339779514717787,-0.14108718226973108,-0.1077065072400472,-0.22750787759664506,0.004375977525656241,-0.024529784101114106,0.008397454505270843,0.033369874724207806,0.02908711219304028,0.01231127831011235,0.05880786330095205,0.04055233444858827,0.03356936039068299,0.016404475712368857,0.0018519801144718103,0.0897261029825518,0.11137059122702736,0.025469448800702867,-0.15106639719269666,-0.16017989221071852,0.007814055119877457,0.046024901051089334,0.01590521861842646,0.00763041105307129,0.10786827943705889
5,0.07938990669690978,0.05107075885734933,-0.029691647800938963,0.06009418572915044,-0.028633717247190122,-0.01787819632716846,0.01817395050976074,0.11241410185559803,0.00787596185437268,0.00839664599109938,0.04975732474103822,0.19302641032858778,-0.11988820624205175,-0.020793652978760426,-0.10174461594455995,-0.025256943578225742,0.00846101417956303,0.003809499082950069,0.03432757774773827,0.02713660022358606,-0.0066936085009486595,0.049901354470575754,0.061658682082147906,0.02262726260081258,0.031322227617102065,-0.0006196914878851799,0.07671369983833418,0.08823840508439154,0.017534139243585715,-0.06901118144751409,-0.08986705399981969,0.005993730725962176,0.08354288426588174,-0.017778870968922063,0.0011415002997761737,0.06824251332683269
6,0.057432595585454785,0.04489310804690763,-0.020597001208489583,-0.04008409269289852,0.00535495366768784,-0.028416714607221356,0.020066544490433668,0.10040557816989752,0.01309096025722269,0.006620447005135973,0.04361613648211312,0.19958242241284113,-0.11268747019147207,0.0051297396669282526,-0.11145564251507056,-0.012525067919256193,-0.027228176723956145,0.01468384944642539,0.037088107674195715,0.04617228894337036,0.015110791789789666,0.05969740853231972,0.06317342447291799,0.028479250774531593,0.03539313268484482,0.0024853713823552153,0.08091723730117167,0.12389709373638777,0.011804450066413051,-0.13125218624608134,-0.12934718675003992,0.023088682690787014,0.024764709641035238,-0.025246041194604052,0.017120864885916406,0.05820102968941784
7,0.03881602055774495,0.038442901707891476,-0.01809248262805216,-0.024714023932188914,-0.044992800945428756,-0.024983733632843997,0.021279641568129896,0.07670064797499937,0.026502338012687955,0.02540297530691424,0.028063199688952545,0.20092179021688258,-0.09475763134107991,-0.07442932939011801,-0.19833676946063936,-0.016592463753955337,0.000954746183555643,-0.006436293656925218,0.03697431463743996,0.0558264319011908,0.004008991928160846,0.032918274678982916,0.0273457294822694,0.035964190331718125,0.02234757671104043,0.007935490101541598,0.06390877967890224,0.08013237887078016,0.04018320098824815,-0.13196157559317814,-0.1947179761349393,0.006447589194057111,0.05979329706231901,0.03431922561255942,-0.017581900820298414,0.09870917495881769
8,0.06149625437988851,0.021827336146110373,-0.059303464958352724,0.02738526387932063,-0.010827588093822088,-0.04375311344607895,0.032206464412109594,0.10138362544732137,0.02156954316843122,0.017229083292764475,0.037445578303529105,0.20604393403296986,-0.14929191124508268,-0.06131972404328586,-0.17025130615174974,-0.042867338182028335,-0.034792825110528385,0.01851103122909862,0.042081442626662455,0.030900018943383997,0.009210561244178971,0.03955679516410124,0.06614547328579014,0.008713716756483816,0.05606046056590475,0.00863213192519092,0.07978988755656584,0.07832409535335084,0.023344486280676712,-0.08554034929432933,-0.2465273841566204,0.01029082252861822,0.05347519384283717,0.014059590360942724,0.0035175194324156694,0.10345228820340581
9,0.062231522360611705,0.01955275363442946,-0.01661946095874437,0.022353085341996672,-0.0025908593238973374,-0.03045728791011692,0.039058902438745366,0.0778728297954629,0.008484665809175554,0.005420239110044789,0.017273429165052846,0.2014644463780916,-0.17973035745563637,-0.014662123317452721,-0.12038585308576921,-0.04974762028148233,-0.021837422725308663,0.008398285630312599,0.05406772424442982,0.042987980967387186,0.015565308513577682,0.05873817290705581,0.07104324789939072,0.027492981521054498,0.019479901406232448,-0.026597242468687395,0.09774155443404854,0.090176706139276,0.039712080272719164,-0.1393927347125259,-0.10869835650119694,0.004264088807648634,0.028270867452042596,-0.028238060086542595,0.028404777003515902,0.10212214840797344
