,"Age, BMI & VAT","Sleep Quality
(average of nights)"
body_arm_left_area,0.0036901814135550702,0.004871057689319428
body_arm_left_bmc,0.0022103770096801403,0.004546979581514796
body_arm_left_bmd,0.012047838766432053,0.01204783876643205
body_arm_right_area,0.0028878115041857575,0.0054546296178624235
body_arm_right_bmc,0.0019261212145047046,0.004085715322933591
body_arm_right_bmd,0.010978594037415586,0.010978594037415598
body_arms_area,0.0032703130555846033,0.004504513910550852
body_arms_bmc,0.0018611230043680048,0.004355025047870931
body_arms_bmd,0.01157380674326775,0.011573806743267726
body_head_area,0.004098284557734478,0.017277001090828487
body_head_bmc,0.0019441065080527961,0.0034903225925349587
body_head_bmd,0.013023303286969488,0.013023303286969486
body_leg_left_area,0.007632236525296403,0.009961713833032196
body_leg_left_bmc,0.001508509632129347,0.005795419795864073
body_leg_left_bmd,0.012863310373717476,0.012863310373717471
body_leg_right_area,0.007277887313121354,0.012604493431877455
body_leg_right_bmc,0.001404493873153589,0.0030182635539725156
body_leg_right_bmd,0.013636978204773552,0.013636978204773552
body_legs_area,0.006775573521239572,0.00995478524656896
body_legs_bmc,0.0014199489531567912,0.0037035530154393404
body_legs_bmd,0.013092585086999188,0.013092585086999188
body_pelvis_area,0.0018983792880316304,0.005237404169620451
body_pelvis_bmc,0.0008743123420231791,0.0015762507352532775
body_pelvis_bmd,0.013081141433594408,0.013081141433594408
body_ribs_area,0.001783331794643251,0.00230281347702099
body_ribs_bmc,0.000942246509512485,0.0013736245842299493
body_ribs_bmd,0.012757636693686344,0.01275763669368634
body_spine_area,0.0024132915692628397,0.00550856458963408
body_spine_bmc,0.0009773293962404314,0.0028559681731209724
body_spine_bmd,0.012461799593847455,0.012461799593847453
body_total_area,0.005621204815031781,0.007099749241950585
body_total_bmc,0.001002962427175373,0.001961547259771275
body_total_bmd,0.012376755522857948,0.012376755522857965
body_total_left_area,0.012262855612210407,0.0122628556122104
body_total_left_bmc,0.0011214478566957625,0.0026768268765300462
body_total_left_bmd,0.011891894192969894,0.011891894192969894
body_total_right_area,0.004358481318968426,0.007594401222807785
body_total_right_bmc,0.0010009526350925676,0.0026992254294006123
body_total_right_bmd,0.012390959278037886,0.01239095927803789
body_trunk_area,0.0014325164285710716,0.0027276605363473687
body_trunk_bmc,0.0006726584441436357,0.0015420481050791178
body_trunk_bmd,0.013738058677809098,0.013738058677809098
body_trunk_left_area,0.0017827076452665354,0.002826884910628325
body_trunk_left_bmc,0.0007049551932026215,0.0012445644854175504
body_trunk_left_bmd,0.013563218525633506,0.013563218525633506
body_trunk_right_area,0.001382654683923054,0.004499081483615151
body_trunk_right_bmc,0.0007812498183109764,0.0009906551088533304
body_trunk_right_bmd,0.013943782274843873,0.013943782274843873
femur_left_lower_neck_area,0.013934848928424655,0.013934848928424655
femur_left_lower_neck_bmc,0.03589712266963863,0.03589712266963856
femur_left_lower_neck_bmd,0.011974876241342842,0.011974876241342835
femur_left_neck_area,0.013780848657051084,0.01378084865705109
femur_left_neck_bmc,0.0030689372616511286,0.00306893726165108
femur_left_neck_bmd,0.010491102807740573,0.010491102807740573
femur_left_shaft_area,0.011392321322548752,0.011392321322548733
femur_left_shaft_bmc,0.0008117394867868435,0.0008799584688714667
femur_left_shaft_bmd,0.012884742692284342,0.012884742692284342
femur_left_total_area,0.0030060735637000313,0.00316586357458031
femur_left_total_bmc,0.0010602779884742893,0.001338038161565377
femur_left_total_bmd,0.012240401622352919,0.01224040162235292
femur_left_troch_area,0.0038407987370849563,0.004027583599389172
femur_left_troch_bmc,0.0015729589829078265,0.0017867604765271362
femur_left_troch_bmd,0.011488467398043038,0.011488467398043038
femur_left_upper_neck_area,0.014074988089433504,0.014074988089433504
femur_left_upper_neck_bmc,0.015448202658960098,0.015448202658960098
femur_left_upper_neck_bmd,0.012598327238695615,0.012598327238695603
femur_left_wards_area,0.01437131333961314,0.01437131333961314
femur_left_wards_bmc,0.02237362330624446,0.02237362330624446
femur_left_wards_bmd,0.011283447619833123,0.011283447619833123
femur_lower_neck_diff_area,0.011812117913145393,0.011812117913145393
femur_lower_neck_diff_bmc,0.010307649783426335,0.010307649783426335
femur_lower_neck_diff_bmd,0.01211939976504787,0.012119399765047877
femur_lower_neck_mean_area,0.012866050965157765,0.012866050965157765
femur_lower_neck_mean_bmc,0.033770018981659905,0.033770018981659926
femur_lower_neck_mean_bmd,0.012685509181204303,0.012685509181204303
femur_neck_diff_area,0.013832728691360825,0.013832728691360825
femur_neck_diff_bmc,0.010572820356628748,0.010572820356628739
femur_neck_diff_bmd,0.012367841171706292,0.012367841171706294
femur_neck_mean_area,0.013264813161435287,0.013264813161435287
femur_neck_mean_bmc,0.0027103589726234214,0.0027103589726234184
femur_neck_mean_bmd,0.012863293731783302,0.012863293731783302
femur_right_lower_neck_area,0.012498276855794408,0.012498276855794412
femur_right_lower_neck_bmc,0.02849823350712429,0.02849823350712429
femur_right_lower_neck_bmd,0.009897104024554815,0.009897104024554827
femur_right_neck_area,0.011823863868162173,0.011823863868162168
femur_right_neck_bmc,0.0023207410712740087,0.002320741071273996
femur_right_neck_bmd,0.014273095007166689,0.014273095007166678
femur_right_shaft_area,0.013603610586605919,0.013603610586605903
femur_right_shaft_bmc,0.0012362405288207931,0.0015464503332258109
femur_right_shaft_bmd,0.013544305408542068,0.013544305408542059
femur_right_total_area,0.00281573890024572,0.003066614961790344
femur_right_total_bmc,0.0012615084440796554,0.0018927621093792891
femur_right_total_bmd,0.01045248503324031,0.01045248503324031
femur_right_troch_area,0.0030733811149200314,0.0033425326155879296
femur_right_troch_bmc,0.001456997056970332,0.002076718797696187
femur_right_troch_bmd,0.013134157355879805,0.013134157355879805
femur_right_upper_neck_area,0.010708831138270328,0.01070883113827033
femur_right_upper_neck_bmc,0.012812376516623264,0.012812376516623267
femur_right_upper_neck_bmd,0.010494154832371368,0.010494154832371368
femur_right_wards_area,0.012036183490611377,0.012036183490611377
femur_right_wards_bmc,0.022561015312244144,0.02256101531224416
femur_right_wards_bmd,0.012020553150304508,0.012020553150304484
femur_shaft_diff_area,0.012132982075270051,0.012132982075270058
femur_shaft_diff_bmc,0.01106685830994826,0.011066858309948262
femur_shaft_diff_bmd,0.012811883194850602,0.012811883194850602
femur_shaft_mean_area,0.012988057594744156,0.012988057594744156
femur_shaft_mean_bmc,0.0009808872341772429,0.0010574989340309724
femur_shaft_mean_bmd,0.01362219811454566,0.013622198114545655
femur_total_diff_area,0.011208390935892747,0.011208390935892749
femur_total_diff_bmc,0.012804064077244742,0.012804064077244742
femur_total_diff_bmd,0.011186703416146882,0.011186703416146882
femur_total_mean_area,0.0031705674928308135,0.003376513322176217
femur_total_mean_bmc,0.0009946787990967553,0.0013405717078044386
femur_total_mean_bmd,0.013887537045531195,0.013887537045531192
femur_troch_diff_area,0.01341680997067726,0.013416809970677254
femur_troch_diff_bmc,0.012872819758478878,0.012872819758478878
femur_troch_diff_bmd,0.012401984365675236,0.01240198436567522
femur_troch_mean_area,0.0038984830321125807,0.004033190110019664
femur_troch_mean_bmc,0.0013449592963914853,0.001741834076026968
femur_troch_mean_bmd,0.013157406246572802,0.0131574062465728
femur_upper_neck_diff_area,0.013848171408933609,0.013848171408933609
femur_upper_neck_diff_bmc,0.013866345323489855,0.013866345323489834
femur_upper_neck_diff_bmd,0.013793148352128585,0.013793148352128587
femur_upper_neck_mean_area,0.013668572015376251,0.013668572015376251
femur_upper_neck_mean_bmc,0.01586090788860301,0.01586090788860301
femur_upper_neck_mean_bmd,0.013458307705522126,0.013458307705522128
femur_wards_diff_area,0.013572037923007194,0.013572037923007197
femur_wards_diff_bmc,0.012203923287669097,0.012203923287669097
femur_wards_diff_bmd,0.012573321036954311,0.012573321036954311
femur_wards_mean_area,0.012966150452633534,0.012966150452633534
femur_wards_mean_bmc,0.027539640364222306,0.027539640364222333
femur_wards_mean_bmd,0.01335423442010244,0.013354234420102442
spine_l1_area,0.014106448786295947,0.014106448786295958
spine_l1_average_height,0.01233954566407225,0.012339545664072249
spine_l1_average_width,0.01134246659035696,0.011342466590356945
spine_l1_bmc,0.0015082356106625647,0.0018890485939870574
spine_l1_bmd,0.012525585465978425,0.01252558546597843
spine_l1_l2_area,0.007248911754713744,0.007764478838461508
spine_l1_l2_average_height,0.012527625967129663,0.012527625967129674
spine_l1_l2_average_width,0.013011068966801848,0.013011068966801848
spine_l1_l2_bmc,0.001199882954922298,0.002736632036892835
spine_l1_l2_bmd,0.011823416940787737,0.011823416940787743
spine_l1_l3_area,0.00794732676663305,0.009073580368978368
spine_l1_l3_average_height,0.012977325443067185,0.012977325443067185
spine_l1_l3_average_width,0.012259805897447877,0.012259805897447877
spine_l1_l3_bmc,0.001312113554969483,0.003236438793167381
spine_l1_l3_bmd,0.011939745519056388,0.011939745519056388
