,"Age, BMI & VAT","Sleep Quality
(average of nights)"
index,0.01677013270864663,0.018743679841041493
adrr,0.012488954882777934,0.01548642500436318
COGI,0.010182805462297688,0.01619200280344286
cv,0.015529119074120221,0.015417173696291557
ea1c,0.012134235425553017,0.014937700041112651
gmi,0.012137011618457968,0.01482246970335978
grade,0.012368508211978673,0.01787062130030002
grade_eugly,0.012559233903784172,0.014005634503872455
grade_hyper,0.012230569753848175,0.013935069535796643
grade_hypo,0.011588391867506199,0.01131607019439696
hbgi,0.015709784541201196,0.01290083849482002
lbgi,0.010638045502710844,0.014740361453492926
hyper_index,0.01642349719249002,0.012347611471975342
hypo_index,0.01209804244716038,0.015408616004096773
igc,0.011986237498946159,0.017015819917835278
iqr,0.012679149126993626,0.017478858748703696
j_index,0.012183233268706942,0.012730105031955876
m_value,0.016423902406680773,0.01611120525584402
MAD,0.012971839789960896,0.015731861768895183
mage,0.01363428834300035,0.017076836606711603
above_140,0.015188021485234293,0.01894856915252141
above_180,0.01170433463884484,0.013201860177505981
below_54,0.01382381425454348,0.013445256480652769
below_70,0.012247624852086442,0.016312537567639607
in_range_63_140,0.015233198907078404,0.01705366647996849
in_range_70_180,0.012050868477135445,0.016870108626600468
range,0.01378316896439796,0.018178468213773964
sd,0.01234541632502861,0.018983590573277646
Min,0.012166803042649669,0.012779604489846056
1stQu,0.012038445820552893,0.01166998066387212
Median,0.012389061843061657,0.013143693610808511
Mean,0.012134078865292722,0.014913697940356118
3rdQu,0.011989656188553877,0.011927800642033904
Max,0.012455650162049482,0.01885806033567826
Conga,0.014526322589767458,0.016719792075201387
GVP,0.013219946472854181,0.014551929373631974
MODD,0.014027582139025923,0.018169725512942474
SDRoc,0.013195580288702935,0.015640301913220852
CV_Measures_Mean,0.012944077618709353,0.014149951832030418
CV_Measures_SD,0.01371527670580607,0.019012681399840317
AUC,0.01226883971701267,0.013143606656529435
MAG,0.01187680813847325,0.012792375974920025
SdW,0.011916055197074327,0.01544968102004414
SdHHMM,0.008786966068011718,0.014348568760046641
SdWSH,0.013280612019770446,0.015365098187992594
SdDM,0.011336015041386613,0.015668872139757317
SdB,0.012020751816200385,0.015715621474658104
SdBDM,0.014341751040818689,0.016108961702466684
bt__hba1c,0.012680428392776456,0.021659696604117283
bt__glucose,0.010472240024973047,0.015614190192146092
