,age,bmi
0,0.5379046732526928,0.2925206874567532
1,0.5408842406207166,0.27863095695194856
2,0.5375577658402358,0.2933220710631673
3,0.5379248802425017,0.2973984241918542
4,0.5398809482299111,0.29390869104640854
5,0.5343756367882789,0.28904128542163554
6,0.5347522979330579,0.2848560257291569
7,0.5367450440601478,0.29198319440968606
8,0.5321417445840178,0.28880499530537246
9,0.5362491943076929,0.29213476141355477
10,0.537646562115934,0.2929972790343468
11,0.5364262138140087,0.29707675124624455
12,0.5351673006149678,0.29707283689249125
13,0.5390139148246889,0.2818568338564963
14,0.5372436992519959,0.29205582650934636
15,0.5379612244088317,0.2991742800338708
16,0.5369991096108561,0.28680970946902906
17,0.5355594659923298,0.291837425255192
18,0.5347695483498405,0.2976939343700372
19,0.5356829525642023,0.2941339585125885
20,0.5391783214979505,0.2930144666495494
21,0.5376961644509194,0.29189516839709856
22,0.5364615905897671,0.2928408484498246
23,0.5326760752961442,0.28670183044457165
24,0.5360082264347816,0.2926079742792004
25,0.5379956163733868,0.2956390895064447
26,0.5362925192816798,0.29969978854988927
27,0.5347476439752135,0.29215962331987694
28,0.5337913467660613,0.28899027303344016
29,0.5353665258835363,0.29167716253958287
30,0.5358004179224071,0.2892529569960337
31,0.5366072417555686,0.28960448456100857
32,0.534838427386962,0.3018206273026259
33,0.5385705394247983,0.29748500905965924
34,0.5371075758340755,0.2968091935231059
35,0.5338523085872285,0.2894979329323541
36,0.537832946322636,0.2955453770362984
37,0.535106421187804,0.2917483400701276
38,0.5380037644798683,0.28616705074824833
39,0.5356375752590405,0.29175843642209576
40,0.5392792698622619,0.29713162469097315
41,0.5392832565611793,0.2960554242430702
42,0.5381216163209293,0.29592727502001664
43,0.5352429541311488,0.2877976128458506
44,0.5346636549398899,0.2873215998084166
45,0.5355812656088104,0.28536479312992663
46,0.5317789966132954,0.2896176516370038
47,0.5350743057739477,0.2842662269121169
48,0.5346636415230799,0.2955551081457491
49,0.5367642723897751,0.2932015070779202
