,age,bmi
0,0.5940513521338231,0.2971245801592474
1,0.5899534738868271,0.3096813042633385
2,0.5917752373233359,0.315961039481089
3,0.5908140416563181,0.3098620666759682
4,0.5975761332126607,0.31127535648672566
5,0.5964666010866551,0.3102788258644359
6,0.5938693364290788,0.28834609085925356
7,0.5888857150258895,0.299514478382649
8,0.5993142418461105,0.29986220079026255
9,0.5884948485168353,0.31111297509790475
10,0.6030099419855327,0.31484480563779926
11,0.5950381529723006,0.31211728429580776
12,0.590713070440088,0.30364324849213653
13,0.596095214956052,0.3216581279383902
14,0.6002983772119669,0.3103413827048655
15,0.5897091728636027,0.304873845126964
16,0.5965786530223709,0.2970351181147191
17,0.5930788895549822,0.30253314615673993
18,0.5899635623694784,0.31095299873868226
19,0.5968345687902897,0.32057376460319154
20,0.5929479265972621,0.31543861116679617
21,0.588758819798442,0.30560569893668027
22,0.5949035525715431,0.29700425663538704
23,0.5887722906832781,0.3032567954908376
24,0.5895225263276953,0.3068827388489299
25,0.5909733791901318,0.30822688910977736
26,0.5882463326939185,0.2987488066271865
27,0.5916533870433773,0.3081170538642313
28,0.5850069083309651,0.3095852140971406
29,0.5990535092189565,0.3077266625014973
30,0.5908558889541506,0.29859863086235355
31,0.5958194879444508,0.31482763126103097
32,0.5917772505346993,0.2948347129303002
33,0.5921600094190792,0.30991975718564335
34,0.6018659504697468,0.3145161482332354
35,0.5869687712237278,0.31408814206776237
36,0.5961468002223266,0.2954774330730469
37,0.5936055130915773,0.29246221600121436
38,0.5915473837578387,0.31353233766217364
39,0.5987720288089786,0.29407707945056966
40,0.587857204560663,0.30387348082525556
41,0.5949537901498202,0.31251802206987983
42,0.5892418614348065,0.3122040983803436
43,0.5865482178438647,0.2991588499563208
44,0.592054885696944,0.30794994484660365
45,0.5981758616012056,0.3122041491573635
46,0.5870156452641146,0.2938655788268279
47,0.5913639278057197,0.29001591156148976
48,0.5927165148516651,0.29501961922087006
49,0.5898130572028923,0.303516097208093
