,age,bmi
0,0.560847016417805,0.3124537123198172
1,0.5619761773520376,0.3161950252873876
2,0.5645642256312963,0.31788995902422224
3,0.5629868532487183,0.3187511778542335
4,0.5636505223526946,0.3148451341952473
5,0.5597108515517977,0.3139216125003243
6,0.562178174841618,0.3177572199021135
7,0.5651649723930946,0.32173802352394965
8,0.5639041691859099,0.3230010461830336
9,0.5647237797633713,0.31648565301565795
10,0.5648507132003824,0.31004802021171857
11,0.5653520100395945,0.32168968737271
12,0.5635601862821179,0.31522315184881317
13,0.5675815954417047,0.3128049528516296
14,0.5639702036483599,0.3204311123226458
15,0.5664550503505773,0.3166293288382704
16,0.5666252215643448,0.3148403610316164
17,0.5619644412341644,0.3113400539439761
18,0.5634643252836627,0.31949450190403333
19,0.5609123879598338,0.31978060167238004
20,0.5655136831012433,0.31004684158510154
21,0.5662943943058422,0.3115995513050908
22,0.5659337697976771,0.3144238002987073
23,0.567025293011919,0.31911095864509126
24,0.5633676016153187,0.31013575849184305
25,0.56197842529015,0.31921530605504306
26,0.5676364670386838,0.31465214370225114
27,0.568116962044531,0.320467184103883
28,0.564761701403617,0.31381519741612
29,0.5637712874228781,0.31849882782886535
30,0.5658756225370641,0.3175323699316217
31,0.5600056875481673,0.32019721476675844
32,0.5624963782911553,0.31783922348276294
33,0.559090717775857,0.3131446938742535
34,0.5649593150007071,0.3145345583838167
35,0.5681730926261895,0.317591007064007
36,0.5660941781172726,0.3127095899815232
37,0.5674523138043364,0.3228087385577651
38,0.564501092194509,0.3187409445402032
39,0.5634166633391022,0.3103947871968364
40,0.5659967004338641,0.318000837180274
41,0.559319371258465,0.32046119158035624
42,0.5615876605245109,0.31311535426746206
43,0.564874208815187,0.3097788283706875
44,0.5664571104751124,0.31308448054705285
45,0.5700272755489837,0.31980006798100996
46,0.5634315795574538,0.3173043918799072
47,0.5659675341577435,0.3160239404484543
48,0.562935898925103,0.31075719124224566
49,0.5615064423732725,0.321615121975048
