,clinical_OSA
0,0.5049339306981228
1,0.5049339306981228
2,0.5019990926104464
3,0.5023110077695231
4,0.5052458458571994
5,0.5023110077695231
6,0.5049339306981228
7,0.5026229229285999
8,0.5026229229285999
9,0.5019990926104464
10,0.5013752622922929
11,0.5019990926104464
12,0.5023110077695231
13,0.5013752622922929
14,0.5023110077695231
15,0.5055577610162763
16,0.5052458458571994
17,0.5019990926104464
18,0.5019990926104464
19,0.5026229229285999
20,0.5055577610162763
21,0.5019990926104464
22,0.5049339306981228
23,0.5026229229285999
24,0.5019990926104464
25,0.5046220155390461
26,0.5016871774513696
27,0.5023110077695231
28,0.5026229229285999
29,0.5019990926104464
30,0.5026229229285999
31,0.5061815913344297
32,0.5016871774513696
33,0.49875233936369306
34,0.5019990926104464
35,0.5026229229285999
36,0.5019990926104464
37,0.5052458458571994
38,0.5019990926104464
39,0.5016871774513696
40,0.5088045142630295
41,0.5052458458571994
42,0.5023110077695231
43,0.5049339306981228
44,0.5049339306981228
45,0.5010633471332161
46,0.5052458458571994
47,0.5026229229285999
48,0.5049339306981228
49,0.5029348380876766
