,Age & BMI,"HRV
(measured during sleep)"
bt__monocytes_abs,-0.03411555484437845,-0.03411555484437845
bt__wbc,0.2736167120848696,0.29217793918028395
bt__lymphocytes_abs,0.22710456704680634,0.22710456704680634
bt__monocytes_%,0.0666074604897063,0.0659906591592824
bt__neutrophils_abs,0.22146988517074578,0.23755624300603145
bt__basophils_%,-0.0341441678831423,-0.0341441678831423
bt__lymphocytes_%,0.10959968225947139,0.09186113020262854
bt__basophils_abs,-0.0337917582854492,-0.033791758285449155
bt__eosinophils_%,-0.03429152034063605,-0.0322862177151247
bt__eosinophils_abs,-0.0345853784798586,-0.0345853784798586
bt__neutrophils_%,0.0838343231006782,-0.033485455569464195
