,Age & BMI,"HRV
(average of nights)"
bt__monocytes_abs,-0.03645281399585415,-0.03645281399585415
bt__wbc,0.2617909317612437,0.26466147462406386
bt__lymphocytes_abs,0.20570698138981935,0.20570698138981935
bt__monocytes_%,0.136207816431006,0.1344737922539564
bt__neutrophils_abs,0.23412708109463987,0.23518449990205487
bt__basophils_%,-0.034359409204338304,-0.034359409204338304
bt__lymphocytes_%,0.14884040647440544,0.1457558768929875
bt__basophils_abs,-0.030172005548638352,-0.030172005548638352
bt__eosinophils_%,-0.0333436396972943,-0.0175478305487185
bt__eosinophils_abs,-0.03373089393462335,-0.03373089393462335
bt__neutrophils_%,0.16401697377808105,0.1704544060820779
