,Age & BMI,"HRV
(average of nights)"
bt__monocytes_abs,0.014208418532784333,0.014208418532784341
bt__wbc,0.0018256870034980997,0.0023970918543999515
bt__lymphocytes_abs,0.008999840786558692,0.008999840786558692
bt__monocytes_%,0.007670033541992489,0.00719439197404521
bt__neutrophils_abs,0.003969998736357462,0.004115483225198997
bt__basophils_%,0.013631514496436124,0.013631514496436124
bt__lymphocytes_%,0.003737317092013024,0.006623095684355647
bt__basophils_abs,0.013744662289669723,0.013744662289669725
bt__eosinophils_%,0.01177091191644159,0.015044111507251077
bt__eosinophils_abs,0.011076853264494244,0.011076853264494244
bt__neutrophils_%,0.003110711560142857,0.006876659551509843
