,AHI,ahi_4_percent,ahi_central,ahi_central_during_nrem,ahi_central_during_rem,ahi_during_left,ahi_during_non_supine,ahi_during_nrem,ahi_during_prone,ahi_during_rem,ahi_during_right,ahi_during_supine,ahi_obstructive,ahi_obstructive_during_nrem,ahi_obstructive_during_rem,desaturations_above_20,desaturations_mean_nadir,desaturations_of_10_20,desaturations_of_4_9,number_of_4_percent_desaturation_apnea_hypopnea_events,number_of_all_respiratory_events,number_of_apnea_hypopnea_events,number_of_central_apnea_hypopnea_events,number_of_desaturation_events,number_of_obstructive_apnea_hypopnea_events,number_of_transitions_nrem_to_rem,number_of_transitions_nrem_to_wake,number_of_transitions_rem_to_nrem,number_of_transitions_rem_to_wake,number_of_transitions_wake_to_nrem,number_of_transitions_wake_to_rem,number_of_wakes,odi,odi_during_left,odi_during_non_supine,odi_during_nrem,odi_during_prone,odi_during_rem,odi_during_right,odi_during_supine,percent_of_deep_sleep_time,percent_of_left_sleep,percent_of_light_sleep_time,percent_of_non_supine_sleep,percent_of_prone_sleep,percent_of_rem_sleep_time,percent_of_right_sleep,percent_of_sleep_time,percent_of_supine_sleep,percent_of_wake_time,rdi,rdi_during_left,rdi_during_non_supine,rdi_during_nrem,rdi_during_prone,rdi_during_rem,rdi_during_right,rdi_during_supine,rem_latency,saturation_below_80,saturation_below_85,saturation_below_90,saturation_below_or_equal_88,saturation_max_value,saturation_mean,saturation_min_value,sleep_efficiency,sleep_latency,snore_above_40db,snore_above_45db,snore_above_50db,snore_above_60db,snore_db_mean,time_to_transition_nrem_to_rem,time_to_transition_nrem_to_wake,time_to_transition_rem_to_nrem,time_to_transition_rem_to_wake,time_to_transition_wake_to_nrem,time_to_transition_wake_to_rem,total_arousal_sleep_time,total_deep_sleep_time,total_left_sleep_time,total_light_sleep_time,total_non_supine_sleep_time,total_prone_sleep_time,total_rem_sleep_time,total_right_sleep_time,total_sleep_time,total_supine_sleep_time,total_time_in_bed,total_valid_apnea_central_sleep_time,total_valid_apnea_sleep_time,total_wake_time,total_wake_time_after_sleep_onset,variability_between_sleep_stage_percents
33,0.44804081707984944,0.4372728566283698,0.1688516578507066,0.16176288661191382,0.15068394233681287,0.3006082246880954,0.36827925974234527,0.40187282844094196,0.2807431123667004,0.43884065083347645,0.2917280230217799,0.41923430441726167,0.4487467403748321,0.4162383557965264,0.43639927579953264,0.12647958952179278,0.30194922594200513,0.228479529835428,0.43939871367133176,0.4209846998905208,0.3008197695221098,0.4236554002063708,0.16286818094446187,0.4288226936139368,0.42237290837728264,0.010113597826959267,0.05183070824688972,0.0016233693635905554,-0.0009804025777182055,0.06956309783481758,0.05214183459691338,0.05228332189294967,0.4461696616849924,0.3589108743113858,0.4251442212741304,0.38676480824891074,0.315812665017815,0.45473151292495256,0.34236908430531027,0.4041840033601896,0.14842248480863374,0.006628584743366415,0.10865306861072017,0.051842907954994445,0.04610896765342595,0.022797301159684875,0.052665880758802776,0.014428485054035533,0.05186171949396747,0.014061612404889862,0.3400919008801682,0.18210548019608683,0.23132428822689605,0.2870158375453883,0.1473436374475653,0.35122157514690344,0.16155740300840452,0.3268262236128514,0.004629213493119788,0.13782169239879266,0.19294215951421265,0.2896448446912376,0.2721792266277504,0.030160351322600622,0.4121427678941536,0.3309649119475388,-0.03345319690878869,0.0482352669445427,0.08341266705160463,0.2594381803391346,0.18000795693998956,0.1054931250612546,0.2442794186678196,0.012790515608211093,0.046941337640917014,0.06721632250789615,-0.007172146513244175,0.09337138994533697,-0.010021418203279422,0.007422228869765886,0.12162375673997923,0.01276078619723689,0.05294223651330269,0.05261380322790333,0.04010421624555608,-0.028395191827369343,0.04661983725039419,0.007424600680676838,0.03240306621632521,0.002906294103666329,0.02802012931495404,0.02722299373296325,0.002776840975208483,0.04341719858772627,0.1182427301234549
34,0.43556519529415716,0.43178908111865766,0.1827669579859054,0.16718878927125103,0.1567953819594831,0.3037764959527262,0.3780058059878378,0.40841881448191875,0.28914956067128383,0.45339446525229715,0.30513755097712464,0.43669678220883507,0.44901409377804663,0.40871816303403397,0.4403445100674644,0.11349115926819014,0.3092002381512438,0.22937364335252483,0.4372862736892515,0.4181895512132292,0.28267833452929086,0.41201158238540386,0.1838116480890376,0.42574745731407554,0.4223346989694571,0.024432919407225945,0.07998781660372173,0.02690396863321478,-0.0187576096695265,0.09205152393064973,0.03243873135097039,0.06957301112545593,0.4381021066500876,0.35037049425810857,0.4130758239865432,0.3956554297805938,0.3494248618390152,0.4726749484422116,0.3545880766913907,0.4200664336248057,0.18471039744727946,0.02987695058883361,0.137649543007823,0.05109952950708945,0.039374225102296795,0.05965548737795063,0.039701363226933684,-0.026647087399993972,0.053525053256507235,-0.02700665950858931,0.32416965057733244,0.20486707532013942,0.24153924348473207,0.28855320448348976,0.14593401333924597,0.3635064631931118,0.15724325129170186,0.3426969198460116,0.031230192869869645,0.1331612442515965,0.16524971558704155,0.2910627029178607,0.27005515667355207,0.044520544962432115,0.41952400197454276,0.3344325386664306,-0.012297503767802575,0.04514449303566853,0.0680505883742572,0.25675378510482677,0.17584037657691556,0.11605905444913031,0.23104579038392328,-0.01578708383033108,0.047628180949860134,0.050914701871975485,-0.012560280371769665,0.0825507409633954,-0.01135267201515873,-0.02948780071098352,0.13947793262558225,0.02656342610206713,0.051081309531387814,0.06788906840763163,0.03800816466002933,0.012525574040117478,0.03932159586047037,-0.02948314167310887,0.028123339668558813,0.023781930991954508,0.014945771249654861,0.0015490962391098585,0.0338972614722057,-0.000252598983372043,0.14977824051700478
35,0.4421670824969091,0.43517283033142373,0.17286496981582103,0.15491211930443693,0.13373495360978538,0.30335130055983217,0.36482407983658127,0.4120959285601074,0.29752988111958684,0.45042668974830613,0.30272541798601604,0.42402949732867684,0.44711199247890726,0.42389415887232423,0.44407036819075135,0.11240033838805022,0.3004993328572235,0.21875245555796394,0.4353078239604869,0.41980640730806296,0.2943254403626694,0.41747195991296177,0.16847528072767426,0.423152837694734,0.42326594613156426,0.00416876618692755,0.06999284127466844,0.0001665406596314057,-0.007714876451245885,0.08149435585331623,0.03816054795170178,0.060751065963564665,0.43949669798968327,0.3500503883860234,0.4250162341484731,0.38980903835622943,0.3513305929507817,0.4688018709540033,0.3550882362998253,0.4125426334452503,0.17563957329988653,-0.0006894953878632431,0.11464051059531989,0.011808088186597484,0.02375062448451978,0.02624199553379698,0.05977071899188588,0.0007199946803130665,0.013130980415153934,0.0014824104258134695,0.33324001454553,0.20312106019699125,0.24135494993938492,0.291016094482319,0.16313516795880265,0.36396872209998127,0.17247840674104256,0.3315653244187885,0.026103722502088346,0.143308373364,0.17907517780525634,0.27241168370110747,0.256362812046932,0.04645201168958386,0.4146963461617857,0.32497775921509764,-0.033946984689642724,0.017395400809444482,0.06232283455168027,0.26060524879709146,0.18019207986990254,0.09942348854867836,0.2370466326218523,-0.012247666038481526,0.04161742750005787,0.047939797315954574,-0.010673012609274538,0.09309799434971347,-0.007896522993492448,-0.007867876508931075,0.1503915136177008,0.0026769293222114535,0.0698702721308717,0.028297994956247033,0.025665431273906233,-0.030499163669516882,0.06322585093825629,-0.007235753119522413,-0.007685397235181878,0.014723067907895146,-0.0004999453975133885,0.01831415930104431,0.004112273266001151,0.028232660718478637,0.12792737104519558
36,0.4322741880363794,0.4270981234705231,0.16317026695655287,0.15567717806852419,0.15645115700569484,0.31527542891403004,0.371190704187801,0.4052278684397071,0.30999136238653147,0.4376553223038886,0.3008381092860925,0.4241571170044394,0.44371934938414,0.4195025716974619,0.4362551945401974,0.12691747492357544,0.2962682495032885,0.22407026131471813,0.42968049758966215,0.4141238161097114,0.29465868218478947,0.41247068761177275,0.17255117521530355,0.417132961211485,0.42363015121792913,0.019674282481066344,0.07607820411912275,0.030531376801576922,-0.0034648235802740555,0.08206940164602415,0.032773324464238786,0.060920802772001965,0.43196917360331494,0.3662681775742995,0.41469928408134704,0.3901953635955614,0.3387095495097106,0.45608603691509114,0.34987615466484967,0.41454987449168296,0.17491501761327724,0.005757087469705867,0.1273644745372073,0.031262254415572226,0.018963820008656044,0.04300531516654948,0.027875786454262703,0.014651031981736359,0.0312798717874478,0.014911541079573539,0.3239536574863519,0.20121809223962403,0.24947211120090318,0.2931844543328481,0.17222235201884167,0.3498640714266278,0.15546585541567118,0.3314126796435722,0.017148034646724986,0.13674243379735385,0.18902897257470952,0.28815125839422945,0.2777984026263675,0.03737601738361758,0.41903727684261494,0.32714226373261657,-0.019459511787149077,0.03465060314239029,0.07478009077713652,0.2519318956069604,0.19277619937670487,0.0918884533567173,0.23870352421017083,-0.0052390562684591566,0.03950188215011072,0.05449946172152568,-0.014442154662365694,0.08972843246444401,-0.019800799972013117,-0.006290186183613225,0.13233421851661484,0.012965381241293579,0.07149748859800428,0.05211777646180924,0.02358974553922639,-0.0044434014031037306,0.032502798586412876,-0.007634610990818516,0.009326008138678904,0.007445413905868481,0.01792054010585112,0.03445721194490559,0.01868054517063022,0.04617284887171574,0.13809126303087688
37,0.4400593527525104,0.4317306783098333,0.17879462539490312,0.15791847938922968,0.15650252781399596,0.3084986041583849,0.375199432269771,0.40493718019057856,0.29907244031330055,0.4419851599946374,0.302955208515565,0.42843421949221705,0.43601817025573425,0.424267523749578,0.4428610521089882,0.09550899930280057,0.30359882941350036,0.2223562037549738,0.4331922598445514,0.41590428050418177,0.2914818311562361,0.41619952486196105,0.1752810597635858,0.4237356339213674,0.4105965468198854,0.03221082856943379,0.0679970550744497,0.04277396271640008,0.008856727563617472,0.08118262271271512,0.04989561530392092,0.06868496919304702,0.43981600714975333,0.3710906228008215,0.43099229877194006,0.3935872359071626,0.33907750943392073,0.45934785265525796,0.3509569402296462,0.41751011116835063,0.17165929920227826,0.0035519184320334145,0.1279076151260355,0.03440692630483372,0.018365583747164654,0.049484812372251025,0.028179876237447585,0.016322955414824755,0.03484780532791981,0.01313506368219685,0.33380718916679436,0.195583095451009,0.24485085490269198,0.2945020017540454,0.16162331028009058,0.3468515836518305,0.17809491767419958,0.3325378964659324,0.014547844425431996,0.11391665438106256,0.15804008396002328,0.27656827552678975,0.26315601072646855,0.0575532442172718,0.4189168518227775,0.33129789438225377,-0.02701101714749152,0.02478647684182803,0.0791062211887092,0.26263384921182764,0.19480007554573384,0.10231752095804134,0.24378021710531167,0.006161494536775772,0.03576475315540634,0.06233614605179616,0.002427266296873853,0.10436997381526704,-0.005583314254194569,-0.028161160357292835,0.13419085105676565,-0.000902105835832423,0.07403764808752135,0.05043861441555447,0.014493921256024389,0.0014727849290110616,0.03205762506051913,-0.029448589862373007,0.01919059514347122,-0.00636371236321888,0.008667130085235657,0.003857964501269707,0.01437759949598194,0.051022978742552315,0.13753447124167348
38,0.4452057389927006,0.4369131461218127,0.17165196272627004,0.16321537871326844,0.14947391691261386,0.30979759523152817,0.370285880660584,0.40468048934640344,0.2828860377889857,0.4529525201770125,0.2975599850379281,0.4246579133962419,0.44592466943433395,0.4109070233966847,0.4432745801593373,0.11602139610411792,0.2919622201804491,0.2273463445909717,0.4352051651955561,0.4207183444404107,0.29619396191092007,0.42076572301011134,0.17473458235024317,0.4245013908158227,0.41995373553187776,0.012553941500403532,0.06867096723689889,0.012340469321066217,0.011369903388502564,0.07651564885735576,0.03189051077625898,0.05643228094982627,0.4420959059451067,0.361214058284404,0.4229824687434536,0.3932171471537407,0.35184935975853976,0.4708881566601918,0.34680805819685695,0.41400181803035246,0.170320486132038,0.007035854519385663,0.11204830231773928,0.04932501938232162,0.042609951470721025,0.03565433234718406,0.033817245569332736,-0.0013850962259548696,0.05004750182350596,3.779762592430761e-05,0.33737126920769756,0.1950814894746422,0.25472683025296744,0.2962309351229458,0.14657447109732377,0.35919113080595605,0.17059245683180213,0.335522987290253,0.03775310270295062,0.14724401873464174,0.17754819947055925,0.28648464599500656,0.2658254979673991,0.03285434796107354,0.41310826613972784,0.3328527251952464,-0.013979992101707367,0.03532956489892046,0.07544920381246865,0.26280090805355216,0.18733513527107756,0.0872101380378887,0.2421138158093661,0.008625559675951758,0.06445408809343549,0.0653490931703859,0.006730926931606686,0.1044953614096875,-0.012279045370680823,-0.012029180966269664,0.13653390220097472,0.0020506211522144345,0.06471577753409215,0.06856607193465158,0.04472369484584103,-0.00515633533095058,0.04211392859144778,-0.00923103728445456,0.021333072234379077,-0.0001329845053843068,0.01009032261184715,0.019720577639466677,0.013243408051225439,0.026060743282488134,0.12529059979864166
39,0.440696311900449,0.4331524978190819,0.16336516987072078,0.13444201865390312,0.16024721975138154,0.2977297686489511,0.37273522327429875,0.4135328545716787,0.29044794049057227,0.44155937953185265,0.2878397931559303,0.42657679558274536,0.4377433583347408,0.4056994364729135,0.4286768758266429,0.13350627170461452,0.30126622784500134,0.23483663482456157,0.42424599812949426,0.41292720207344596,0.2899278139647333,0.41190637898959176,0.16231793802680664,0.4174970294803768,0.4112522989507419,0.026939681311211446,0.07954026199463139,0.025308855562273587,-0.010182169396515141,0.08339636011267866,0.029024952939979382,0.07068175756217891,0.4383184031746848,0.3542258613189239,0.41793950149755676,0.3981970764626792,0.33675611093784574,0.4626977006091247,0.3548765960057717,0.4149901265666008,0.17545472980265867,0.01876655771065138,0.13867799234168512,0.0648902101376881,0.01750104947164334,0.05376455205600464,0.04447744016839848,-0.005227719206574134,0.0650107477233831,-0.0020922143682751615,0.33356069274116684,0.18313521826257678,0.23845049467972354,0.29339702128967005,0.16396991437992198,0.34707195782463596,0.17282763627242337,0.3326212410162975,0.01925071250163802,0.16460157676095835,0.21742627059617184,0.2829706840492853,0.27301419186814047,0.05645158300501373,0.41077268540568557,0.32548437780520517,-0.03663325482391484,0.02304888145998936,0.06202697439165936,0.2679209811281946,0.2068593243709837,0.11115584177651168,0.24124207651863203,-0.002711028498447844,0.07174853451888001,0.0659616146087003,-0.007732183541066214,0.08405467183738997,-0.0017516562750856239,-0.019656435264849028,0.14464259195058185,0.023246043226092902,0.07998076629016777,0.06344355003880478,0.02155632568231353,-0.0016946573479043792,0.04270718724512125,-0.020030621177865138,0.032243435030878245,0.005326063365064772,0.0076811127301135455,0.0012604789154979734,0.011505449570511367,0.025119758766456723,0.14643184892073977
40,0.4453635092657401,0.4438933522856027,0.163344503400001,0.17246693593919357,0.14800732783758996,0.2988178441687558,0.38165815230764855,0.3983125212833473,0.30205487669117664,0.4340290411517001,0.29885748921464955,0.4273651970311774,0.4424457090260516,0.4157560490028973,0.4400890834972298,0.12528013526610365,0.3053461383657318,0.22165555262552478,0.4439746081864346,0.4298910943821451,0.30002145134625213,0.422344487073891,0.164239564411719,0.4371468468969228,0.42025062293715326,0.02687184363818953,0.06481304382563144,0.03307831599606449,0.017305867656825815,0.07634746059201163,0.030734044797533874,0.05180527033088968,0.45234202446736116,0.36620761782487116,0.439279677646637,0.3829522829952146,0.33818580027580136,0.45383362253537163,0.35279007464007306,0.41059587989981144,0.17181698136386128,-0.00020150013528132043,0.12640063182598868,0.048153663512448056,0.017585486448967957,0.04955228052183909,0.024943719791630622,-0.0006507762297220847,0.051470391374321044,0.0010670553239653976,0.33310501498753403,0.19911131350413785,0.2399967979084133,0.28498509268769917,0.17371665246211984,0.3527874740642377,0.16652578759256242,0.3304262189006688,0.005457988041222642,0.15488948829993282,0.19797463264355072,0.27630325511476445,0.2706738213813713,0.03465418213230309,0.41559487106802756,0.34337794310647907,-0.03175590278663835,0.05615294845896028,0.06354670592949314,0.25412092271160414,0.17224123822982634,0.08105267203991877,0.22439816462014567,-0.02128502152118949,0.05129022253854185,0.04924932175917814,0.01701137832011462,0.10368513460004815,-0.025491362947726814,-0.009526425553867382,0.1551694496134437,0.0013065207851708331,0.08044451364911154,0.05995016960400175,0.020171255295781503,0.007165170694603965,0.024907907344903175,-0.0074407770534407145,0.02408401754286454,0.018882308521963726,0.02121613615321762,0.018215791240869323,0.015664277258892446,0.04003198132831647,0.13629882493969353
41,0.43606214297420204,0.43099970911963237,0.16787444828798567,0.1672075030710919,0.15532136304378438,0.2953092018665776,0.36800894190701516,0.4058547331437337,0.2935548678402158,0.4406512527020949,0.2959415791412624,0.4189201668061466,0.4495014393832492,0.41441538507508624,0.44638643743164247,0.13010035740283488,0.30959746876565913,0.22474765664070426,0.4300226172056201,0.4129940615821486,0.2895658970852444,0.41155071813595,0.17479954698044228,0.41724341090677136,0.42906443101457903,0.04076627816948897,0.08187682018459755,0.028204169921546816,-0.0017128304678531241,0.08784644577234248,0.0385191704062503,0.06076640092486545,0.43656012147455037,0.3556236583057941,0.413743086658122,0.39682418237179334,0.34048154071198017,0.45236947368229025,0.3453389199985753,0.4041239940673699,0.18689355602670746,0.0030428459777866548,0.1115928934277257,0.05099693607231399,0.02074613805276913,0.017854214488521664,0.052354738906376215,0.007790312093755583,0.0521517850752542,0.009634371835694643,0.32898124300586046,0.18654922493427378,0.24355596495223603,0.28415788005558235,0.15640945961041675,0.3461477928970611,0.17704867733167362,0.33151724412335365,0.043852589128479426,0.15095884945750154,0.21640897149317576,0.2661111785441944,0.25993163754524046,0.05226489444200132,0.41247602708579284,0.3384831643591841,-0.028873263066307147,0.04857534402821652,0.07071410232480843,0.2573053846856052,0.19715029223528724,0.09326181087509924,0.24824145351433385,-0.02616778151084485,0.0515881632172571,0.0587793527874261,-0.0018189288204629919,0.10335609721664796,-0.009805434144012191,-0.009049815106139987,0.14669048240896249,0.0018684000478296017,0.068375613426736,0.06113852309565621,0.015449757306844367,-0.0500833358472649,0.052283758845348936,-0.009960765003365344,0.016455134608305555,0.018880097024597663,0.008694252350784991,0.013129242820263547,0.01480271748323098,0.03861634052392964,0.1271316132289308
42,0.439160509710098,0.43331562181592326,0.1752720254745338,0.15538380846573896,0.1406749170379959,0.29527889130590373,0.3694349915947488,0.40672604056813755,0.2809223381823836,0.4482945869745639,0.3041479693072469,0.42671380022510447,0.439608419161894,0.41544830940705546,0.4407561463223058,0.05787874756118369,0.3004898058941588,0.2164157519597167,0.4343259017689825,0.4151544491834924,0.2925368497076193,0.41469904674259134,0.16880862237569638,0.42153148747450575,0.4162228066496305,0.022770047360795034,0.09550601854377393,0.017865906275520857,-0.002502655061035112,0.10210327938470866,0.05702320936589817,0.0501609404707616,0.4408093676987217,0.34235142694289333,0.41049397968999507,0.3923153189805359,0.32725774332121504,0.46373291870152666,0.3645339113207049,0.4099280987806594,0.1860635271683278,0.010676326055941043,0.1261167119210105,0.030945751370688654,0.016098853452231252,0.027715067565844763,0.04206010608809269,0.008009282545903612,0.03602546515022401,0.007116537549792113,0.3356787884125805,0.1835611213918073,0.2432043406210573,0.27536267098454115,0.14637463946049026,0.3585782813789656,0.16738606073623033,0.3339024283721209,0.015681507896779922,0.04060088861354494,0.11175624442798886,0.29722871225803854,0.26801827053694594,0.024603681052888782,0.4145391138906592,0.32125935977123027,-0.03514033043401479,0.0457943543871765,0.0866199302945189,0.26619021642827984,0.2068587349068886,0.08410730570907617,0.23974229116211895,0.005200327714241572,0.05109498499656373,0.05702288762406933,0.004429458403653355,0.09320820820939849,-0.006207134833459458,-0.027471976421683513,0.14092521020894916,0.007299098125688057,0.06359051971088714,0.05741825146020018,0.01272176750904762,-0.0037500864117638553,0.05115730752541405,-0.02966093087402962,0.021345223927217525,0.009584921927420635,0.006094253561220681,0.008750359605164697,0.0022367444033521092,0.028054541469460733,0.14127981874326606
