,Acidaminococcaceae,Acutalibacteraceae,Akkermansiaceae,Anaeroplasmataceae,Anaerotignaceae,Anaerovoracaceae,Atopobiaceae,Bacteroidaceae,Barnesiellaceae,Bifidobacteriaceae,Borkfalkiaceae,Burkholderiaceae,Butyricicoccaceae,CAG-1000,CAG-138,CAG-239,CAG-272,CAG-274,CAG-288,CAG-302,CAG-312,CAG-313,CAG-314,CAG-382,CAG-433,CAG-449,CAG-508,CAG-552,CAG-611,CAG-74,CAG-822,CAG-826,CAG-917,CAG-977,Christensenellaceae,Clostridiaceae,Coprobacteraceae,Coriobacteriaceae,Desulfovibrionaceae,Dialisteraceae,Eggerthellaceae,Enterobacteriaceae,Erysipelatoclostridiaceae,Erysipelotrichaceae,Gastranaerophilaceae,Lachnospiraceae,Lactobacillaceae,Marinifilaceae,Megasphaeraceae,Methanobacteriaceae,Methanomethylophilaceae,Monoglobaceae,Muribaculaceae,Oscillospiraceae,Pasteurellaceae,Peptococcaceae,Peptostreptococcaceae,QAKW01,QALW01,QAMH01,QAND01,Rikenellaceae,Ruminococcaceae,Selenomonadaceae,Streptococcaceae,Succinivibrionaceae,Synergistaceae,Tannerellaceae,Turicibacteraceae,UBA11471,UBA1381,UBA1390,UBA1750,UBA1820,UBA1829,UBA5348,UBA644,UBA932,UMGS1783,UMGS1810,Veillonellaceae,Victivallaceae,unknown
0,-0.012802790256835962,0.027790822329094883,0.06533195301042162,-0.0022946776918939954,0.002093699086711596,0.020068616429710348,-0.007599465623741717,0.09472738387778189,0.0047269712487422195,0.060388168969082334,0.060768648134763605,0.008595593435169831,0.003389672542164462,0.05156574596936351,0.043522255947212,-0.021305744493785823,0.08115938132306096,0.025614316181735732,0.04112034430739898,0.03970745664878962,0.05877839160858316,0.015104456989180212,0.016261813397832454,0.027676011199589,0.0012039723314032223,0.021110088962110446,0.0541530585361361,0.05116476845508851,0.07915571341605951,0.04769177159328554,0.009156080265819242,0.01685899062229197,-0.008892386513445894,0.051946836366517625,0.019575897778428098,0.01567320364532894,0.012988881076539067,-0.03265004492119851,0.053612605574268,0.03769651146471103,-0.013269185045089043,0.08386600300186807,0.0008885974709039748,0.06049454068890833,0.015268066027595818,0.007835749822757414,-0.03928410305949872,-0.018560107618445443,0.06410856144524221,0.04506711166112337,0.004434202074882104,0.03088371254873411,-0.00228052430629922,0.0723881484124619,-0.031208141150848964,0.016977274602191447,-0.0073330223551972195,-5.700148273998755e-05,0.016341335862226306,0.025595385693785937,-0.009497177081739042,0.020365360792801174,0.0317149923593108,0.006364320063462004,0.02306777904898926,-0.017604804291369815,0.016149447587324454,-0.0263220387722853,0.009111824922144778,0.010498316429901624,-0.03316656769643354,0.04516025540110215,0.01719559297717547,-0.0015778318664909261,0.01814156394594756,0.0044991306554112,0.04873141877152089,0.003455411122454094,0.014524398071088332,0.03751371264978983,0.018430927202119227,0.052490949671570405,-0.02025740015120931
1,0.005227874723054684,0.013738862408563257,0.05774512243129378,-0.03136580462847836,0.00590891926050424,0.0020491153666766368,0.023827070853602157,0.08349517046447355,0.007640504900456645,0.03625962223154574,0.06720606762513671,-0.0012696555142540542,0.006857055365218243,0.05167230115414169,0.01159467863439389,0.012599930691128192,0.06263444604629538,0.032188306620410695,0.05080277884384418,0.03707608283068057,0.04043066655890486,0.0314536469242899,0.007224321034080732,0.029557666094050417,-0.0023084906012843884,0.001255759077309654,0.06343098321372462,0.03360838054766238,0.0666487377830062,0.06613008965819918,0.033852748252533704,-0.002394118663869832,0.023024546956746713,0.08343343023264241,0.007962029212999894,0.03077509665310076,0.022524022834719812,-0.016084122837237563,0.05862108009989781,0.06163163782825935,-0.018414775764610786,0.06840789590107937,-0.023256654058061238,0.05992171712742173,0.022233132840662046,0.008099975498589837,-0.018031645644609264,-0.009952310787227074,0.023992790813270284,0.032178311273973685,0.03545296096016287,0.02753270674211304,0.019566996835727685,0.07933149186473405,-0.0032456062099816513,0.022902200624464023,-0.03149962019993205,-0.0004158654541752043,0.024054045578223028,0.04986564062406125,-0.0058670880024537944,0.02051978705066762,0.028625064477001215,0.051722349259035,0.003247780106462293,-0.030467151121399957,-0.007141517744290315,0.0030491504703720916,-0.0025847732037150217,-0.028706919576764918,-0.010226099459245972,0.038378883568545304,0.03108417849642565,-0.04304802076183683,0.016586691021855463,0.0016215844832535987,0.06690953585662995,0.04676658627295043,-0.00022601916635490017,0.0234969149965727,-0.010080709176992487,0.06514748831994854,-0.03331649676597897
2,0.00967506936464984,0.04093009991213537,0.05886805478227429,0.020277302224814622,-0.022532279178025444,0.024353757926812266,0.002782523538396827,0.08343423300949901,-0.021333278235583366,0.006907278387112978,0.05651109742965099,-0.02665539520521341,0.0145841454880096,0.04534114463952844,0.03503376874170175,-0.008693205549896822,0.0724131204082248,0.03909670433195688,0.046215646629702484,0.0411238375361403,0.050511763996912325,0.013767713634327544,0.009583211438389362,0.049894823689960004,-0.03153907243602523,-0.01742081333400886,0.020154760388364938,0.046745116390566416,0.0648014501242393,0.06857695117942358,0.03120994933899882,-0.0066177509921610134,0.026986231951233536,0.05862272131604848,0.018503554634710005,0.015006108297927832,0.0003655185029844453,-0.009767832927274433,0.06799499110795658,0.014714878612204411,-0.01750451282092123,0.04325265275674223,0.004454612510448964,0.031962788932050845,0.02514329853832175,0.0042116066493370664,-0.007804531585134163,-0.013938317876153608,0.03393246242908518,0.04369784461725793,-0.002517783684836559,0.0233076743916974,0.0026323738371822002,0.07222995108981731,-0.014857431476919593,0.028910262256762933,-0.014575644589391097,0.016172058400335997,-0.01331613092503367,0.038841198355214254,0.013214288732500913,0.011393704702665007,0.028091290624013616,0.005682843126278074,-0.015368004996284856,-0.006884231728554812,0.01870199503553015,-0.005057048954355515,0.01713138450544553,0.003722162105095171,0.005458860025235562,0.024160923077288905,0.029849451051807297,-0.00536863133760697,0.03521515280533325,-0.0028739583927633546,0.05770308767364981,0.0303792424294943,-0.007049013331545257,0.01807212365682799,0.007817601438847813,0.06497970424631745,-0.026328114443116873
3,0.018602077370899636,0.05781945072782256,0.06417041738242772,0.0007061396172244928,-0.022499156032782706,0.02762384037196359,0.016875915969642236,0.0823228024412488,0.0023064283979863194,0.034289816513351744,0.06261807764485833,-0.0037789767070485402,0.021225225368508436,0.06668655042173081,0.03995373662742778,-0.021945275634590554,0.08815007300286018,0.016900326443154076,0.03935613158981679,0.025991383445495866,0.06920206155429356,0.03407099452654813,0.01854835338749572,0.0865601660457881,0.020683631220351075,0.02158155306091198,0.05481644091335542,0.05119005186133345,0.054533667526826306,0.04714555712842334,0.037220848096483454,0.015366576326038701,-0.005504708024104234,0.05894726227691702,0.03739784722098252,0.034707037740461126,0.03419102029551237,-0.006752141612563407,0.05248914062201517,0.016279169798303326,0.016430077320631082,0.06559299545201655,0.025871435417264013,0.04590027292928874,0.04028122420255069,0.00015968894229274154,-0.025678447611054,-0.02266839902090219,0.04899352195584214,0.03808601588251454,-0.010335110794059618,0.027203459842398286,0.017183130415823467,0.08385267235219251,-0.025277571695139025,0.011604519890116757,-0.0019338627633590992,0.0040019128138570215,0.011057998883433125,0.05978347521372796,0.03262470100565012,0.017087639140615975,0.061898546193006776,0.022502849640269725,0.0037633261375792535,-0.01658293153997784,0.008629122719907439,0.02174354451967924,0.021938956066295284,-0.01656474171216029,-0.006847802418467104,0.056293935179019955,0.01918576310187644,-0.005856474440566041,0.005285192936744272,0.0247067486836613,0.050484750912507766,-0.00538394041733991,-0.011861496874426473,0.03279243519283884,0.013847590457336429,0.04940717698262671,-0.017566623620090472
4,-0.005031849096959447,0.019485423631851774,0.05810700448057331,-0.005082505878063254,0.02824981149434144,0.01591200889793452,-0.026588713856393862,0.07791825963483545,-0.01805546529528642,0.022062014788286947,0.04202144408724258,0.0038109717486837207,0.032405046114004445,0.05589150136267105,0.0073441071007906596,0.017871060903132882,0.08296909327793013,0.05193859974155526,0.045542184266561404,0.034814414604995916,0.04846853031593252,0.03805294948772754,0.04968044256844411,0.020408994973852887,0.0071244640375859565,0.0304883480322349,0.06871721852885102,0.03804891158454787,0.040517418894540996,0.07140274992976992,0.04530592336885135,-0.005512367142837607,-0.009241680405577943,0.05792046255479927,0.01261268095884702,0.03598442308749597,-0.003240968388827366,-0.0036263428531794297,0.04624066133791627,0.020411143229272743,-0.024238786571857355,0.0544364062815488,-0.014483563461406552,-0.0006211153385899172,0.01923467980386399,0.0027668126243751,-0.015912984617001344,-0.025042807762959945,0.03133288478897555,0.030688017304972014,0.032215089398819376,0.047944163337344116,0.024546846996970885,0.06586257831424294,-0.015367676314789679,0.013921646360581802,0.003030831603621909,0.013281775644030686,0.01591248232348594,0.02765558654496095,0.0165477892108074,0.006529136631227597,0.02263431917201537,0.03394336551336248,0.01385711250832434,-0.016018517881470712,0.02422797209615192,0.013834219023261499,-0.019972943227361022,0.009261879345539556,-0.014226150782373178,0.030722110497871664,0.026997198342316776,0.02257067650295405,0.013034322853534048,0.017007381745588208,0.065214996204391,0.006636996266744317,0.0029228821810765963,0.018253995402411457,-0.037493091270044986,0.057415043943019044,-0.021640433962480016
5,-0.006736316420443195,0.04784101389950113,0.06089492814083806,-0.03887018979435279,0.017365495117985276,0.03117937219166913,0.018634729063605922,0.08004086794233106,-0.018272295431739527,0.024924663419298464,0.06216049565251778,0.007770070130278579,0.014342381666638152,0.06491201412621565,0.01890325213914313,-0.00545236011847275,0.08446145113859098,0.02407889139108196,0.04920140659948821,0.020287305351510822,0.06327017919417095,0.021463907546735817,0.01313346127173883,0.057817549801545284,-0.011119586337073646,0.006822015469628367,0.08403328752138564,0.05255096056735014,0.03197009690986345,0.06920344111396681,0.02061510745219399,-0.010489944256714165,0.01633084205589301,0.07655223456124699,0.03821801137630309,0.003590448589841082,0.047778792328383765,-0.0020991261196842688,0.037350823573665884,0.010090795725986,0.011443342914851709,0.06807538421328017,0.006961886196929705,0.03604485594188615,0.015591945817913453,0.006286642143026487,-0.008643901720375815,-0.02385140575126177,0.05894321509133733,0.015120735076321763,0.012066799876706929,0.028907016265935972,0.010905516555139879,0.06399918770902815,-0.007337801576684208,0.025663722192280542,-0.021700056593231588,0.021137204220990996,-0.014274365831210695,0.05314798698187415,0.0036534177419841082,-0.0020406714537682166,0.03942919692139911,0.030237915928964573,-0.0061188673940163855,-0.0012247176115219125,-0.0018954854998568212,0.00048778219519882523,0.016251834263729815,0.021948520929205833,-0.012243541588072613,0.06089029852410805,0.012180794433734205,0.010810152290636251,0.006169606049866517,-0.019244140409281674,0.05886172696569944,0.022430172795748635,0.019646411679831378,0.026315681318988437,0.016365257659664397,0.07407526231316956,-0.02406386476747338
6,0.006510136703073943,0.0010704491314653462,0.06292243034712808,-0.009921734038746681,0.024138097020026162,0.018373297499622854,0.0016884743932002331,0.0704741642228893,-0.019778814337488577,0.008239210099178516,0.06659827184274654,0.011005626962793181,0.03174610010960503,0.06770252531893785,0.028993290121271796,0.018383687518914598,0.10879204235836207,0.04484763917302759,0.057070369244718186,0.07816634446840506,0.05274030925832461,0.034033417806190326,0.010993197061472976,0.050791041318137886,-0.001631234514258139,-0.007876364156508697,0.054859980061497275,0.03503155057003875,0.06038791028950662,0.049621143166776197,0.05436633471609559,0.020521791110875383,0.020769066859234648,0.050093732621065944,0.0343935400513096,0.018053744121415527,0.01004454845930519,-0.01141970629425935,0.05236657426607116,0.026656857857066407,0.01733559968273008,0.0792489956304666,-0.024027198571634285,0.026596097524498864,0.00801095843775305,-0.00961374216302002,-0.030485020351910197,-0.05125310421574609,0.0430042824298452,0.022185596835046152,-0.011634301841898387,0.02632194029282436,-0.010309190744390104,0.07804702870856282,-0.004794045925342701,0.012054817413364179,-0.019434706697715822,-0.00046610751875610735,-0.0011487578534537899,0.03254358015452258,0.010945248474581375,0.02060515951099531,0.036448527663289564,0.0034829212918662906,-0.01368979101088418,-0.013544819880129627,-0.01438165334169285,0.030579594551692575,0.004369348048806878,0.003982296188609839,-0.001766012068963238,0.06155724053677433,-0.014916450393178198,0.004873572203114058,0.014260781754914128,-0.004822253959578801,0.06376888252540562,0.008725644682645502,0.016114112959144687,0.03808818026108745,-0.0025818581366079778,0.08673327612094843,-0.036016190857358694
7,-0.020342255791646374,-0.010670456539122613,0.07364094602288349,0.025318443048176778,0.012350134745718533,-0.0037208118118319685,-0.0020359153606479313,0.0617058588669061,-0.00949643323090849,0.02016275774478545,0.0433698845378474,0.008753148706637948,0.017094418657304204,0.035771594463586784,0.030909107985910955,0.041476177107147835,0.07959009733408288,0.010378601289632616,0.04105253953376873,0.029883457644276377,0.06414691966354882,0.014244560895067114,0.028815039496225065,0.051955616680269164,0.0055346441627246975,0.024469661880192232,0.03897894376565979,0.024295956299557657,0.031144334792920534,0.08714988533667907,0.03483487561393618,0.014673919160590718,0.007379277462283686,0.05039306290479266,0.01660910704390819,0.006349700554935462,0.01088751562544121,-0.016302285097368998,0.04801063764996405,0.03856444064049753,0.0012626125386623328,0.0681307236760157,0.01770270822029466,0.03588522213913542,0.02324822030561048,0.004982397777582079,0.004722294454278058,-0.020870932197809902,0.032680457676821664,0.035996178083073524,0.02849804664054961,0.05004477813482011,0.040236583941199305,0.04844910547691394,0.0009752022942223591,0.04191232164977075,-0.02013635252104766,-0.017791824450397377,0.019369824894475387,0.04516853406655137,0.009555066194336876,0.0295677747827953,0.04270966508227098,0.024847635740214064,0.0171634394468571,-0.021842077619365692,-0.009843158930919863,0.0016532531859228296,-0.005137627000270787,-0.023257746051496882,-0.011057219569754332,0.04726554969482357,-0.002622310750204104,-0.003023061761539627,0.06067216204175729,0.013151376929397714,0.056099285961664955,0.009384958597876117,5.977668027147164e-05,0.025300488913366396,0.011368183361506533,0.05860076311229463,-0.019624334667255168
8,-0.0031880860484742343,0.03234652948225139,0.07824093555175332,-0.0007121547934534488,-0.017822905453444043,0.019133605845481814,0.014281855132650938,0.0719511722602994,-0.029989996979712386,0.026940666018662417,0.051862377298662964,0.018801015695932854,0.007036816765298209,0.060031578381085964,0.04171099824260426,0.0070451273253735805,0.09392802409084353,0.00880167989974221,0.05338567587957266,0.03014339775242913,0.0600686155148239,0.02868771944658213,0.05444791941103794,0.05439869154979862,0.0063109230325128765,0.023321290156610476,0.04893256477539802,0.05548621752521629,0.07520522712905557,0.09853819763580049,0.038582669308530354,0.004921132031450315,0.011160744008474444,0.05847055729785727,0.024750382976284964,0.008672749914631586,0.007000915482908773,-0.009765998204703318,0.03527090160700418,0.037435450729909586,-0.028552296506173063,0.06858594489710787,0.004101726163552404,0.03840187650679528,0.002360607192518111,0.00878912434964245,-0.011992120480445883,-0.020469735327011417,0.06490020764260157,0.018609665758594268,0.023481483477834623,0.05687953900932748,0.0019229402147442599,0.09277463826708203,-0.025181497926951617,0.011075583988379226,-0.024953129534368665,0.004028410946428392,-0.007624958111937095,0.03198969443340854,0.023306108062611436,0.010096627927709543,0.010941164655257463,0.005713487835095874,-0.0020552269001809513,-0.040456273566643074,0.005807628600020388,-0.022110320080378897,0.005841031896088218,-0.0150410539369647,-0.042400075984702336,0.040711581815311794,0.011216040531751776,-0.0066321897850378925,0.018139776414210673,-0.002971920012076547,0.06653392847465806,0.03166957073513082,0.01154190101720206,0.013814559206751233,-0.022162219704784478,0.019282019078318648,-0.06418999498306968
9,0.008635279979652365,0.021612318702352903,0.07750971827800408,-0.017301840642900225,-0.025545386625733954,0.03494367162293365,-0.0080665803886421,0.07036198609119373,-0.006394205837181359,0.009042438939450774,0.06847199004485939,-0.024715264156310632,0.01741841797861842,0.0709528413399297,0.030888267189290063,0.023814026604288,0.07695051079459045,0.036357066385536436,0.05870247217279523,0.06425518182912174,0.05646981155759771,0.02064511904033516,0.008249641041451046,0.07623033359472828,-0.025937624716356196,0.020730524433798275,0.034703464678712236,0.045291894510430315,0.06352501761182199,0.06744504951500604,0.04009865681534791,-0.004828759101802802,0.00953461819594221,0.06612166806948172,0.02859927964076801,0.016145820330611033,-0.0003966365322650845,-0.008078985550039027,0.06499389506268968,0.021286385256962484,-0.007762143852278009,0.09606015695772335,-0.021117562785807655,0.027702424881596018,0.02278878456243878,0.0041924905335214155,-0.005928868490227677,-0.01923661070059464,0.03913559364628744,0.04623244642622419,0.04120080075122508,0.027395370702086235,0.015162356156696775,0.06956279641905586,-0.03000679600201827,0.01481721916988547,-0.02045367772177047,0.03296650476084774,0.019126974375176145,0.028550042120502092,0.047639648660770355,-0.005536972848808677,0.01619814543368858,0.01178049081940553,-0.00881282581806056,0.014447721827472424,0.010780233155479829,-0.013813428873566498,0.024330698868057957,-0.00012202046542298299,-0.014400718247017979,0.03959729460877265,0.005411894302296584,0.028743065981549416,0.02596723714324544,0.009380542768981358,0.06581867958400546,0.016150105845000578,0.015453684684186604,0.03328572558920064,0.01010413383028531,0.04498689027210206,-0.01940508158495041
