,Age & BMI,"HRV
(average of nights)"
fBin__418,0.00942440192485565,0.07856082978445744
fBin__519,0.00215276825509955,0.06528355132893945
fBin__573,0.00500086692286505,0.0663139197869877
fBin__359,0.0212881643752933,0.07540556107013091
fBin__369,0.01609468560842835,0.06827918757702964
fBin__14,0.02226718949356735,0.0698900184038445
fBin__600,0.005292798656753301,0.0515439082095707
fBin__95,0.0008342797754384999,0.0441644516002213
fBin__566,0.0222800825853898,0.06393365962642875
fBin__319,0.022096169886682747,0.0582368280127233
fBin__337,0.040768247215595355,0.07543264414422504
fBin__518,0.00429978251677675,0.038086702305442546
fBin__28,0.011156279647406599,0.0421639341432394
fBin__318,0.01079945947679935,0.037834159369016795
fBin__490,0.02110693622892435,0.048116897645586604
fBin__355,0.009540304996637449,0.0359271098031224
fBin__597,0.00653898834764265,0.032678380304924204
fBin__388,0.011080399343730351,0.03706043966895615
fBin__73,0.034676875543705105,0.06051141465764835
fBin__619,0.0188692518557213,0.0435437380752834
fBin__423,0.018195523910805297,0.042191148482810595
fBin__480,0.02561811947451115,0.0487934343677868
fBin__283,0.012797837696616549,0.0358829443201818
fBin__366,0.05194682960728925,0.07352821022955189
fBin__537,0.04059916680846095,0.0619642867892365
fBin__577,0.0074200790237021995,0.0284277930330784
fBin__296,0.03678155605478145,0.0570190779841267
fBin__606,0.00354062101751855,0.023607925810694402
fBin__275,0.0053137442387283,0.0250545926793792
fBin__323,0.0193561868217101,0.0387423663124265
fBin__334,0.043301367149597245,0.061317388947301404
fBin__395,0.01604140900381075,0.0326885249406983
fBin__477,0.015108254848457,0.031538487646178504
fBin__357,0.0404733991742805,0.05689523708220175
fBin__549,0.00945211501242855,0.02559397386411475
fBin__517,0.02152281438548405,0.037554523246932495
fBin__104,0.05985821904227445,0.075307288350806
fBin__590,0.00065458153890665,0.01511023784584665
fBin__589,0.01780194331575745,0.0318050535909318
fBin__99,0.01322495720176275,0.02641157314211235
fBin__457,0.048941661366102396,0.06181025163799945
fBin__491,0.0292670128948053,0.041888217014967796
fBin__270,0.09001623306636385,0.10122168991466825
fBin__309,0.04890841538530315,0.0600425006729204
fBin__452,0.052603968911778654,0.06347043907510265
fBin__438,0.017863578161442198,0.02872288091769295
fBin__595,0.01987232701467355,0.0307304855589589
fBin__564,0.011323326959306549,0.02216074402925605
fBin__103,0.00041889307206828313,0.0109365706108924
fBin__383,0.05181364275543575,0.0620083919202217
fBin__536,0.010321372003700799,0.020121114587975553
fBin__487,0.0711263131355932,0.08044843653119979
fBin__305,0.028865265854545748,0.03577984188798715
