,Age & BMI,"HRV
(average of nights)"
fBin__100,0.0170549591714423,0.023672512467849002
fBin__102,0.0753621795394078,0.053613618500371954
fBin__103,0.00041889307206828313,0.0109365706108924
fBin__104,0.05985821904227445,0.075307288350806
fBin__106,0.0092780061418923,-0.0058032766488165
fBin__108,0.0190347115936353,0.0147884006438846
fBin__121,0.09236857514054961,0.05593074622086125
fBin__14,0.02226718949356735,0.0698900184038445
fBin__145,0.04785280652300865,0.03536752686819815
fBin__149,0.042715272278066,0.04186993169078285
fBin__159,0.04572668362554245,0.040167734937688604
fBin__17,-0.03471299656368655,-0.00447622066733455
fBin__181,0.060804860881186654,0.0519588190415987
fBin__187,0.03571689454292115,0.027829658781951
fBin__188,-0.00184432571639795,-0.02552710657826095
fBin__205,0.047863892497959,0.01049303427299585
fBin__207,-0.0211039282038094,0.00046485449001449996
fBin__217,0.010774715215300601,0.0158951792945406
fBin__219,0.02839680138066945,0.00131331184449595
fBin__223,0.055522591453818854,0.0355294536395829
fBin__224,0.024619337069554,-0.01622464899717445
fBin__225,0.0007049528278050768,-0.004275569460447401
fBin__247,0.0657923728923674,0.05198046117498315
fBin__249,0.03739331808071725,0.00612818392418315
fBin__257,0.1097068263604381,0.08035038661965424
fBin__262,0.0756437960458346,0.0636840017100988
fBin__263,0.1014103050965394,0.0729917992423816
fBin__27,0.044437166968588654,0.043259499001689294
fBin__270,0.09001623306636385,0.10122168991466825
fBin__273,0.0395485161450423,0.0262508637375945
fBin__274,0.06130262862499895,0.06643195290456805
fBin__275,0.0053137442387283,0.0250545926793792
fBin__28,0.011156279647406599,0.0421639341432394
fBin__280,0.005867187787939199,0.0124460096673175
fBin__281,0.009378808180931151,0.00940334097880185
fBin__283,0.012797837696616549,0.0358829443201818
fBin__287,0.0225765884198788,0.01551340112753075
fBin__296,0.03678155605478145,0.0570190779841267
fBin__3,0.027955222226241097,0.004437667673239699
fBin__305,0.028865265854545748,0.03577984188798715
fBin__307,0.0493650507363453,0.053417734613385004
fBin__309,0.04890841538530315,0.0600425006729204
fBin__310,-0.01895758135197045,-0.019524573461771298
fBin__311,0.06482698147457486,0.01632342810786835
fBin__312,0.0378095605629144,0.01946998320132435
fBin__314,0.1106447059001622,0.0651355743945449
fBin__318,0.01079945947679935,0.037834159369016795
fBin__319,0.022096169886682747,0.0582368280127233
fBin__320,0.06818745503045845,0.04598501804219465
fBin__321,0.0761767158309727,0.0282271794998165
fBin__323,0.0193561868217101,0.0387423663124265
fBin__325,-0.00797951304273725,0.0234453806588119
fBin__332,0.0041553804608579995,0.0082341743902501
fBin__334,0.043301367149597245,0.061317388947301404
fBin__337,0.040768247215595355,0.07543264414422504
fBin__338,0.031910397353216,0.011225097676572801
fBin__339,-0.01096540073468035,0.0002978979644184
fBin__340,-0.00998123080529675,0.00297843625969785
fBin__344,-0.022882486621822802,0.03389456879475575
fBin__345,-0.02492800738225715,0.04175814253427
fBin__35,-0.0028310035222210497,0.048300699277863596
fBin__351,0.0283074884500627,0.02541469643343775
fBin__354,0.037733377496086,0.01071969435929165
fBin__355,0.009540304996637449,0.0359271098031224
fBin__356,-0.01197895405232485,0.0013844471116973502
fBin__357,0.0404733991742805,0.05689523708220175
fBin__358,-0.00473136528644265,0.004409793407969501
fBin__359,0.0212881643752933,0.07540556107013091
fBin__364,0.0363255379548517,0.018141821809345753
fBin__366,0.05194682960728925,0.07352821022955189
fBin__367,0.0108749653428983,0.01412262243255585
fBin__369,0.01609468560842835,0.06827918757702964
fBin__37,0.0020059102264503997,0.0043805717915694
fBin__371,0.0206250788616021,0.020925636861269803
fBin__372,0.039296877041530454,0.0235718211744732
fBin__373,-0.01627472439706805,0.0181246004305673
fBin__374,0.04899953982479745,0.0301704065141186
fBin__375,0.02383611329818075,-0.0163923178399758
fBin__376,-0.0075182702576386,0.0088319102743202
fBin__379,-0.0085967790411471,0.009189731303435849
fBin__381,0.021789408653430598,0.0036398431407015
fBin__382,0.00155289861911105,-0.017450540556677198
fBin__383,0.05181364275543575,0.0620083919202217
fBin__384,0.02385246346807525,0.03305598267541885
fBin__386,0.06485328188579659,0.03790846048155775
fBin__387,0.059732308280961655,0.06483410174291021
fBin__388,0.011080399343730351,0.03706043966895615
fBin__393,0.03026792591570275,0.032414058100744006
fBin__395,0.01604140900381075,0.0326885249406983
fBin__416,0.00854801596307005,-0.02621971622903955
fBin__418,0.00942440192485565,0.07856082978445744
fBin__420,-0.0087969497401412,-0.00218635618959615
fBin__422,0.0380811849817094,0.02034518137592585
fBin__423,0.018195523910805297,0.042191148482810595
fBin__424,0.04698281295957191,0.01370173590796735
fBin__43,0.0051357626011089,-0.0043223435966201
fBin__431,-0.014836635114022449,0.01335605638655405
fBin__438,0.017863578161442198,0.02872288091769295
fBin__441,0.0626404829545039,0.033317198081153396
fBin__449,0.00629356685266025,0.008281640994513999
fBin__45,0.08208619878294895,0.032123158776431154
fBin__451,0.09892241597513846,0.05500421266805625
fBin__452,0.052603968911778654,0.06347043907510265
fBin__453,0.00858250200436005,0.0094933824906798
fBin__454,0.06939113555671705,0.060044316807769255
fBin__455,0.02511733862721175,0.024830165638542602
fBin__456,0.044349091035146296,0.019783131982232402
fBin__457,0.048941661366102396,0.06181025163799945
fBin__461,0.0803575806448379,0.016085572331235497
fBin__464,0.05623467887764775,0.021062359569528698
fBin__465,-0.023198063867426552,0.0054732435711681
fBin__466,0.07255902903657399,0.04855555760467335
fBin__468,0.06894542435720595,0.03017594998616875
