,clinical_OSA
0,0.5025687261839956
1,0.5025687261839956
2,0.5028409090909091
3,0.5028409090909091
4,0.5022965432770822
5,0.5025687261839956
6,0.5028409090909091
7,0.5025687261839956
8,0.5025687261839956
9,0.5028409090909091
10,0.5028409090909091
11,0.5022965432770822
12,0.5028409090909091
13,0.5022965432770822
14,0.5025687261839956
15,0.5025687261839956
16,0.5022965432770822
17,0.5028409090909091
18,0.5028409090909091
19,0.5028409090909091
20,0.5022965432770822
21,0.5025687261839956
22,0.5025687261839956
23,0.5025687261839956
24,0.5028409090909091
25,0.5025687261839956
26,0.5025687261839956
27,0.5025687261839956
28,0.5022965432770822
29,0.5028409090909091
30,0.5022965432770822
31,0.5025687261839956
32,0.5022965432770822
33,0.5028409090909091
34,0.5028409090909091
35,0.5028409090909091
36,0.5028409090909091
37,0.5028409090909091
38,0.5028409090909091
39,0.5022965432770822
40,0.5025687261839956
41,0.5028409090909091
42,0.5025687261839956
43,0.5025687261839956
44,0.5028409090909091
45,0.5025687261839956
46,0.5028409090909091
47,0.5025687261839956
48,0.5028409090909091
49,0.5022965432770822
