,clinical_OSA
0,0.5030864197530864
1,0.5027859389838557
2,0.5030864197530864
3,0.5030864197530864
4,0.5030864197530864
5,0.5027859389838557
6,0.5024854582146249
7,0.5027859389838557
8,0.5030864197530864
9,0.5027859389838557
10,0.5027859389838557
11,0.5030864197530864
12,0.5030864197530864
13,0.5024854582146249
14,0.5027859389838557
15,0.5030864197530864
16,0.5027859389838557
17,0.5030864197530864
18,0.5021849774453941
19,0.5024854582146249
20,0.5030864197530864
21,0.5027859389838557
22,0.5030864197530864
23,0.5030864197530864
24,0.5030864197530864
25,0.5024854582146249
26,0.5030864197530864
27,0.5024854582146249
28,0.5027859389838557
29,0.5030864197530864
30,0.5030864197530864
31,0.5030864197530864
32,0.5030864197530864
33,0.5027859389838557
34,0.5027859389838557
35,0.5030864197530864
36,0.5027859389838557
37,0.5030864197530864
38,0.5027859389838557
39,0.5030864197530864
40,0.5030864197530864
41,0.5030864197530864
42,0.5030864197530864
43,0.5027859389838557
44,0.5030864197530864
45,0.5027859389838557
46,0.5024854582146249
47,0.5027859389838557
48,0.5027859389838557
49,0.5030864197530864
