,clinical_OSA
0,0.49946351931330474
1,0.4991952789699571
2,0.4991952789699571
3,0.49946351931330474
4,0.49973175965665234
5,0.49946351931330474
6,0.4991952789699571
7,0.49973175965665234
8,0.49946351931330474
9,0.5
10,0.49973175965665234
11,0.4991952789699571
12,0.49946351931330474
13,0.5
14,0.49946351931330474
15,0.4991952789699571
16,0.49973175965665234
17,0.4989270386266094
18,0.4989270386266094
19,0.49973175965665234
20,0.49946351931330474
21,0.49946351931330474
22,0.4991952789699571
23,0.49946351931330474
24,0.4991952789699571
25,0.4991952789699571
26,0.49946351931330474
27,0.49946351931330474
28,0.49946351931330474
29,0.49946351931330474
30,0.4991952789699571
31,0.49973175965665234
32,0.49973175965665234
33,0.4991952789699571
34,0.49973175965665234
35,0.49973175965665234
36,0.4991952789699571
37,0.49946351931330474
38,0.49946351931330474
39,0.4991952789699571
40,0.49946351931330474
41,0.4991952789699571
42,0.49946351931330474
43,0.4989270386266094
44,0.49973175965665234
45,0.4991952789699571
46,0.49946351931330474
47,0.49973175965665234
48,0.49946351931330474
49,0.4986587982832618
