,clinical_OSA
0,0.5024854582146249
1,0.508357816951567
2,0.5055718779677113
3,0.5052713971984806
4,0.4990985576923077
5,0.5052713971984806
6,0.5055718779677113
7,0.5052713971984806
8,0.5086582977207977
9,0.4990985576923077
10,0.508357816951567
11,0.5055718779677113
12,0.5058723587369421
13,0.5024854582146249
14,0.5052713971984806
15,0.5052713971984806
16,0.5052713971984806
17,0.5021849774453941
18,0.5052713971984806
19,0.5049709164292497
20,0.5018844966761634
21,0.5058723587369421
22,0.5055718779677113
23,0.5052713971984806
24,0.5052713971984806
25,0.5021849774453941
26,0.5061728395061729
27,0.5086582977207977
28,0.5052713971984806
29,0.5052713971984806
30,0.4987980769230769
31,0.5055718779677113
32,0.5052713971984806
33,0.5117447174738842
34,0.5024854582146249
35,0.5055718779677113
36,0.5027859389838557
37,0.5024854582146249
38,0.508357816951567
39,0.5055718779677113
40,0.5055718779677113
41,0.5055718779677113
42,0.5089587784900286
43,0.5021849774453941
44,0.5052713971984806
45,0.5052713971984806
46,0.5021849774453941
47,0.5021849774453941
48,0.5024854582146249
49,0.5055718779677113
