,"Age, BMI & VAT","Sleep Quality
(average of nights)"
depressed_hopeless_fortnight,-0.0418239664898171,-0.04182396648981705
depressed_longest_period_weeks,-0.0649090537227798,0.018017844327669598
depressed_whole_week,-0.039051482902309406,-0.039051482902309406
depressed_whole_week_periods,-0.0753485749759418,-0.0753485749759419
family_relationship_satisfaction,-0.0418843660616717,-0.041884366061671646
fedup_often,-0.0401869873379274,-0.0401869873379274
feeling_lonley_often,-0.04288330392220615,-0.04288330392220615
fidgety_or_restless_fortnight,0.176415363703644,0.17641536370364402
financial_situation_satisfaction,0.09113936552941,0.09052709483690824
friendships_satisfaction,-0.033665599522412104,-0.033665599522412104
happiness_level,-0.0400601142353072,-0.0400601142353072
health_satisfaction,0.2553288094380113,0.2553287651734276
high_irritable_longest_period_duration,-0.0752634812893455,-0.0752634812893455
high_irritable_state,0.03661069837758715,-0.0838941719241864
high_irritable_state_caused_problems,-0.1789641755705495,-0.12175194451248139
hyper_least_two_days,-0.037177981797272996,-0.037177981797272996
irritable_person,-0.039098445524038544,-0.039098445524038544
irritablilty_leading_to_argumens,-0.04232377729844055,-0.0423237772984406
little_interest_or_pleasure_fortnight,0.005280847173339549,0.0052808471733397505
miserable_no_reason,-0.0397565158677056,-0.0397565158677056
mood_swings,-0.039363296254679,-0.039363296254679
nerves_anxiety_tension_depression_doctor,-0.039444983422719945,-0.039444983422719945
nerves_anxiety_tension_depression_psychiatrist,-0.0427096339206708,-0.0427096339206709
nervous_person,-0.039006323374621205,-0.039006323374621205
risks_taker,-0.0384633202585472,-0.0384633202585472
suffer_nerves,-0.04435562755397175,-0.04435562755397185
tense_or_highly_strung,-0.036553811764114555,-0.03655381176411445
tired_or_little_energy_fortnight,0.12061386561266044,0.1206138656126606
troubled_by_guilt,-0.037964543027762754,-0.037964543027762754
unenjoyment_uninterested_period_duration_weeks,-0.1076468263519452,-0.1076468263519451
unenjoyment_uninterested_periods_number,-0.09372584833271774,-0.09372584833271774
unenjoyment_uninterested_whole_week,-0.039956253955724746,-0.0399562539557248
work_satisfaction,0.17154060134665772,0.176713019964508
worrier,-0.0421739635525289,-0.04217396355252895
worry_long_after_embarrassment,-0.0389685728121058,-0.0389685728121058
rds_score,0.22082347372118974,0.22026713561578795
