,body_comp_leg_right_lean_mass,body_comp_arm_right_lean_mass,body_comp_arm_left_lean_mass,body_comp_leg_left_lean_mass,height,hand_grip_left,hand_grip_right
0,0.6380699148582932,0.4424620145459273,0.46402427736907714,0.6282184630833532,0.15331427280830867,0.11450176047542793,0.214867075353144
1,0.632970781017055,0.444082549410735,0.46602603832164274,0.6272891303566992,0.16014194180426633,0.14594497009304147,0.2132861975740052
2,0.6313381874989044,0.44292764389126604,0.4674642690732359,0.6213634859991571,0.1558437981891216,0.13803187447335596,0.21411287907872412
3,0.6356398474263605,0.44280069693811686,0.4652754708369257,0.6245690127305124,0.16232583559801775,0.1299326520877298,0.21670882450140863
4,0.6284261135035105,0.4368648560263857,0.4640689371506114,0.6208628060821472,0.16062707348400074,0.15793115692137316,0.2096403428474664
5,0.6331057262188693,0.4334249665257341,0.46389826458176525,0.6242951751625163,0.15562205990649655,0.14575483303527878,0.21511766906170227
6,0.634174474028329,0.44140573577598896,0.46560768112507905,0.6275964323912977,0.16210926428571704,0.13096087019990338,0.21345033600971391
7,0.6344595470260187,0.4368861558989169,0.46625611599954825,0.625950658728146,0.15952272865143668,0.10345201833507148,0.22197008848573632
8,0.6328750402057169,0.44274292140188165,0.46770151608608734,0.6232705011744656,0.1607288653187961,0.13469098757655346,0.20605920252971138
9,0.6336601879536045,0.4336962929094855,0.45995380064033214,0.6252080875469929,0.16080177693073366,0.12720488249668946,0.21767638879700832
10,0.63013720813605,0.4407262730513308,0.4646092176010723,0.6251072155900649,0.15192881733535907,0.1403796160393142,0.21468890515776526
11,0.6358390979750925,0.4471232161268457,0.46891844239715874,0.6286047923439168,0.1733221000273654,0.13279571427502604,0.21999866337768487
12,0.6332800975635978,0.4452867840439318,0.46225738124079935,0.6263644794882783,0.1487207826879651,0.13391886074374218,0.2010958495863398
13,0.6376277189609942,0.4420997449536157,0.46639589168731344,0.6282590642747929,0.1599761586474686,0.13836412277196183,0.20657378523466496
14,0.6338990996237742,0.437728803697072,0.4629788398353712,0.6236878409842124,0.15303415370181853,0.134745638840905,0.20208414623234433
15,0.633208390605349,0.4486909080312825,0.4606426635074865,0.6249234638429266,0.13830961975047038,0.12235184002521947,0.2173841588637924
16,0.6337499984204675,0.4383424003885953,0.4720839757623829,0.6250874579944685,0.158385186909904,0.12442431271050483,0.2072493157548651
17,0.6351004179440265,0.4406198933617183,0.4635163402142886,0.6261622655614616,0.16050913242796386,0.1306142891857634,0.22161406573078957
18,0.6347198382184974,0.4364121308668857,0.4664978839547111,0.6296260903361671,0.15204902567482162,0.12040216836585066,0.2179419800307141
19,0.6360893318285051,0.43886718370089683,0.4655545299085235,0.6280334517886285,0.1623563898969508,0.14489279331040147,0.21878187624926812
20,0.6307410217014586,0.43483212679362515,0.4600960642671347,0.6217848837691098,0.15813066836040304,0.13295601524623707,0.21050785663016378
21,0.6346310919641822,0.4309601252179837,0.4645420420704683,0.6247261023136231,0.1687428523177976,0.10888805761233487,0.2168659694748267
22,0.635789968391533,0.4439739994205113,0.46585883744159434,0.6263906992367841,0.1537742236684506,0.12779696738360363,0.2124880018090618
23,0.6355738249356958,0.43932939719846403,0.467385137741548,0.6273459601410094,0.1650387066875198,0.12898793002700418,0.2074099935095641
24,0.6335414385194813,0.4378810539221471,0.46472500085407964,0.6273676826703052,0.1441005531360331,0.13676941418062297,0.20448314194737272
25,0.6376689188126865,0.44885611664207636,0.47064562017747225,0.630348664753672,0.16213385855297457,0.11455284637296244,0.21839037450931417
26,0.6387584490659867,0.44058173151424734,0.4722729283852062,0.6302736965161762,0.15099278110459505,0.13898529896022152,0.20098826601808456
27,0.6306232456009253,0.4395606629041014,0.4681807188740821,0.6216589755237993,0.1715051043872845,0.1387045898752383,0.2052626661032195
28,0.6354901118441755,0.4305304012877721,0.45961223091283315,0.627984679652344,0.1648258740242707,0.12644918146669568,0.2162449629849383
29,0.6283597678438033,0.43976168369496427,0.47092951063038163,0.6211044103266836,0.15676494977691677,0.15470006491831537,0.20221182848903124
30,0.6336369715940467,0.4431976869711317,0.47061610632040557,0.627059991559095,0.168629443166916,0.12756734683939086,0.2222202076792559
31,0.6289355503020512,0.4310097138247099,0.4532182711925597,0.620840223896783,0.1529995281724561,0.12859491205781975,0.20461296344563643
32,0.6341367920380752,0.4398330914950979,0.4684496003442474,0.6275725368340201,0.14629200956495308,0.14468063094709097,0.21450585926130625
33,0.6337244220306372,0.4474747907903201,0.4606765878958439,0.6264549918203358,0.16188175851710349,0.12248288482579643,0.21846118689891922
34,0.6364984429743613,0.44516199776510357,0.4729490193999281,0.6274149561313829,0.1698351991146818,0.1220873668980359,0.20551246975262216
35,0.6337618409082765,0.4380001735561986,0.460490279015371,0.62633865833489,0.1491469318855193,0.13132464679800965,0.21521819349697466
36,0.6305510357162282,0.4404627128816216,0.4691892801978093,0.6241437088459207,0.16234449724837177,0.12281850338616634,0.21091239666964004
37,0.6309171255485159,0.44030712721831966,0.46789046783131494,0.6242550179435282,0.16050820904461488,0.14585712303010068,0.21870362240165925
38,0.6283237945842319,0.439547439252034,0.46688897258813233,0.6211307202141353,0.15788624282329267,0.1427035807574426,0.20345536068324388
39,0.6296091604957954,0.439620647808884,0.4706802684888194,0.6227988485241742,0.14005240307945216,0.1442638027022259,0.21364498722578748
40,0.6345095351097167,0.43799223451000296,0.4709498713257975,0.6275170078016317,0.16072515253618758,0.1299380628582489,0.21527740076731583
41,0.6356580850941852,0.44338132802344965,0.46687548927360845,0.627994832300501,0.14722527943094427,0.1318820457700953,0.21311751846631705
42,0.6318590962486793,0.42830345658520075,0.46174207331590056,0.6248193332464407,0.16233220776941104,0.13194155502336108,0.20474016217067464
43,0.6323590350741409,0.4279643391851175,0.45590393878843416,0.623686834562289,0.15704841021044974,0.12095702312071012,0.2145290500049849
