,body_comp_leg_right_lean_mass,body_comp_arm_right_lean_mass,body_comp_arm_left_lean_mass,body_comp_leg_left_lean_mass,height,hand_grip_left,hand_grip_right
0,0.5921193647716396,0.3726050043587768,0.39140224401732276,0.5827067370778725,0.045424298329194174,0.1633158546100934,0.12807901008181133
1,0.5835799669691447,0.3615363366522732,0.38452933385957033,0.5753788954118797,0.0721480892850613,0.16808524179408127,0.14996864366981988
2,0.5967780293197525,0.37406597773931277,0.3807888497323661,0.5813927747176949,0.07321168885838215,0.1528611190362295,0.15878669682969593
3,0.5933477462743539,0.3667282448410148,0.38782400677647816,0.5842099695113045,0.07341872997977017,0.16954127636415567,0.1512418982959412
4,0.5916484108370665,0.3612013187348777,0.37620788852964826,0.5756968117048218,0.09092968549820843,0.15266275932943366,0.1504036866107175
5,0.5871602919727866,0.3626500729633096,0.38410359115686893,0.5763016804677088,0.058606738649960945,0.15509633796577435,0.1234371398246262
6,0.59723398625594,0.3609556283913442,0.3786609682455794,0.5839167547307424,0.07334806588886261,0.16053886397442788,0.18727019444497714
7,0.5912443339589571,0.3686725741211941,0.37926702843044696,0.5848223750386973,0.0633068265215929,0.15872552220766223,0.14001378192874578
8,0.5951931849621093,0.3567477545961959,0.3723995895845661,0.5791395875601761,0.07398412259498735,0.19679740551157643,0.15428255444600045
9,0.5909180310942843,0.3603667900472014,0.3698632721496154,0.579637420168932,0.07665569701441233,0.15654867845585807,0.16161070919731524
10,0.5814344371166892,0.3619396737816997,0.3711099139795989,0.5750789888886613,0.05251777032713238,0.16469588876654354,0.15219115297065433
11,0.5885163629161978,0.3538663599924787,0.3819479239206128,0.5834689542605028,0.06953915197034907,0.18199641630714813,0.15029219639027858
12,0.5837162662756856,0.3656886766091398,0.3864619063460445,0.5763859146317447,0.044643593792403395,0.17358395896858492,0.15616082179353843
13,0.5881277885602418,0.3630285552020808,0.3812816463114397,0.5739528971798306,0.06510635198752915,0.1661962216206014,0.15218377140638709
14,0.5906000146141707,0.36793954870155965,0.38500619498620525,0.5818833081334355,0.05690471691773065,0.16662107758654363,0.16428466840236106
15,0.5943519811177164,0.3560947875002804,0.37752677501134135,0.5846080231505861,0.09069822841512509,0.16934816435981656,0.15641551850527266
16,0.5964923409174692,0.36190253268077793,0.3785699230925661,0.5758628169472421,0.07294918898905636,0.18878220433879975,0.14319700350650844
17,0.5919119027609805,0.34326604359161444,0.3786784402035661,0.5834781397067779,0.07002669572953182,0.14518552769647136,0.1527489890227276
18,0.585192350437958,0.3640222542256641,0.376896412170383,0.5777913284493714,0.0759237708157096,0.16896703965640286,0.16818034144901392
19,0.5801771780040235,0.35898233108255523,0.37968345502975637,0.5762560837536967,0.0859952065536791,0.17719969977423164,0.16274001113389192
20,0.5918204474029991,0.36377256508972344,0.37796368597623325,0.5839090451339658,0.05999084030442001,0.15977773183484462,0.14903220221657557
21,0.5850550047751671,0.3463972313476555,0.3723390512480109,0.5754472309658204,0.06904551969645635,0.16554447019401133,0.13259067594940566
22,0.5803152272831243,0.36657324719755924,0.3802021842230604,0.5677107318974352,0.06946169678485335,0.1479143218105036,0.1406735432941531
23,0.5924537223832879,0.3591471092900998,0.36632173076529495,0.5809658839524918,0.08182222189154467,0.17724422612765883,0.18474800041826323
24,0.5898031359149353,0.36009587280676075,0.3769816694028396,0.5793647762324755,0.05748892716957016,0.17087191651154235,0.15736254796376534
25,0.5996393332932851,0.3647629139921227,0.3914155977621258,0.5918816152116924,0.08551139324420262,0.16419472004001145,0.15344125427170918
26,0.5859245413478202,0.3576769803189897,0.37806709477276024,0.5760012022925658,0.0826020649648294,0.1802998274745311,0.1406990171391131
27,0.5969149399283508,0.3666422553849749,0.38621043553654244,0.5829488346291528,0.048468967928388625,0.17258420234403088,0.15091481292647466
28,0.5901845502951023,0.36599317603438786,0.38921904013840175,0.5842917377953959,0.06702145214028771,0.1664232887770284,0.17064963013695658
29,0.5903024933213888,0.3632253330433457,0.38623103872164793,0.5803677988200397,0.05761354490022515,0.17529362194880574,0.16069660546681927
30,0.5924135152669195,0.3646986963720144,0.37821967608673973,0.5811740719781492,0.07948295573616945,0.17868271402039998,0.15495279535932405
31,0.5873532706494646,0.3605969962404897,0.3727063882586977,0.5800885866835765,0.06208758916060555,0.18000310639669445,0.146468962465161
32,0.5903368162432323,0.3531613012934427,0.3664643432230626,0.5742657520732584,0.08840775369053341,0.17165473954958374,0.13681631281447426
33,0.5885372810071434,0.35135192322218617,0.3679960878872759,0.5811653175413034,0.0922181098418651,0.16178162638857907,0.14571954289413916
34,0.5898652393238053,0.36711835824693523,0.37708255754183756,0.5791397735720537,0.06877553843979024,0.16627987504154765,0.1699631302172639
35,0.5953277917112438,0.35927688438571487,0.3621310228036801,0.5815555882143465,0.07382915120630111,0.16750936031523356,0.1565699570296464
36,0.586020432734816,0.3553067190542099,0.3705855955538339,0.5724051415413156,0.09157290098707145,0.16331987158149933,0.16908082196464255
37,0.5836968696243419,0.35334248011147557,0.3772375102262095,0.5786744101837927,0.0547822272715552,0.16226397483699895,0.1504412107550874
38,0.586594330695002,0.36032271547585426,0.37717353548051735,0.5800124353253432,0.07280606154696406,0.15819166171109098,0.137047179459987
