,fortified_wine__glasses_week,hours_outdoors_winter,hours_driving,liqueurs_measures_week,other_alcoholic_glasses_week,physical_activity_maderate_days_a_week,vigorous_activity_minutes,sleep_hours_in_24H,work_hours,work_days_a_week,hours_using_computer_not_work,work_hours_day,hours_watching_tv,hours_outdoors_summer,white_wine_glasses_week,walking_minutes_day,walking_10min_days_a_week,beer_cider_pints_week,moderate_activity_minutes,drink_alcohol_with_meals_no,drink_alcohol_with_meals_partial,drink_alcohol_with_meals_yes,mobile_phone_side_of_head_Equalonbothsides,mobile_phone_side_of_head_Left,mobile_phone_side_of_head_Right,drive_faster_often_Neverorrarely,drive_faster_often_Sometimes,drive_faster_often_Usually,pet_present_no,pet_present_yes,mobile_phone_use_duration_per_week_13hours,mobile_phone_use_duration_per_week_3059minutes,mobile_phone_use_duration_per_week_46hours,mobile_phone_use_duration_per_week_529minutes,mobile_phone_use_duration_per_week_Morethan6hours,why_stop_drinking_Otherreasons,why_stop_drinking_dontknow,visit_friends_family_times_24timesaweek,visit_friends_family_times_Onceamonth,visit_friends_family_times_Onceaweek,high_exercise_times_a_month_Fourtofivetimesaweek,high_exercise_times_a_month_Onceaweek,high_exercise_times_a_month_Twoorthreetimesaweek,high_exercise_times_a_month_Twoorthreetimesinthelastmonth,easy_getting_up_Doesnotwakeupeasily,easy_getting_up_Wakesupprettyeasily,easy_getting_up_Wakesupveryeasily,manual_physical_work_Sometimes,manual_physical_work_no,alcohol_drink_12timesaweek,alcohol_drink_13timesamonth,alcohol_drink_34timesaweek,alcohol_drink_Inspecialcasesonly,high_exercise_duration_Betweenaquarterofanhourandhalfanhour,high_exercise_duration_Betweenanhourandanhourandahalf,high_exercise_duration_Betweenhalfanhourandanhour,falling_asleep_during_daytime_Fromtimetotime,falling_asleep_during_daytime_Notorrarely,tobacco_past_how_often_Ineversmoked,tobacco_past_how_often_Ionlytriedonceortwice,tobacco_past_how_often_Ismokedmostoralldays,tobacco_past_how_often_Ismokedsometimes,smoke_tobacco_now_no,years_using_mobile_phone_Over8years,nap_during_day_Fromtimetotime,nap_during_day_Notorrarely,consider_yourself_morning_evening_Immoreofamorningmanthananevening,consider_yourself_morning_evening_Immoreofaneveningmanthanamorning,consider_yourself_morning_evening_Imtotallyamorningman,consider_yourself_morning_evening_Imtotallyaneveningman,consider_yourself_morning_evening_dontknow,usual_walking_pace_Average,usual_walking_pace_Fast,shift_work_Sometimes,shift_work_no,snoring_no,snoring_yes,pet_past_no,pet_past_yes,smoke_houshold_no,trouble_falling_a_sleep_Fromtimetotime,trouble_falling_a_sleep_Notorrarely,trouble_falling_a_sleep_Usuallyyes,climb_staires_tymes_a_day_15,climb_staires_tymes_a_day_610,climb_staires_tymes_a_day_Morethan20times,climb_staires_tymes_a_day_Zero
0,-0.01763643611195865,0.020775633754542586,0.033446911414247917,0.008085422440523536,-0.04814473124581255,0.07753219243806912,0.09355043426219849,0.056123170130606234,0.20634093106516277,0.11808088735614039,0.06996281301066204,0.2661915605877664,0.07125204909534452,0.027879051371070048,0.076739476851081,0.07015533441912644,0.08859715059941463,-0.019360434699295256,0.02153353597557398,-0.01105769441236395,0.06969115603270896,0.04555897857531867,0.045587441637185935,0.046057775361381455,0.040800609086174736,0.10801483193723381,0.025430118440199847,0.06700586362353544,0.10495213604440123,0.10086663190990795,-0.028886638325319212,-0.004514822713477329,0.01915427489869666,0.00458258316602008,0.08140323067276288,0.043212790740029296,0.017596305961812074,0.030143861454862548,-0.04316600149200299,0.006108931370002591,0.05910554339551288,-0.02524141385063621,-0.04480260726272165,0.05410950203426099,0.0940853661711944,-0.060789460512537315,0.10048486741299575,-0.0263242101627965,0.06091617871556798,0.05500360930187365,0.05616393509934616,-0.0318640023295685,0.02573687081553088,-0.0039262175147840505,0.043233321711421455,0.021972669708292838,0.028283961667709544,0.04944205654407324,0.031074613619443414,0.02091308820251801,0.02387189537729756,0.03894001496808389,0.06877763389198373,0.06073755837044661,-0.018051832192182347,0.09840919049345326,0.010366463851605267,0.024182150924110746,0.015339761759343741,0.012018758674013847,0.026644531202548723,0.010308891841932523,0.12315786238789574,0.018563765374175166,0.03537997143790096,0.13773552665988364,0.1536858309781562,-0.01563654386477816,0.005689246614608973,0.043065614869879316,0.009041274058075054,0.03297266723773092,0.02463902900076211,0.011279121584364664,0.014163001191272976,0.014678279513006503,-0.015846567111577177
1,-0.0185111776578681,0.03193407289846276,0.02903887060487411,0.004306292347191996,-0.038404142890541476,0.08578926987850667,0.09187149319630644,0.05466292523201723,0.19596371931257212,0.14348353563141347,0.039235564235270595,0.23461098517369605,0.06723085414301219,0.024682293936323787,0.08089432707977455,0.0360875023313884,0.03914327216560752,-0.008867430435687405,0.025753926108806065,-0.008649830162518767,0.051886215494766644,0.011677225594460721,0.011626190596359406,0.041765817460621385,0.030462864096017204,0.10687897501039792,0.02499872838232743,0.05511981052942973,0.09157889514198815,0.08511308596292909,-0.044895846646362904,-0.007724383035911101,0.033325179180878926,-0.002466265219929529,0.06440205710162966,0.07156819290040631,0.029066068610414747,0.03895407305476645,-0.02369007078877541,0.012984903380426219,0.04841869309105371,-0.012280323066227707,-0.04412973500883858,0.05462821992650523,0.0994766538160509,-0.05797228133631394,0.10230467947131701,0.0010690349966589198,0.07850254553777196,0.05726249553144348,0.07800237361600453,-0.035248401333724595,0.045250466759762895,0.013445595107802303,0.04841471356029042,-0.0010144861641989559,0.06153600650856623,0.05265031845948025,0.026934793352663793,0.02890931911379995,0.03288625296392746,0.031022510831809007,0.033134600974239835,0.05566244667861207,-0.024149133557184094,0.08708099152573408,0.011741566490466964,0.010458871336970139,-0.036226744769590855,0.011825646515709585,0.026182735328573997,0.006737270922335311,0.10883155028979212,0.024548205790886284,0.03160773399635155,0.15587524368335326,0.1625612699281536,0.011996306965523024,0.016244269570312376,0.03690032232792347,0.01935670104154086,0.031660242401475004,0.04199461461056104,-0.01892051513988034,0.009911377183953548,0.007881998079293545,0.0029354044088531262
2,-0.023077508753886773,0.04248595137073387,0.04228859045226031,-0.020980250832512756,-0.024261215097245867,0.06399516895884433,0.0756141606487968,0.07030635404739133,0.20740224679006766,0.13618367375349813,0.030171760000381416,0.24884662916907055,0.07810831852088644,0.008007039988483726,0.0756288037414189,0.0485266314475476,0.052325634671827936,0.0032041612672202304,0.021746155799238158,-0.0261764966287152,0.08571504498127495,0.04670829248840334,0.021941975604676617,0.02305221964982928,0.035601088455571764,0.08455755026045397,0.01814342871886818,0.049669442792979024,0.0951497463101869,0.09102614006906241,-0.042641557570518906,0.0035704050167904037,-0.0005161398013179524,0.00831653274376585,0.056059680419781266,0.0477167256424161,0.015336203823857322,0.061299488396423636,-0.03607998437596093,0.019052498094364555,0.03488793745733018,0.0005273517393014263,-0.00970607021985549,0.058086685459138566,0.09095207617018565,-0.02328972330120966,0.1096118848725146,-0.03067561802947304,0.06913505109167627,0.03728081196003757,0.06372122280594912,-0.02068804199497606,0.049268815155568885,0.01916187195230711,0.048906197195318114,0.026533788715985707,0.06111947272047503,0.07695774685953242,0.04108546932392911,0.028668416191981013,0.04818745009050809,0.0290968399667132,0.014482620069901076,0.06709447301292579,-0.03320568575706553,0.0882905448338263,0.01879293092799338,0.018005784031457608,-0.027925699344796107,-0.02217581618180031,-0.003176825686970145,0.035822888107945934,0.14003028061087777,0.008436013581935796,0.026099897351817954,0.15111032275758432,0.1766373810328791,-0.002295830323614904,0.016426444066581582,0.02770896797870659,0.027971942175471887,0.028035392010291836,0.039466516447271845,0.017572183293356254,0.0141510034281191,0.004764868324681171,-0.005634344503649289
3,-0.042372200481561206,0.04459093570162937,0.02307582879305536,-0.0034449851873621777,-0.035830842682672025,0.08508788811473028,0.09974020833446347,0.04279499888519732,0.1950877852356388,0.14314192096557107,0.029710649939174792,0.26815251825371206,0.07917075544475294,0.031176181975739677,0.08596903919326986,0.06501287375168976,0.05835884965724334,-0.012645034894112445,0.03883730436456379,-0.022174876505672743,0.07081632014841692,0.033455317449068205,0.024230646146435303,0.057634139019146,0.03136834181855609,0.09886903464951438,0.024832091201702048,0.05416307100484406,0.10332176060082951,0.09716391468248808,-0.019573511640767646,0.01438129338751411,0.002711416460197089,0.027125211115680746,0.05352387993249245,0.03287413717157119,0.04267969950341709,0.030755464693972914,-0.02444179243554063,0.04034002202634069,0.05041636355978929,-0.00528074567376288,-0.010725426494828992,0.045425561336934143,0.0849258720720421,-0.022883875090867332,0.11656814835462916,-0.009739973430921055,0.055228224848496654,0.03734613550695193,0.028916465391456172,-0.037706135891136264,0.027935299742521725,0.03342551113211723,0.043530454835395624,0.01454423600835949,0.05174397376367627,0.06715427112749763,0.039945459778627256,0.03468788834296498,0.026545304741284137,0.01519020786848233,0.036966606274498076,0.030096997325901372,-0.019038281516359418,0.0930196221383623,0.019546987223888534,0.023230791261369163,-0.007544930761058268,-0.0009617166327405194,0.0094327531436609,0.02933717596952916,0.11522438275210795,0.012916672613425615,0.028949441859848737,0.15605993709480898,0.17422118195686156,0.01339518332444525,0.026887575095524023,0.015661815497023016,0.026735302956504624,0.03599449694209214,0.04413383408358993,0.024435911092624392,0.020617208815711777,0.021131627233170767,-0.021262009687251553
4,-0.012652477749064969,0.04702734054315443,0.04277096192842235,0.005843011113859546,-0.04165436333704075,0.08228618400295308,0.0771943735424398,0.0745682431410813,0.1959405449239973,0.11956068047341731,0.03154863929718896,0.2707307681568302,0.08449365102380223,0.05362450816914927,0.07008952005339557,0.032085137227064256,0.04395728463322828,0.012221415496811352,0.02383718297412186,-0.010074656744788088,0.06441239454314929,0.010027828981419335,0.05035443375293163,0.019636643172406598,0.01168842542801193,0.10210411840879267,0.049292304458879374,0.058305497778424316,0.10018160378550463,0.09177981836951268,-0.050575923731681606,-0.01347396754596547,0.02257882210425361,0.016030994749614547,0.04077716832804224,0.03951194031879854,0.040852277156813506,0.021138480148164215,-0.03138349692637227,0.05405861885821829,0.06200301883008898,-0.010135148662596143,-0.02081258870725367,0.018049267181682378,0.09959982180752838,-0.038294950395873655,0.11224615227625981,-0.014375754798185808,0.06373234198833896,0.04247843449863298,0.05093837333758879,-0.05553525446021182,0.023853420430137474,-0.002380680154880512,0.03508857508815721,0.019525191555534498,0.044993621866197174,0.06413163976312362,0.037211543848560964,0.043117858721387126,0.038623656900173296,0.02772098462027233,0.03649710973560898,0.026484273782258115,-0.026550367649876835,0.0526668948182679,0.03600730403358897,0.02717531255402903,0.006882972694033988,-0.011757259814881718,0.025733994321349617,0.012516777822127442,0.1221872921076349,0.02939093124377895,0.02599110936224,0.1561874780358387,0.16194013921857023,-0.0052755348636906365,-0.0041231980743609105,0.015774455459535517,0.009633023061424847,0.03377103567405673,0.026277291100200943,0.016701367937402154,0.023335714420751642,0.04357208995105716,-0.00670004691161919
5,-0.02683352060354085,0.052335646456462014,0.012449782512878683,-0.02102769828180662,-0.03175623178073188,0.07590838035484616,0.08508778929877615,0.04918891557204113,0.21587194409311938,0.12221702868586937,0.05026372643830607,0.2470489965553785,0.05822399062045808,0.02088075220236722,0.08478524455680814,0.05606936827046986,0.04582211683846607,-0.007473343673546446,0.03972729048899172,0.00969825838495404,0.06519409294896035,0.00943030119545637,0.04584249459182419,0.04810298948600911,0.054311719131858276,0.08710210121989466,-0.00020389784058416678,0.03853682901310201,0.0973839156306604,0.08009692705511025,-0.04237869233868878,-0.014629296701493716,0.020269385841555247,0.02112092793388403,0.05418970505377923,0.04074054440951186,0.03241278681083687,0.024507995805762055,-0.04381376575104544,0.023488448152975745,0.05451135060607853,0.0012843300790697958,-0.015391085604742786,0.052105840462736065,0.08447163625080009,-0.009017780847037107,0.10099580000664525,-0.015906160121089162,0.08094800793417412,0.044819262168606565,0.03072441305165404,-0.033320955484854906,0.02578561592046814,0.017604136892786126,0.04742650799008121,0.004813455322805546,0.027078115654170287,0.05147163067610678,0.06537371255189336,0.0003270150272248144,0.03653040088958481,0.0011568440757684516,0.057274931804845976,0.04808214968650893,-0.02518050325211519,0.085046688637715,0.025620791724112923,0.028207344921931388,-0.0016570938746779747,-0.006156479361548211,0.02536459007729051,0.012511515169061108,0.1165428876776261,0.02701045992802882,0.026109475370534593,0.15688094497220836,0.15877501590156193,-0.0088956020663484,0.013282223518910116,0.03185732040179784,0.041611515953653304,0.03223078822094955,0.04007683077282639,0.0014127826569393315,0.019044230693444172,0.03136656753720319,-0.010088437180367315
6,-0.02170010099958156,0.03366710058721566,0.011414674532896664,-0.04597466868538593,-0.043291321897562414,0.0859251975898123,0.08593996795360843,0.04479087914498567,0.21231982020645832,0.11432374272788802,0.031231547167200745,0.2591844876959816,0.07787167999749421,0.008546844998628783,0.032439583701731674,0.020453505731829982,0.0455633104188238,-0.037571710425046534,0.04870947760331483,0.003664965412226028,0.0699562955603855,0.042032349577738305,0.04268950366742554,0.02823341482133181,0.029924721871228195,0.09366087664761547,0.04766894251975602,0.06465354946650617,0.0872309675270647,0.0820468236939061,-0.0232564642576037,-0.0059094533619878835,0.022621193190867705,0.035316204527694295,0.05388734496658307,0.03660994238756089,0.031988790581400896,0.024769684446214014,-0.0457258793206049,0.007458643313002387,0.0481925374153493,0.010055033147330883,-0.006334968584493449,0.05330926511761574,0.07420150128297795,-0.028240294423807828,0.11065069556600031,-0.006939803140961747,0.06524209818800412,0.059636102145645895,0.06342016226123949,-0.040705931212315305,0.023036695384010042,-0.0021776555229986827,0.026566271245818715,-0.010088637039363796,0.025714862755003585,0.0613294839922651,0.029326447267087986,-0.0026530505751975793,0.031428821207462154,0.012692342018428601,0.04447267706161977,0.04939296883710342,-0.029058993993659223,0.09766162879390261,0.03020933983992375,-0.0035496658119041897,-0.01508704823466438,0.009117536135085756,-0.004530213411214106,0.025985714050239157,0.11347237607804593,0.03469335546964125,0.04481974346118552,0.163372189624214,0.17052258597703865,-0.007942414531175609,-0.005259639107240635,0.013836418892695511,0.008861583222942344,0.025284977844015278,0.04723546936402657,0.007315651171272304,0.016380451391460455,0.00879730303534806,-0.007716197136695777
7,-0.010342264547151352,0.04510282329957987,0.01383908086205041,0.01412409393830641,-0.04053738410238823,0.08623136119636338,0.08859899688920136,0.057871571044921376,0.2173790875529311,0.12472103104315128,0.02999698609523175,0.24517417019467105,0.07890929499746056,0.03675702789694067,0.05882502972832841,0.05834222679947234,0.05238675126183805,0.0027990226299807216,0.05281144610961125,-0.0026139287301234497,0.07756423756744572,0.023841201785628877,0.031214105177370898,0.035962864178516955,0.04968387663926872,0.10095147640868048,0.014805220665474558,0.04825705704033901,0.08931723529620078,0.08005926633958242,-0.04560792537099563,-0.015232178777443525,0.03425480868857324,0.012602152658295146,0.046027568273039554,0.027529822624510324,0.028282818338191656,0.04175599505024803,-0.05952863734822862,0.024610502098211078,0.07406236328092476,0.0007204635068004044,-0.02892811111880382,0.047796934989178204,0.07221973160362992,-0.07221608500702098,0.08249048935759096,-0.011336897698131133,0.06737386042702564,0.07331303426597367,0.05336809382618828,-0.037415702392995596,0.02012920523505895,0.026925104902442057,0.06256328795914028,0.045268940913633336,0.04412826535641893,0.058124164865604316,0.03447380456400289,0.030674450922626356,0.022478456698135283,0.022521562195691756,0.04560478220941899,0.0617836316215612,-0.0024922755488843004,0.10455575496821622,0.03960730447284019,0.00930493725390399,-0.027090044828446323,0.013255548702627714,0.017580148271436953,0.027267514423374755,0.12648992618299354,0.005893194826160162,0.01443053677975441,0.12251036440390933,0.13685897983029996,-0.024330832608174976,-0.01578179140333577,0.047527423467672296,0.03720082883560348,0.03510786806322716,0.040192271921527474,0.012377611818791105,0.005271159839468298,-0.0002870641125316831,-0.006873871531077892
8,-0.05002243365032624,0.03676020912990652,0.04090045424129822,0.009132441229864048,-0.03315493503564317,0.05361696249834963,0.09157714028888923,0.05757837379806014,0.209760506652512,0.1178313545547486,0.04369937926332281,0.2589858116300913,0.0939158366976902,0.018078678183486272,0.07704659250640958,0.04786925737775953,0.050292851735065265,-0.009711337921612578,0.017411280998733056,0.005831642325825492,0.09162484919627945,0.04819137839094916,0.02861572836957822,0.04874414313564724,0.054541087481463,0.09582466269291379,0.03453913082647428,0.06006324342764125,0.10080411948278874,0.07871371454546928,-0.03756200732303021,-0.02066046971075769,0.0014646030848433037,0.02028337702458458,0.059155484521464206,0.06086235620339642,0.014132726861669368,0.05238181961870244,-0.05217335132639881,0.021664460189118776,0.05939337222612421,-0.0008687002631813104,-0.010795191832711593,0.04433247122343297,0.09320510958472088,-0.06479348815106238,0.10719939527899985,-0.026841448549870497,0.05537845136304643,0.08130382472600645,0.06835031033585137,-0.02751523571300363,0.02945200612224629,0.031220546118638042,0.03019770059129656,0.027357395715210557,0.03206719157229759,0.05887816014566026,0.023995366038657893,-0.004315987977438169,0.005848357955459084,0.010491155840551507,0.05704258978032671,0.03538822817839814,-0.0158184485369171,0.08524242560700271,0.007888919024966828,0.025069570850328557,0.016228790312262483,0.015487218104214504,0.036745375477373464,0.013998776778201905,0.11609911493160867,0.021136800059811854,0.03492488642418561,0.15157355038016762,0.15310065347191776,0.012106196045092922,0.0027068335809202378,0.0483838427435298,0.009744669307328745,0.01774255260825581,0.0027804004843312346,0.020080617351984572,0.021379623988097826,0.027453225183781578,0.008461739851802489
9,-0.030547060842604643,0.0342558688099912,0.03778053241369432,-0.0003750207524068637,-0.006536546277706557,0.05046911982717105,0.09951211362365539,0.05889676628934503,0.2238271266172386,0.13540305293180918,0.04632470799169557,0.237122387135556,0.07630710519618945,0.009092899416020329,0.07162147542697334,0.05150827482864491,0.0758246211354726,-0.01975522316432837,0.04731344117088454,-0.022629569708765496,0.07275116360480492,0.005365433156685181,0.050572448072804414,0.024493855718007513,0.06521801996145372,0.09010940928699421,0.029659987981548654,0.046254592749803425,0.10093951423966128,0.08497629880751556,-0.018948806873869708,0.008901348521048548,0.0060005105097618965,-0.010779732268582013,0.06188884016888734,0.056918944251884415,0.03926427996640658,0.017917356335181763,-0.03187176272844719,0.007700135938860708,0.05110826355618414,-0.006752436355713741,-0.02686794258845101,0.04779989244312281,0.09184803629817605,-0.030577347571367697,0.10605215657683693,-0.0372076488257645,0.05029101003629745,0.060084278424679505,0.05535630393696169,-0.037960190079872946,0.04532680403387334,0.02414901087530898,0.04837589683964401,0.017717360275547298,0.04242154054916323,0.04768708494373079,0.054052802775797985,0.029511828640863536,0.056139827342949276,0.027027120422576423,0.051210659820385585,0.035230064397387795,-0.027033218544990936,0.07866401424616831,0.025063169599126786,0.02293601808709569,0.023915382534918952,-0.01726406126932599,-0.011553492479993382,-0.005663806953563197,0.10651474171927085,0.008482257290035159,0.02409491203292142,0.15832921026706118,0.14595857439290633,-0.006794537724067877,-0.013191267078492722,0.03788790944324069,0.008009745766173179,0.03599651306010438,0.0360821859922119,0.004217102531186561,0.006507021177944603,0.012484958643629767,0.024324654290698886
