,Age & BMI,"HRV
(average of nights)"
Lipids_NEG_2668881_468738_1327767,0.0076623561507888505,0.1227675841573412
Lipids_NEG_5544416_3107875_2611363,0.00370394980722635,0.08648859292401055
Lipids_POS_5703546_1767913_2440383,0.02791886338002705,0.11040207724214425
Lipids_NEG_8179036_3709849_3159204,0.0072059099343223,0.08961873561680905
Lipids_NEG_9417419_4049393_3426957,0.008067918284244,0.08557680901462965
Lipids_NEG_10972006_4850609_3188070,0.0011828816715673501,0.0747885379059933
Lipids_POS_7976479_3632872_3166625,0.0224284393994899,0.0958216382224106
Lipids_NEG_2562360_4663121_1766862,0.06740211965110784,0.13875830678442996
Lipids_POS_6965913_3909595_3080920,0.00815387834153365,0.07932245468495144
Lipids_POS_6285500_3788815_2808299,0.0096234724890196,0.0804374868982008
Lipids_NEG_9317236_3993983_3383148,0.036768940522187196,0.10659335781311549
Lipids_POS_9736496_2825499_3413193,0.0092125266216889,0.0785717103055351
Lipids_NEG_7431385_4428021_2690894,0.00972979724783545,0.07826603162291454
Lipids_NEG_10972011_4474837_3148542,0.019220138864727898,0.0875888052193542
Lipids_NEG_9516772_3717324_3469603,0.024216760210332797,0.0923786751049957
Lipids_POS_7205523_3372591_2941284,0.01372263460663255,0.08012190652745885
Lipids_NEG_7415656_3802752_3081654,0.00136448210284895,0.0665652480405913
Lipids_POS_8165875_3440728_3128009,0.0467284920016585,0.11063375902679301
Lipids_NEG_9597173_3648740_3439132,0.0016172932402572,0.06537553581586694
Lipids_NEG_8346336_3821075_3197608,0.06732603636648454,0.12969658310936105
Lipids_POS_15501473_3375616_4759115,0.0237870266597217,0.08574503854391721
Lipids_NEG_3669002_657281_1736672,0.01795987694731905,0.07960727492711964
Lipids_POS_7600510_3710484_3106867,0.04697810722080805,0.10855445644327795
Lipids_POS_7556277_3999461_3216564,0.0094906828946465,0.07056823663977124
Lipids_NEG_6830616_4219014_2683438,0.00974767144349665,0.07008445570250596
Lipids_POS_9073482_2687497_3261506,0.039810466067668096,0.09972253726567601
Lipids_NEG_8167437_3332840_3095952,0.0166036507777881,0.07475964066876875
Lipids_POS_8325804_3477620_2428238,0.00090663609953815,0.0588233111735002
Lipids_POS_8797398_4518012_3365637,0.0486864846923606,0.10600453458299536
Lipids_POS_7621790_3426834_2697003,0.006185357302830249,0.06267544449722931
Lipids_POS_8316946_3794069_3276679,0.0811546295299318,0.1375964863354586
Lipids_NEG_8942031_3676243_3044143,0.07156794643323505,0.12710052713023728
Lipids_NEG_11162606_4209869_3554385,0.0065718293411713,0.06190905751736245
Lipids_NEG_9651950_4221923_3036382,0.020447899570949148,0.0755782729054148
Lipids_NEG_8751449_4079392_2987033,0.02003252414971425,0.07491130894387121
Lipids_POS_9097289_4556771_3393156,0.00800401176834665,0.0618638783324101
Lipids_NEG_10552447_4373736_3174609,0.013742446700609551,0.06729051396053545
Lipids_NEG_7131079_3428909_2599586,0.00017771755999245007,0.053343040339284345
Lipids_POS_7568042_3254795_2975668,0.008616510239772,0.06150474481839725
Lipids_POS_9778596_5092941_3738681,0.0053223384834268,0.05779854698363105
Lipids_NEG_10076641_3815799_3483008,0.022055444310328652,0.0743462658576627
Lipids_NEG_7431389_3685174_2682234,0.012809782233701252,0.0650017590112485
Lipids_POS_2882167_459976_1825892,0.033448654589871854,0.08526828797119454
Lipids_NEG_8185820_3335629_3098455,0.022935382092195,0.07447397450355625
Lipids_NEG_5393247_5282578_2499860,0.008806893070247051,0.0600254466373084
Lipids_POS_9037714_4312908_3431824,0.00073097389029325,0.05095932744440615
Lipids_NEG_11751777_4172360_3413637,0.0014523131422771,0.0510609663663601
Lipids_NEG_8416410_3541288_3216460,0.0093893924704626,0.0586497648730291
Lipids_NEG_11152119_4394139_3281108,0.00792762050296545,0.05679540799647405
Lipids_NEG_10251617_4557856_3139942,0.009779800641348549,0.05859154803096295
Lipids_POS_7064638_1961531_2763537,0.0148923588130376,0.0635620487488883
Lipids_POS_8677050_3670356_3294262,0.0037058547296828,0.05236417605062775
Lipids_NEG_10851286_4464034_3251881,0.0113912402466385,0.0598188734563279
Lipids_NEG_7310657_3097465_2700573,0.0316398068203884,0.07980468117452616
Lipids_POS_8585837_2765660_3151089,0.00308122435735565,0.050826921432260794
Lipids_NEG_9376624_3714648_3444130,0.07079636084676955,0.11822025992767904
Lipids_NEG_8931557_3854269_2941875,0.0009000425215733499,0.047977874002951504
Lipids_NEG_8485653_2838655_3145390,0.0354646483575638,0.0822288629745976
Lipids_NEG_15541464_3554544_4771767,0.0373016430060967,0.08368324822648454
Lipids_NEG_6095569_3632620_2785140,0.037164152862501604,0.0831552044679283
Lipids_POS_8836985_3984040_3333646,0.0268263914211542,0.0725718665119329
Lipids_POS_8096521_3553127_3191401,0.08128826658144814,0.12680918264290814
Lipids_POS_7225103_3300337_2827940,0.03607048093265445,0.0815757992828996
Lipids_NEG_5210826_3231753_2275208,0.035733698760235494,0.0809559988645748
Lipids_NEG_8031563_3437035_2813930,0.01869329721688055,0.06359005535109165
Lipids_POS_9517737_3951018_3486349,0.01550429773531125,0.0597654460340476
Lipids_NEG_12482187_4816932_3456677,0.00632569148720475,0.050358964567240844
Lipids_NEG_3873261_2850168_2104635,0.03062362869809225,0.07432172681149984
Lipids_NEG_2230278_2244269_1527857,0.0047873977711264,0.04814393375437915
Lipids_POS_7005258_3482235_2839452,0.0031823487301791,0.04647106917221605
Lipids_NEG_8751445_4533700_3003422,0.019668090406362748,0.06246706159833735
Lipids_POS_13381672_4410724_3535054,0.08622436865930916,0.12900434141731332
Lipids_NEG_5803387_2940978_2551794,0.00316020977302785,0.0459212293423451
Lipids_NEG_7975912_3403657_3196231,0.00746727868762475,0.0493918143591505
Lipids_POS_10358103_4132340_3669500,0.0370900733014375,0.07882050310490296
Lipids_POS_6986277_4096682_2982922,0.029448252229642,0.07107474567150146
Lipids_NEG_4373631_2846656_2231714,0.033007724666848745,0.0743961442605087
Lipids_POS_7545735_3692951_2968673,0.009228898751286,0.05037352417862685
Lipids_NEG_4490424_2677759_2053863,0.038788507102146,0.07978082938417724
Lipids_POS_7715997_2926257_3015836,0.056800233508133596,0.09727775683651635
Lipids_NEG_10372342_4532190_3093773,0.005030042603071,0.0453195184823283
Lipids_NEG_7310648_4221989_2687109,0.004663268549891349,0.04458704017714135
Lipids_NEG_8326063_3578345_3156831,0.0103226269370683,0.0500893342437176
Lipids_POS_10852265_3889250_3191355,0.06274545473829235,0.10217529558786205
Lipids_NEG_9188475_5005313_3531728,0.08874507718890975,0.12812934735885895
Lipids_NEG_8676581_3551798_3283693,0.11361296429658371,0.1529322764761309
Lipids_POS_8326523_3577162_3247676,0.0392697294179942,0.0785021030485538
Lipids_NEG_8365442_3140423_3116470,0.0604956190937921,0.09964232947472404
Lipids_NEG_7385061_2912612_2892457,0.11720663952177815,0.15545453956329214
Lipids_POS_7805889_3466438_3054259,0.0099822068635926,0.0479647511262251
Lipids_POS_10672169_4324465_3117311,0.025315226876977952,0.06288585287968845
Lipids_NEG_4490422_3233984_2146217,0.050999742278245996,0.08850077774015419
Lipids_POS_8277077_4516466_3275989,0.033486841666891545,0.0708807872544643
Lipids_NEG_8451501_3515274_3162033,0.0389501222414189,0.07606079399731855
Lipids_NEG_5931222_4278224_2480400,0.0238338723039212,0.06078450756882875
Lipids_POS_18764145_3302558_7707449,0.02879020057581575,0.06567891265658884
Lipids_NEG_11152119_4446408_3281233,0.018643719516466803,0.0550885871827131
Lipids_NEG_10851283_4201522_3259417,0.0019646952145599,0.0383416926037913
Lipids_POS_5384820_2931298_2571202,0.033930640680930296,0.07006717152255501
Lipids_NEG_4393788_2976163_2247237,0.0490034352755339,0.0850687571142459
Lipids_NEG_13081844_4866643_3555747,0.0044178908114998,0.04005029848741405
Lipids_POS_4644453_2886739_2507050,0.046242395478946305,0.0816200059369475
Lipids_NEG_8846017_3156533_3241553,0.01082766012223455,0.045992537743009695
Lipids_POS_8206519_3641605_3246770,0.06041206885248265,0.0951436596378347
Lipids_POS_5954706_4061756_2627249,0.015785825476323102,0.0503366289392148
Lipids_POS_5623263_2102312_2546524,0.08190464121872085,0.11525622857001161
Lipids_NEG_14640780_3444566_4550877,0.00930049476950445,0.0424679728861769
Lipids_NEG_7425389_3554270_2875049,0.05925141679524385,0.09235518930152806
