,Age & BMI,"HRV
(measured during sleep)"
Lipids_NEG_213.0551_31.1470_150.8722,True,True
Lipids_NEG_217.0025_30.9563_142.6050,True,True
Lipids_NEG_232.9752_30.7462_142.0463,True,True
Lipids_NEG_255.8219_33.2194_130.6976,True,True
Lipids_NEG_162.8391_33.8351_108.4717,True,True
Lipids_NEG_373.0100_35.5757_173.8172,True,True
Lipids_NEG_172.9911_36.9286_129.8889,False,True
Lipids_NEG_188.9861_36.9286_129.5368,False,False
Lipids_NEG_203.0821_37.0003_151.7545,True,True
Lipids_NEG_204.9809_36.9972_130.5195,True,True
Lipids_NEG_216.1132_37.2201_151.7815,True,True
Lipids_NEG_179.0572_37.5462_132.3456,True,True
Lipids_NEG_187.0069_37.7188_137.4008,False,True
Lipids_NEG_311.1395_38.0911_182.0262,False,False
Lipids_NEG_203.0015_37.9252_137.0085,True,True
Lipids_NEG_341.1026_39.1281_190.3573,True,True
Lipids_NEG_421.0598_39.1967_206.2738,True,True
Lipids_NEG_201.0224_39.7467_143.8636,True,True
Lipids_NEG_229.0171_40.1591_148.4080,True,True
Lipids_NEG_213.0223_40.7096_148.0475,True,True
Lipids_NEG_259.0278_40.4006_161.7793,False,True
Lipids_NEG_437.0547_40.8126_207.2894,True,True
Lipids_NEG_231.0328_42.5301_150.0994,True,True
Lipids_NEG_367.1583_42.5989_199.8372,False,True
Lipids_NEG_244.9078_43.7326_136.5785,False,True
Lipids_NEG_229.0536_44.3163_154.4241,True,True
Lipids_NEG_399.2201_44.8586_212.5533,False,True
Lipids_NEG_397.1781_46.7056_192.5894,False,True
Lipids_NEG_360.1017_48.3517_184.2943,True,True
Lipids_NEG_369.1737_47.8932_199.7788,False,True
Lipids_NEG_310.8379_48.6147_133.8410,False,True
Lipids_NEG_395.1892_48.4431_209.7744,False,False
Lipids_NEG_333.2068_52.4274_187.3203,True,True
Lipids_NEG_498.2889_56.1025_211.2090,True,True
