,Age & BMI,"HRV
(measured during sleep)"
fBin__100,-0.0351427738091772,-0.0351427738091772
fBin__102,0.0251434731953658,0.02602283248582055
fBin__103,-0.0301285273034465,-0.0301285273034465
fBin__104,-0.03028816869752685,-0.03028816869752685
fBin__106,-0.0307128328623332,-0.0307128328623332
fBin__108,-0.03395021555478216,-0.03516638785501825
fBin__121,-0.0301003554830742,-0.0301003554830742
fBin__14,-0.03541381445504215,-0.03541381445504215
fBin__145,-0.03205581245412885,-0.03205581245412885
fBin__149,-0.0338027350167954,-0.0338027350167954
fBin__152,-0.0318932247207734,-0.0318932247207734
fBin__159,-0.0276839211079948,-0.02768392110799485
fBin__17,-0.03481404104160375,-0.03481404104160375
fBin__181,-0.033697369219065604,-0.033697369219065645
fBin__187,-0.03224782501218045,-0.03224782501218045
fBin__188,-0.036873351309216054,-0.0368733513092162
fBin__189,-0.032487759575375905,-0.032487759575375905
fBin__205,-0.033603185841261055,-0.033603185841261055
fBin__207,-0.032985707715475904,-0.032985707715475904
fBin__217,-0.03443392898147715,-0.03443392898147715
fBin__219,-0.03312479542042015,-0.03312479542042015
fBin__220,-0.03471456212603995,-0.03471456212603995
fBin__223,-0.033164618420123804,-0.033164618420123804
fBin__247,-0.03267203665387205,-0.03267203665387205
fBin__249,-0.02816012803671555,-0.02816012803671555
fBin__257,0.0667399925668497,0.14809002478984862
fBin__262,0.01994798486889105,0.11678475892612611
fBin__263,0.0743348031175318,0.13885045339675264
fBin__27,-0.030714140379567552,-0.030714140379567552
fBin__270,0.07998662616012836,0.0804657256307259
fBin__273,-0.0368337020848334,-0.0368337020848334
fBin__274,-0.0285704012782796,-0.010977071499924499
fBin__275,-0.029737752166550203,-0.02973775216655015
fBin__28,-0.03062524670362375,-0.03062524670362375
fBin__280,-0.03163372137875285,-0.03163372137875285
fBin__281,-0.0279014142495217,-0.0279014142495217
fBin__283,-0.031944406347711354,-0.031944406347711354
fBin__287,-0.035033279078668794,-0.035033279078668794
fBin__296,-0.03460516140072585,-0.03460516140072585
fBin__3,-0.0327325466244467,-0.03273254662444665
fBin__305,-0.031656739839354506,-0.03165673983935455
fBin__307,-0.03207210012868235,-0.0320721001286823
fBin__309,-0.03177632923745875,-0.03177632923745875
fBin__310,-0.02985333791045305,-0.02985333791045305
fBin__311,-0.0376617762403267,-0.0376617762403267
fBin__312,-0.0353298172822545,-0.0353298172822545
