,Age & BMI,"HRV
(average of nights)"
fBin__100,0.012435892362279533,0.012435892362279533
fBin__102,0.02057089173319034,0.02049065124481965
fBin__103,0.013463964760839345,0.013463964760839345
fBin__104,0.012201832169513812,0.012201832169513812
fBin__106,0.013067301770102232,0.013067301770102218
fBin__108,0.011987854727363736,0.012010482377311865
fBin__121,0.011436712967866193,0.011436712967866183
fBin__14,0.011534736994942637,0.01153473699494264
fBin__145,0.012880773925741386,0.012880773925741386
fBin__149,0.0099695752832703,0.0099695752832703
fBin__152,0.011978357122827455,0.011978357122827455
fBin__159,0.011361873976853797,0.011361873976853797
fBin__17,0.009984487055493011,0.009984487055493011
fBin__181,0.010489978749131674,0.010489978749131674
fBin__187,0.012419258584221158,0.012419258584221158
fBin__188,0.012358836106547708,0.012358836106547708
fBin__189,0.013697059283206232,0.013697059283206232
fBin__205,0.012203828798805346,0.012203828798805346
fBin__207,0.010994039979205608,0.010994039979205608
fBin__217,0.010992779068688459,0.010992779068688459
fBin__219,0.011209826680015715,0.011209826680015725
fBin__220,0.012773337746422957,0.012773337746422964
fBin__223,0.012466235286471753,0.012466235286471753
fBin__247,0.014061751934636246,0.014061751934636246
fBin__249,0.013858206413243373,0.013858206413243373
fBin__257,0.01979028807723568,0.0066021893446084655
fBin__262,0.01916253480863302,0.008537580675313435
fBin__263,0.017386129976045297,0.008007491169067972
fBin__27,0.011143816367320331,0.011143816367320324
fBin__270,0.01765338558611106,0.017350660817782766
fBin__273,0.011881694751563166,0.011881694751563183
fBin__274,0.011571876177545072,0.016903378230725206
fBin__275,0.0135002249763051,0.0135002249763051
fBin__28,0.009990602873687976,0.009990602873687976
fBin__280,0.012142764221273418,0.012142764221273418
fBin__281,0.012141165921839798,0.01214116592183977
fBin__283,0.011842639298226761,0.011934060007803894
fBin__287,0.013579634035412813,0.013579634035412796
fBin__296,0.011916914060006523,0.011916914060006523
fBin__3,0.010901117404360859,0.010901117404360859
fBin__305,0.011011480229128094,0.011011480229128094
fBin__307,0.012359797772687073,0.012359797772687073
fBin__309,0.012578523449702245,0.012578523449702245
fBin__310,0.010744881092566848,0.010744881092566848
fBin__311,0.012010065044792078,0.012010065044792078
fBin__312,0.011416871300034824,0.011416871300034824
fBin__314,0.011534692707345603,0.011534692707345603
fBin__318,0.012633861104728241,0.012633861104728241
fBin__319,0.010841545176235494,0.010841545176235494
fBin__320,0.012956830005055223,0.012956830005055223
fBin__321,0.014219936027494468,0.014219936027494448
fBin__323,0.012401278986604506,0.01240127898660449
fBin__325,0.012482505779291175,0.012482505779291175
fBin__328,0.010661954562653453,0.010661954562653453
fBin__332,0.014412624502021744,0.014412624502021744
fBin__334,0.012898443195160904,0.012898443195160904
fBin__337,0.010806930999655528,0.010806930999655528
fBin__338,0.012780745705328377,0.012780745705328377
fBin__339,0.012785066365858253,0.012785066365858258
fBin__34,0.009763672002739874,0.009763672002739853
fBin__340,0.011970752241243268,0.011970752241243244
fBin__345,0.012695153377795181,0.012695153377795207
fBin__35,0.011918638145872358,0.011918638145872358
fBin__351,0.013071887462502806,0.013071887462502806
fBin__356,0.012724593987096,0.012724593987096
fBin__357,0.01228880881417817,0.01228880881417817
fBin__359,0.011582210599506024,0.011582210599506024
fBin__36,0.011167689719780632,0.011167689719780632
fBin__364,0.013590389851977535,0.013590389851977535
fBin__366,0.012501520254958343,0.022350462040178865
fBin__367,0.012925438748050489,0.012925438748050489
fBin__369,0.01346860004181938,0.013468600041819375
fBin__37,0.01231227021575865,0.012312270215758623
fBin__371,0.013060868110452352,0.013060868110452352
fBin__372,0.010626034464980536,0.010626034464980536
fBin__373,0.011916462938734588,0.011916462938734588
fBin__374,0.012668616983231325,0.012668616983231325
fBin__375,0.010598263285980186,0.010598263285980186
fBin__376,0.012677539645897077,0.012677539645897077
fBin__379,0.013180890786320294,0.013180890786320294
fBin__381,0.011561550439995483,0.011561550439995483
fBin__382,0.01064799698338944,0.01064799698338944
fBin__383,0.011717215860042735,0.011717215860042735
fBin__384,0.011181681221924297,0.011181681221924297
fBin__386,0.013622763598151589,0.01362276359815156
fBin__387,0.011779777679959646,0.011779777679959646
fBin__388,0.010569159894059819,0.010569159894059819
fBin__393,0.012992933670907288,0.012992933670907248
fBin__395,0.011696147955945287,0.011696147955945311
fBin__416,0.011688285742463613,0.011688285742463613
fBin__418,0.012018648308875689,0.012018648308875689
fBin__423,0.013919783494017159,0.013919783494017159
fBin__424,0.0123965710551559,0.0123965710551559
fBin__43,0.012024516228220128,0.012024516228220128
fBin__441,0.011583290115730447,0.011583290115730447
fBin__45,0.011921114130900051,0.011921114130900055
fBin__451,0.01345866900190177,0.013458669001901806
fBin__452,0.012465485863271668,0.012465485863271668
fBin__453,0.011165595936935318,0.011165595936935318
fBin__454,0.01072193151328208,0.01072193151328208
fBin__455,0.012184318762167159,0.012184318762167159
fBin__456,0.012183527958170843,0.012183527958170843
fBin__457,0.010588921318118142,0.010588921318118142
fBin__461,0.012749751414330743,0.012749751414330743
fBin__466,0.012542852622847938,0.012542852622847938
fBin__468,0.012998039550419171,0.012998039550419171
fBin__469,0.011436483613224668,0.011436483613224666
fBin__470,0.014654429523569667,0.014654429523569663
fBin__472,0.013312305386394933,0.013312305386394933
fBin__477,0.012782358402090856,0.012782358402090856
fBin__479,0.013327998230669833,0.013327998230669833
fBin__480,0.012685545267745795,0.012685545267745795
fBin__482,0.010716554228266626,0.010716554228266626
fBin__483,0.012547071325866861,0.012547071325866861
fBin__485,0.01251011692335144,0.01251011692335144
fBin__486,0.011093755590428146,0.011093755590428158
fBin__487,0.012604001228983301,0.012604001228983272
fBin__489,0.009998967051850353,0.009998967051850353
fBin__490,0.010765527971416142,0.010765527971416142
fBin__491,0.011544496256765258,0.011544496256765248
fBin__497,0.013015534132254473,0.013015534132254496
fBin__503,0.01309676690419544,0.01309676690419544
fBin__504,0.019065484783478266,0.019065484783478266
fBin__508,0.0134620475716775,0.0134620475716775
fBin__513,0.012730663125416935,0.012730663125416935
fBin__515,0.012383435320231175,0.01238343532023118
fBin__517,0.009388578696232615,0.009388578696232606
fBin__518,0.011909058355526102,0.011909058355526102
fBin__519,0.012928252800053927,0.012928252800053927
fBin__520,0.012317880905092022,0.012317880905092022
fBin__521,0.011656020403190262,0.011656020403190262
fBin__524,0.011054545229345,0.011054545229345
fBin__525,0.01205450970266691,0.01205450970266691
fBin__526,0.012317318899598426,0.012317318899598426
fBin__527,0.011192264497773911,0.011192264497773911
fBin__528,0.011907715048352849,0.011907715048352849
fBin__529,0.01153303698042443,0.01153303698042443
fBin__53,0.013434926834713899,0.013434926834713899
fBin__530,0.014828160719712057,0.018354837797373555
fBin__531,0.011051898899854477,0.01105189889985449
fBin__532,0.014474061958620428,0.014474061958620428
fBin__533,0.011776110500958547,0.011776110500958555
fBin__534,0.011035316318780453,0.011035316318780457
fBin__535,0.013116988659629717,0.013116988659629717
fBin__536,0.012307375525471204,0.012307375525471204
fBin__537,0.012132735167018467,0.015544559312633432
fBin__538,0.014462986806640732,0.014462986806640732
fBin__539,0.012130662518243053,0.012130662518243044
fBin__54,0.011205554502683528,0.011205554502683505
fBin__541,0.011996724509193257,0.011996724509193264
fBin__546,0.01260504103935092,0.01260504103935092
fBin__549,0.010694160644192022,0.010694160644192022
fBin__55,0.012508469331049979,0.012508469331049979
fBin__555,0.011160657014166452,0.011160657014166452
fBin__56,0.010631058643509463,0.010631058643509463
fBin__565,0.013027756686241667,0.013027756686241664
fBin__566,0.012045139341224123,0.012045139341224143
fBin__569,0.011814233287402186,0.011814233287402184
fBin__571,0.012941601859478203,0.012941601859478203
fBin__573,0.011787090275906674,0.011787090275906674
fBin__577,0.01182743196039621,0.01182743196039621
fBin__579,0.011836940073156442,0.011836940073156442
fBin__583,0.015380929095643158,0.015380929095643158
fBin__584,0.01210956951893145,0.01210956951893145
fBin__588,0.012663219371565773,0.012663219371565773
fBin__589,0.010920648523229208,0.010920648523229205
fBin__59,0.01134555271004341,0.01134555271004341
fBin__590,0.011994474728676107,0.011994474728676107
fBin__592,0.013213372618223744,0.013213372618223744
fBin__594,0.01289713575840025,0.01289713575840025
fBin__595,0.010784046459256375,0.010784046459256359
fBin__597,0.011220546305424269,0.011220546305424264
fBin__598,0.009999309909541822,0.009999309909541794
fBin__600,0.013455096402406531,0.013455096402406524
fBin__601,0.01279353868956557,0.012793538689565558
fBin__602,0.011108193276313376,0.011108193276313376
fBin__605,0.013972043504282888,0.02417567207156487
fBin__606,0.012281124739117674,0.012281124739117674
fBin__611,0.01683272552576152,0.016804798596891584
fBin__613,0.010897396765349596,0.010897396765349596
fBin__614,0.01198973586216215,0.01198973586216215
fBin__616,0.0127679148209393,0.0127679148209393
fBin__619,0.011941571266793695,0.011941571266793715
fBin__625,0.011556410238589354,0.011556410238589356
fBin__627,0.011103241870457593,0.011103241870457593
fBin__69,0.012854702660588697,0.012854702660588682
fBin__70,0.01257786956799695,0.01257786956799695
