,Age & BMI,"HRV
(average of nights)"
fBin__530,0.0830055484588533,0.14423165649288933
fBin__257,0.12646866509257204,0.17722798368406717
fBin__262,0.06305083682134216,0.10589390753615624
fBin__263,0.1053481223392797,0.12967009691770703
fBin__504,0.13587166539016188,0.13644387099422833
fBin__598,0.09249229459808095,0.09249229459808095
