,liver_viscosity,liver_elasticity,liver_attenuation,liver_sound_speed,bt__albumin,bt__bilirubin_total,bt__protein_total,bt__alkaline_phosphatase,bt__alt_gpt,bt__platelets,bt__ast_got
0,-0.02009875403038588,-0.051691813190637696,-0.05497762162274875,0.5703669644962648,-0.06754653776577445,-0.056390021663730514,-0.03416561321233356,0.384570223321519,0.27247875682595274,0.169079291898605,0.22390202408829454
1,-0.03784536678127138,-0.055201968343894646,-0.030728562690452498,0.5708717014793927,-0.013886467349636706,-0.07836805568027384,-0.06264183541201356,0.3835029585003265,0.26622003398434035,0.17080266756726753,0.222808153817546
2,-0.025471951411951254,-0.025882072063721798,-0.025884723802719854,0.5708579907445899,-0.05795327185254314,-0.05624367386880769,-0.07867228419817479,0.3883590660012681,0.28031520926260256,0.1572446795431088,0.22259173282126532
3,-0.012874333023064167,-0.03600946773110981,-0.03878733729662539,0.5701664650474203,-0.03622161422103617,-0.02696512325455805,-0.055662654527241305,0.38159812802491827,0.2747826978024855,0.17672320915677758,0.1954092472057389
4,-0.058359262695500735,-0.03421593512700849,-0.033556797762328415,0.57003697529731,-0.043484214718450584,-0.05661700300399404,-0.06346735113107471,0.3885831532548638,0.28013036191270885,0.16923994526642072,0.2092236139782137
5,-0.02774966267790074,-0.04215756097478237,-0.01708005107182101,0.569719034051579,-0.05149077871132388,-0.0480746407334605,-0.059412731389252675,0.3870937211008195,0.2728156402451639,0.16924491325791038,0.21951396226963057
6,-0.03260296158218577,-0.03951988483418552,-0.05307568518676056,0.5697525188956661,-0.017162979890863364,-0.06755320380365341,-0.04837415247310092,0.3899697880914482,0.26766930387270305,0.1592692589092118,0.22341237904136582
7,-0.03749006894837674,-0.022147954100607114,-0.04229368372767132,0.5700902266402695,-0.032952992005882184,-0.05159138444089485,-0.04212695084137287,0.38919159908905326,0.2754297342592421,0.15916000096935837,0.21266227829199905
8,-0.031162362046404473,-0.059233820686703284,-0.022682435939571706,0.5697891119549027,-0.08063763246624826,-0.05400177504948709,-0.07188515512020495,0.387660467478375,0.2649748991461829,0.14635368218725628,0.2152776578280195
9,-0.040359779871465745,-0.058588609818625424,-0.03467676507670398,0.5705036056511414,-0.0335473602155528,-0.05534082578592288,-0.026916289733158152,0.3897826051072895,0.26216155538960817,0.16719704401622415,0.21099753332856971
10,-0.026390068472480172,-0.03480475622187139,-0.03310277475549026,0.5706225040400102,-0.04213513448978059,-0.055497229095881076,-0.06937412228687907,0.38507294080635607,0.26491268512795313,0.16148574030280866,0.19795000133171278
11,-0.04716591660152171,-0.042406656810456626,-0.04783389523638331,0.5707109691166287,-0.0363448263691212,-0.07068337952676966,-0.07298446115340373,0.3884576201480556,0.2715648316903199,0.16539379562621617,0.2168152290554386
12,-0.02560916306770703,-0.045519031294436414,-0.022568946558697425,0.5714502111985242,-0.08317612668208607,-0.04185578365355029,-0.039389235947701,0.38571899816713784,0.2771737488937768,0.16605122930289645,0.21180879551843104
13,-0.03995749530897435,-0.034299143656191085,-0.03958936308881587,0.5704009617828094,-0.05276915107497621,-0.07915849911879765,-0.02767952869794248,0.3854979363047022,0.2732681677026659,0.1606693661908913,0.22397752007292568
14,-0.044517020366389944,-0.027267391146813834,-0.03999984961587254,0.5694688339575087,-0.04089732984759245,-0.0333990172554195,-0.05549602050304186,0.3839771668062195,0.2712011139364781,0.15889871873548023,0.22569046470769327
15,-0.029278689234825458,-0.02776493221757648,-0.04038635041555249,0.5703679869372347,-0.06448586085613112,-0.06886704433853592,-0.01910054486741228,0.38591578771778506,0.27203338070485406,0.16135715686447585,0.1994799516269376
16,-0.027599024731797796,-0.025626028336629858,-0.012206083773846143,0.5699704664722279,-0.05827130337496665,-0.03856413040834659,-0.044620177608454464,0.3910119301902348,0.2785123718971734,0.16194502337081437,0.2229770892949214
17,-0.037094719714652356,-0.05507214741043785,-0.04000954430393845,0.5709106015190142,-0.07389673285447984,-0.06908889041898228,-0.07942431686134203,0.38911086181319887,0.27445426439811416,0.1593966853831884,0.21728448471648398
18,-0.027201748127551027,-0.061753949952226606,-0.020597139363316492,0.5698923738720022,-0.042810175596913774,-0.058552043429551316,-0.07907979574671503,0.39040293999266107,0.27454963600180554,0.16544660404204942,0.2181655803662952
19,-0.027474375242026918,-0.034052694511095556,-0.05536153982296109,0.5707376840234079,-0.0494806052627393,-0.032583596584342976,-0.07352976262936553,0.3869800757867873,0.27332206749933746,0.16286031571950765,0.1995427091658407
20,-0.02729645712293664,-0.03272267711805529,-0.011186492850076316,0.5703933945739937,-0.07148947354959134,-0.06164632929799231,-0.08200468898584813,0.3898207972529511,0.27313288234904715,0.14530626585952972,0.22503982797232802
21,-0.023744702757416664,-0.02422188096947806,-0.030054365374777434,0.5693245729352783,-0.0740346532515024,-0.05966516551797322,-0.03422738391667823,0.38909415545366827,0.27809217321902385,0.15446173916857606,0.17560018628365134
22,-0.023976853854877626,-0.02116577720796475,-0.04199351390058663,0.569512411986661,-0.09448981332704491,-0.05928616868011412,-0.05357343854493784,0.38782894912453614,0.2727068547565039,0.14690159196773897,0.20313246948576114
23,-0.046142829354616666,-0.023655439344179095,-0.03666074279305386,0.5706724226506051,-0.060732893812917084,-0.040227368205292255,-0.02898712836250622,0.3840518749668279,0.27479955365165243,0.1501250804215219,0.20471631287085715
24,-0.020609607818828528,-0.024245346488025957,-0.038886874262556104,0.570240497329768,-0.06379630520516946,-0.0397015057968145,-0.05102528422009632,0.3899736862322403,0.266028040340487,0.16395439330644293,0.21123285511694492
25,-0.019232057093551882,-0.025517202222655976,-0.05598493458880581,0.570102078027921,-0.0715383260679771,-0.05005358492751101,-0.02247259734044389,0.39127950929571337,0.2699928156080719,0.1554526541217258,0.20328670560303744
26,-0.031243579948772686,-0.022387327026364253,-0.018602589280155776,0.569263145633292,-0.07561507451200482,-0.09264629322704122,-0.04621126849466806,0.38767769843739824,0.26921506607502504,0.16912067843666667,0.2103672650914386
27,-0.04066660486506578,-0.00822254053336523,-0.03516886381982673,0.5704718838351595,-0.038209140879859944,-0.03997071086664922,-0.02332825932400759,0.38810044696971463,0.278109984229758,0.1592628550530757,0.19299366918892144
28,-0.02063296573645045,-0.045883643152950154,-0.03802604078162291,0.570144484617133,-0.012184978779585931,-0.08355276030724999,-0.04284517564204152,0.3844661595046461,0.2819702681033263,0.15649757570198627,0.20455156363398747
29,-0.029860751415158697,-0.03901143258980527,-0.027639871156364158,0.5702870508250741,-0.04742086415192147,-0.0470352732292261,-0.03547458002560095,0.38960648040480245,0.2754581482939786,0.16456310065240073,0.22279919551343833
