,liver_viscosity,liver_elasticity,liver_attenuation,liver_sound_speed,bt__albumin,bt__bilirubin_total,bt__protein_total,bt__alkaline_phosphatase,bt__alt_gpt,bt__platelets,bt__ast_got
0,0.08180237252257266,0.07677205412140899,0.1474122850909777,0.37202319087608404,0.06009691069842106,0.025627222060672777,0.04319253653298235,0.2626626282000049,0.15196305162291968,0.018335422144197797,0.16333877114221435
1,0.07420894598165807,0.07268552376605669,0.13136491957748642,0.3583446116149074,0.06531283114123873,0.0035541793910020087,0.04083252097292875,0.26609124643589266,0.1592634496248077,0.0049330177617052965,0.14009686712303113
2,0.09743818238492136,0.08448294056436326,0.1295760377022817,0.3586737346209724,0.07231721278919923,-9.536937199963676e-05,0.06497272941439255,0.23372624967658795,0.13358945585555693,0.019639637138447144,0.12459536749672585
3,0.08353775516082582,0.0975154323100982,0.13924828424864036,0.3558860217810114,0.04574390192551365,0.01806511560979633,0.07683211338916068,0.27501655437773886,0.14312744875034497,0.05507374440539674,0.13010961693358294
4,0.07226884054125236,0.07276482825165725,0.10017588064918947,0.3521970110513334,0.06377433658968003,-0.008855334859789826,0.08453674738142017,0.26149484497028713,0.1945293582722414,0.03538334218672209,0.1381943094172164
5,0.09323633080033816,0.07174177384994179,0.13183112974780645,0.3614504075319607,0.052943951498934334,-0.013526875726058115,0.07987106725345816,0.2904982271845913,0.16204398177751786,0.04328891144758994,0.12987002239907247
6,0.08943569439089753,0.06458953255165266,0.1432071811996949,0.3506728272989023,0.04409632640517156,0.003549299531867212,0.05480903725380961,0.2703657944137249,0.15234117349986254,0.012803755122922056,0.15357779912436004
7,0.09348500536313466,0.07936813912357006,0.14353875319403375,0.3574590139895963,0.06602298910183726,0.0009448212073494523,0.05802682680081512,0.28788902292284635,0.16568764295045316,0.025666987489818806,0.1418292353724998
8,0.088571732990312,0.06731481126035087,0.15108348347235454,0.3627883603108617,0.03425938593719185,-0.008379115952455506,0.08720500508203283,0.2537149800488979,0.16214350335592645,0.020014224550427277,0.12871469966110366
9,0.1115098301928977,0.08351317594180374,0.12609386396093172,0.37158859303347797,0.06257346065202109,-0.008601500364267536,0.07901401073535659,0.25230018982071745,0.17021878626956824,0.045775977561395564,0.11482017408046305
10,0.08415193958120532,0.08080445753840328,0.13262751090816402,0.355124993997813,0.07130719869317546,0.01129411922798667,0.03961118323073851,0.23074848913115398,0.1573722161410067,0.026136414402935293,0.1444977881766753
11,0.08959061047046964,0.07665350323490101,0.13339718898118397,0.36958753786462667,0.052630103061880276,0.008211408552917285,0.04631051865801589,0.2585324784405749,0.17146750540940175,0.028831335269743245,0.136423473169463
12,0.08559677295434173,0.07936979397229359,0.1293303332108613,0.3554959383076367,0.0783834429911151,0.013319849771728016,0.046880979110501125,0.28038229262710457,0.17344974214451192,0.037638544749842684,0.11519095248245903
13,0.08771246188125538,0.06470315128069262,0.11798734510143316,0.3678035054690572,0.06392380924563372,0.010688225684370632,0.038646211337284124,0.26958174346565367,0.17294735998764188,0.015049932169541286,0.13707221094648797
14,0.10117634108817557,0.05888758128612659,0.1185697374977623,0.3562458915597515,0.06445063612616486,0.026420834148725588,0.0649235804693499,0.29597681633981665,0.15077847166143174,0.03884101841367316,0.12554438759391834
15,0.07054014532843152,0.07963093577569702,0.13484598094234884,0.34803982067518935,0.07753919461841291,0.0027947273985939464,0.03573546221101666,0.27351859656300986,0.15686079737194097,0.02010127061657597,0.11447953703841941
16,0.07735293056509658,0.0726357876916102,0.13841000604202783,0.363076768847581,0.052353450005834315,0.02293887217258716,0.05546783546888025,0.2597267653865828,0.16835906081187318,0.030481465662204617,0.14488631449374328
17,0.09365526412988807,0.05270896137583405,0.1405769986676837,0.35948297915529304,0.03034120609597624,0.02353631806029337,0.04556879368782274,0.27128422984813794,0.15846814908493068,0.041000525538315416,0.12958528699168173
18,0.08246036785439263,0.05850107007867234,0.13211437924636593,0.3636689401976112,0.043316832322012375,0.0012348892039685815,0.0842048455077283,0.28170551806933075,0.15672382050500333,0.03257730602133179,0.1518737996446112
19,0.07712217744214585,0.058207988278028915,0.112689869960162,0.3724713261499035,0.04692235521893434,-0.013370297129087456,0.05722471180547434,0.2836746418113698,0.16993744253181217,0.005336397181955683,0.1280230222195982
20,0.07752665048292462,0.09410705130995344,0.14912436651895555,0.35771645371978594,0.07456547453494221,0.0014203131909239618,0.060172905115842765,0.28760283080264654,0.1792283531964845,0.021465531470232578,0.14461162432823318
21,0.08734260657685619,0.0653458704809613,0.1414453873137998,0.3737453522571614,0.05961883285034778,-0.013429642505565328,0.08383829543526121,0.28090744213770624,0.16489661722871438,0.02893081899423356,0.11697913271267212
22,0.07408813045064667,0.06789852348283731,0.12905631433238848,0.3696075439167147,0.05994634644445888,-0.007631258886043235,0.07102326844889569,0.28311335628798956,0.1956369191773601,0.022277334908590553,0.09703912616811401
23,0.08697857581820062,0.0643156356105328,0.13872442403894059,0.36973269677985626,0.05408081755651972,-0.0017838598345879249,0.06687389442948008,0.26033867121561605,0.1406656908362935,0.03860816041229117,0.1327741696701307
24,0.10831725021482663,0.0667883794763828,0.12801119370455644,0.3670445171106955,0.08477526369481476,0.014815665008094472,0.06551497895162366,0.27864242308397197,0.1756326374120567,0.03042579030676161,0.12896568800069846
25,0.07926589212111139,0.06691741725582095,0.16559192324844105,0.35568318315462105,0.062185350003588796,0.011849331095815645,0.07866702713228634,0.28800431007292826,0.14897514467243986,0.03821856398347916,0.1025948731494586
26,0.07175380717986397,0.1188182640651126,0.15159636323354714,0.3733116423653503,0.041985157464747604,-0.004308598309154308,0.05110644552784922,0.2669146398279082,0.1593561444734404,0.014263320290979856,0.1269016086704646
27,0.06689889500600896,0.07538458773112464,0.1383488919951886,0.38239681968284767,0.01722285641477202,0.004535012714560086,0.07074970010695728,0.2830741790465053,0.17957522226898368,0.049232667482755815,0.14282960376194487
28,0.08249560121534466,0.07254317320491331,0.13506100289561057,0.38850209614793885,0.043407918680691965,0.00277932106281036,0.0770531372757587,0.2598844423040066,0.14530719215359902,0.013930856579344968,0.10705315508759078
29,0.09815141371149486,0.08055890695707735,0.14180677059849778,0.3692679792801503,0.04378293419295564,-0.00906650120587981,0.08960976696115425,0.27883705823999283,0.16552982797091997,0.042263883053003444,0.14083259188833347
30,0.07532170019169682,0.07132886671644768,0.11503289628495884,0.3815929832336101,0.049020134464866104,0.010531510357193397,0.08588389152652792,0.2698758367060742,0.17391640403186798,0.03699809064269048,0.14040462964079795
31,0.07893456956646835,0.06062482810580702,0.13485345902108603,0.3597784775625549,0.05022888347457344,-0.02159547555742425,0.07164350182007302,0.256251609052504,0.1629748201558099,0.032110201556690324,0.12799819227700804
32,0.0738780516400652,0.06356987090595051,0.11809639074993279,0.36326910199379414,0.03269853836644204,0.015447821147784724,0.05295892001832236,0.27300948580745954,0.15429977610130546,0.006244924751720056,0.11011302864051033
33,0.08594835477944165,0.07019732877465563,0.13199155901625034,0.35649118223800635,0.07742371871616328,-0.0702834785875764,0.05069594653066426,0.26761360739914186,0.17424109688210437,-0.006364434871411643,0.15191804479268944
34,0.07835457772806816,0.06367727925076497,0.16611509672381372,0.36627552045857065,0.04969938759312292,0.016375967434081217,0.09192172717036086,0.26348932771541145,0.16137682109991636,0.02992953200612855,0.11935552419935316
35,0.08469341961569925,0.0430248017610055,0.13106381813511997,0.3828065554242031,0.03957963405978695,0.039605362167687584,0.06757488808105493,0.25532832201477174,0.16313154640156968,0.03347596781449673,0.12587174734514553
