,"Age, BMI & VAT","Sleep Quality
(average of nights)"
liver_viscosity,0.012574036309655656,0.012574036309655656
liver_elasticity,0.016172278887857154,0.015524388683671834
liver_attenuation,0.012027965549234737,0.012027965549234737
liver_sound_speed,0.001071439652901671,0.0012074850786891358
bt__albumin,0.020663177814887322,0.020663177814887326
bt__bilirubin_total,0.024269918214633375,0.024269918214633375
bt__protein_total,0.019449849379771296,0.01944984937977128
bt__alkaline_phosphatase,0.005578242998743202,0.006990554320311208
bt__alt_gpt,0.00382343434995897,0.0064493822963296804
bt__platelets,0.0039433374549017125,0.007742321920639931
bt__ast_got,0.01686379763363126,0.01686379763363128
