,"Age, BMI & VAT","Sleep Quality
(average of nights)"
liver_viscosity,True,True
liver_elasticity,False,True
liver_attenuation,True,True
liver_sound_speed,False,False
bt__albumin,True,True
bt__bilirubin_total,True,True
bt__protein_total,True,True
bt__alkaline_phosphatase,False,True
bt__alt_gpt,False,True
bt__platelets,False,False
bt__ast_got,True,True
