,"Age, BMI & VAT","Sleep Quality
(average of nights)"
liver_viscosity,0.010949032686523238,0.010949032686523238
liver_elasticity,0.012503833303405511,0.012503833303405515
liver_attenuation,0.013264891674392014,0.013264891674392014
liver_sound_speed,0.0007477019560865848,0.0007573172687978954
bt__albumin,0.02178022770454427,0.02178022770454427
bt__bilirubin_total,0.023485094822252865,0.023485094822252837
bt__protein_total,0.02021448686618544,0.02021448686618544
bt__alkaline_phosphatase,0.0021956804683865073,0.0030962718712543883
bt__alt_gpt,0.004419625032451702,0.005798141306093841
bt__platelets,0.003624897417837438,0.007128897138958547
bt__ast_got,0.0040640554639515165,0.011130436944916382
