,Age & BMI,"HRV
(average of nights)"
from_l_thigh_to_l_ankle_pwv,0.22236233728402205,0.22771242691185914
l_brachial_index,-0.0318152630265395,-0.031815263026539545
from_l_thigh_to_l_ankle_distance,0.09263960387587461,0.1189858520861285
l_ankle_index,-0.0296226463279256,-0.0296226463279256
from_r_thigh_to_r_ankle_pwv,0.20232680760181565,0.20604888698972665
r_abi,-0.02730491606338055,-0.02730491606338055
r_brachial_index,-0.0310499521054408,-0.0310499521054408
l_brachial_pressure,0.3905270047480197,0.39106398323072733
r_ankle_index,-0.02901218967488445,-0.0290121896748844
r_brachial_pressure,0.4284266184601756,0.43665962814527737
from_r_thigh_to_r_ankle_transit_time,0.2269635063186115,0.23578447991191195
from_l_thigh_to_l_ankle_transit_time,0.22311058246480775,0.22945189441678734
r_ankle_pressure,0.4365151756693907,0.4345300955930072
from_r_thigh_to_r_ankle_distance,0.0529081397477131,0.06498739855696886
l_ankle_pressure,0.4583744306947153,0.4587786160442196
l_abi,-0.029594763445396,-0.029594763445396
sitting_blood_pressure_pulse_rate,0.1665950320618052,0.6100662616538721
sitting_blood_pressure_diastolic,0.3540789626443443,0.372588866901987
lying_blood_pressure_diastolic,0.3284679885875126,0.38542311093464604
lying_blood_pressure_systolic,0.4334748959022431,0.44684548162050164
standing_one_min_blood_pressure_systolic,0.3586325388868732,0.3659225473982206
standing_three_min_blood_pressure_systolic,0.4017714990919454,0.40870457760909434
lying_blood_pressure_pulse_rate,0.1728912226652221,0.6374375578931366
sitting_blood_pressure_systolic,0.45172012298091646,0.4548192200212574
standing_three_min_blood_pressure_diastolic,0.2859522945617088,0.32345502123007874
standing_one_min_blood_pressure_pulse_rate,0.12768055511539056,0.5259981747337369
standing_three_min_blood_pressure_pulse_rate,0.14524786741491347,0.5636251906062797
standing_one_min_blood_pressure_diastolic,0.28013795305352296,0.30828123370999244
intima_media_th_mm_1_intima_media_thickness,-0.0359271233452742,-0.0359271233452742
intima_media_th_mm_2_intima_media_thickness,-0.031484400787323855,-0.031484400787323855
intima_media_th_mm_2_window_width,-0.0375045714578839,-0.0375045714578839
intima_media_th_mm_1_window_width,-0.0374404366749023,-0.0374404366749023
intima_media_th_1_fit,0.08387830902918486,0.07689381253224675
intima_media_th_2_fit,0.04482828853234905,-0.037002602890040245
Disc_height,0.031459159107497456,-0.038060653590338
Artery_Average_width,0.19062822664190388,0.18419395162657837
Vessel_density,-0.036300349776983154,-0.036300349776983154
Tortuosity_density,-0.03679605912521025,-0.03679605912521025
Vein_Tortuosity_density,-0.032401752348530696,-0.032401752348530696
Fractal_dimension,-0.03943538901081515,-0.03943538901081515
CDR_vertical,-0.03563024834480705,-0.03563024834480705
Vein_Vessel_density,-0.03689282892848435,-0.03689282892848435
Disc_width,0.0144710025105696,-0.0399417509439555
Vein_Squared_curvature_tortuosity,0.0292301224271209,-0.03647318095456225
Artery_Fractal_dimension,-0.039544877647333804,-0.039544877647333804
Distance_tortuosity,-0.039194134706334496,-0.039194134706334496
participant_id,-0.05394130418475765,-0.026788165144952
Vein_Distance_tortuosity,-0.035563118698638,-0.035563118698638
Vein_Fractal_dimension,-0.0385015432348485,-0.038501543234848445
Cup_width,0.0173301384069431,-0.0401395584303521
Artery_Vessel_density,-0.0400188394802213,-0.0400188394802213
Squared_curvature_tortuosity,0.051810915975927546,-0.0358299176377468
Average_width,-0.0350944388692509,-0.030183283554500902
CDR_horizontal,-0.03649170900024385,-0.03649170900024375
Artery_Squared_curvature_tortuosity,0.12647060456633996,0.12184163901508416
Artery_Distance_tortuosity,0.0827971146578354,0.0827971146578354
Artery_Tortuosity_density,-0.03526713321677395,-0.03526713321677395
Cup_height,0.022543339110538303,-0.0396054928074631
Vein_Average_width,0.0371226201694493,0.0510676891883389
r_mv_V4,0.247504328079096,0.247504328079096
t_mv_V6,-0.032840138582023046,-0.032840138582023046
p_mv_V4,-0.03489776158962235,-0.03489776158962235
p_mv_V5,-0.028410903483450302,-0.028410903483450302
q_ms_I,-0.0561451170250597,-0.0561451170250597
qt_ms,0.1439060546191463,0.5355924712080635
s_mv_aVF,-0.0484567129400771,-0.0484567129400771
r_ms_V4,0.1348436325686005,0.1087560319094189
j_mv_I,-0.032684656589619346,-0.032684656589619346
q_mv_aVL,-0.04390622034736215,-0.04390622034736215
j_mv_aVF,-0.027004239353250997,-0.02700423935325095
j_mv_V2,-0.02969739258021185,-0.02969739258021185
st_mv_V1,-0.03063300093015475,-0.03063300093015475
q_ms_aVR,0.10856398494176195,-0.00588968746862725
p_ms,0.20418554425062202,0.1946699158389793
j_mv_II,-0.0287891031292506,-0.02878910312925055
j_mv_aVR,-0.032778636219719,-0.03277863621971905
r_mv_V5,-0.0334797259358621,-0.0334797259358621
t_mv_III,-0.03079729791006075,-0.03079729791006075
q_mv_I,-0.05975497219079315,-0.05975497219079315
r_mv_aVF,-0.0296907471898013,-0.0296907471898013
p_mv_V3,-0.0304610033661901,-0.0304610033661901
s_mv_I,-0.049569233165503754,-0.049569233165503754
r_ms_V1,0.12976672887216711,0.09982862471818305
s_mv_V6,-0.035811113270147146,-0.035811113270147146
p_mv_III,-0.0312994198938502,-0.0312994198938502
st_mv_III,-0.02985716125449385,-0.02985716125449385
p_mv_V6,-0.0315763838384919,-0.0315763838384919
hr_bpm,0.1917652887410142,0.6508629802559259
r_ms_III,0.2918813424287084,0.2897265602832273
r_mv_aVL,-0.032000218256947696,-0.032000218256947696
r_ms_V6,0.0672669913075218,-0.030458624901164952
j_mv_V3,-0.0265099870080441,-0.0265099870080441
r_ms_V5,0.10312731328451574,0.0805381197301185
st_mv_V6,-0.0329967198599838,-0.0329967198599838
s_mv_V1,-0.03253169647767825,-0.03253169647767825
s_mv_III,-0.038082175040054345,-0.038082175040054345
r_mv_II,-0.0301307271948821,-0.03013072719488205
s_mv_V5,-0.03536708710108255,-0.03536708710108255
t_mv_aVR,-0.0305546645597526,-0.030554664559752552
s_mv_V2,-0.032366365678487705,-0.032366365678487746
r_mv_aVR,-0.03393763367217065,-0.0339376336721706
st_mv_V3,-0.029707787883529298,-0.029707787883529298
r_mv_III,-0.032193321846434045,-0.032193321846434
p_mv_II,-0.0302532298528512,-0.03025322985285115
s_mv_V3,-0.0317345123621134,-0.0317345123621134
q_mv_aVR,-0.0397737590737466,-0.0397737590737466
st_mv_I,-0.033562164391944746,-0.033562164391944746
s_mv_aVR,-0.042017280597259204,-0.042017280597259204
pr_ms,0.16544185826749364,0.2355655315893337
p_mv_aVR,-0.032147589389239145,-0.032147589389239145
st_mv_aVL,-0.03196575337845815,-0.03196575337845815
t_mv_V3,-0.0312269967502014,-0.0312269967502014
p_mv_I,-0.029228229347656,-0.029228229347656
r_mv_I,-0.0235783912814262,-0.02357839128142585
p_mv_V1,-0.032850738487010755,-0.032850738487010755
t_mv_aVL,-0.03625589818373785,-0.03625589818373785
r_ms_aVF,0.10961324636107765,0.09876536783095119
qrs_axis,-0.0310643505952894,-0.031064350595289447
t_mv_aVF,-0.02963516653339885,-0.02963516653339885
t_axis,0.30620006664889016,0.30606460501706767
p_mv_aVL,-0.04387808120500105,-0.04387808120500105
r_mv_V2,-0.0324115755301882,-0.03241157553018815
r_r_ms,0.1703936150630532,0.6031316741110878
r_ms_V2,0.19240978779073825,0.18366703220272615
st_mv_V2,-0.02968559044545175,-0.02968559044545175
j_mv_V5,-0.03276825124401035,-0.03276825124401035
r_mv_V1,-0.02954622990672845,-0.02954622990672845
j_mv_V4,-0.02959194110045065,-0.0295919411004506
t_mv_V4,-0.02941930442744955,-0.02941930442744955
st_mv_V5,-0.032009109198312055,-0.032009109198312055
j_mv_V6,-0.03001852998629705,-0.0300185299862971
st_mv_II,-0.0285190214148243,-0.0285190214148243
r_ms_I,0.20027427349705385,0.19226063733196905
j_mv_aVL,-0.0308386946750684,-0.030838694675068452
q_ms_aVL,0.2840508095867375,0.27489949030442296
r_ms_aVR,-0.036647023906166906,-0.03664702390616685
r_mv_V3,-0.0298216503678056,-0.0298216503678056
s_mv_aVL,-0.046753472023373696,-0.046753472023373696
st_mv_V4,-0.031474286122422895,-0.031474286122422895
qrs_ms,0.06592870279276425,0.0984323184946989
r_ms_aVL,0.29869486786158106,0.29708166287632914
t_mv_II,-0.02973579864845935,-0.02973579864845935
r_mv_V6,-0.0313950674690705,-0.0313950674690705
t_mv_V1,-0.0347827470540734,-0.0347827470540734
r_ms_II,0.0205550338419962,-0.02910349021156415
t_mv_V5,-0.029472208406463397,-0.029472208406463397
t_mv_V2,-0.032028145579415954,-0.032028145579415954
st_mv_aVF,-0.02629782546218615,-0.02629782546218615
p_axis,0.030463178564277098,-0.00831244870663115
p_mv_V2,-0.03116260102827805,-0.031162601028278
qtc_ms,0.07818398330310534,0.2072027145693136
r_ms_V3,0.09873356513589795,-0.03086743486779875
s_mv_II,-0.044070575872143,-0.044070575872143
p_mv_aVF,-0.0309788559878823,-0.0309788559878823
j_mv_III,-0.0313599734796147,-0.0313599734796147
t_mv_I,-0.028200091900753302,-0.028200091900753302
st_mv_aVR,-0.033145373884878954,-0.033145373884878954
s_mv_V4,-0.03138628931318725,-0.03138628931318725
j_mv_V1,-0.03167827979691175,-0.03167827979691175
