,Age & BMI,"HRV
(average of nights)"
from_l_thigh_to_l_ankle_pwv,0.0021970772812685705,0.002569271476082938
l_brachial_index,0.012294062403589769,0.012294062403589769
from_l_thigh_to_l_ankle_distance,0.009275207542086668,0.007806536821636536
l_ankle_index,0.01293913826249021,0.01293913826249021
from_r_thigh_to_r_ankle_pwv,0.002853969571525072,0.012904758859262804
r_abi,0.014149470463562405,0.014149470463562405
r_brachial_index,0.009385170433812965,0.009385170433812965
l_brachial_pressure,0.001506878809634485,0.0022306320478083777
r_ankle_index,0.014149470463562405,0.014149470463562405
r_brachial_pressure,0.0016106816074105542,0.0037487105308723926
from_r_thigh_to_r_ankle_transit_time,0.0024472434453548715,0.007065753110918118
from_l_thigh_to_l_ankle_transit_time,0.0018949730497820018,0.004078519749618771
r_ankle_pressure,0.001155097107609914,0.003612575356936489
from_r_thigh_to_r_ankle_distance,0.00912212440783235,0.008667602984884254
l_ankle_pressure,0.000926974711528028,0.003457229986883548
l_abi,0.01293913826249021,0.01293913826249021
sitting_blood_pressure_pulse_rate,0.0018156103551205918,0.0010065345952174076
sitting_blood_pressure_diastolic,0.0011973992443890214,0.002538143940804807
lying_blood_pressure_diastolic,0.001124153834682854,0.002078348754747341
lying_blood_pressure_systolic,0.0010331131024890641,0.003261840251580451
standing_one_min_blood_pressure_systolic,0.001323596659703534,0.004024563617531971
standing_three_min_blood_pressure_systolic,0.0007987449878565406,0.003358797505578982
lying_blood_pressure_pulse_rate,0.0019483797078799128,0.0011738464910394319
sitting_blood_pressure_systolic,0.0008580421892145568,0.003530563915000751
standing_three_min_blood_pressure_diastolic,0.0011391869296721907,0.003323446009132503
standing_one_min_blood_pressure_pulse_rate,0.002134354880394751,0.0012978387839512183
standing_three_min_blood_pressure_pulse_rate,0.0023016981763596673,0.0013355316052397568
standing_one_min_blood_pressure_diastolic,0.0013067149227789059,0.00319904675873559
intima_media_th_mm_1_intima_media_thickness,0.012185719285333432,0.012185719285333425
intima_media_th_mm_2_intima_media_thickness,0.014567656772730954,0.014567656772730963
intima_media_th_1_fit,0.009861288780548512,0.00998230043839967
intima_media_th_2_fit,0.005592679004378417,0.009595563584775884
Disc_height,0.012695091530259456,0.012695091530259456
Artery_Average_width,0.002340484707903897,0.0036710397327751627
Vessel_density,0.014373843942094056,0.014373843942094056
Tortuosity_density,0.013440767728219822,0.01344076772821983
Vein_Tortuosity_density,0.014437051245732992,0.014437051245732992
Fractal_dimension,0.016413787123476537,0.016413787123476537
CDR_vertical,0.01411911197365127,0.01411911197365127
Vein_Vessel_density,0.013867132586636351,0.013867132586636351
Disc_width,0.012945623300018009,0.015098340694162209
Vein_Squared_curvature_tortuosity,0.0171652107894566,0.01000801730352485
Artery_Fractal_dimension,0.01744922250204476,0.01744922250204476
Distance_tortuosity,0.01612704726554718,0.01612704726554718
participant_id,0.015395682247413424,0.005109476391792969
Vein_Distance_tortuosity,0.013071906983853819,0.013071906983853828
Vein_Fractal_dimension,0.01681385164025057,0.01681385164025057
Cup_width,0.014271420956516895,0.014003916795504353
Artery_Vessel_density,0.01660690162836888,0.016606901628368878
Squared_curvature_tortuosity,0.01046954760803514,0.011584403705403841
Average_width,0.01028533169956827,0.017600825712663935
CDR_horizontal,0.012508016652944497,0.012508016652944497
Artery_Squared_curvature_tortuosity,0.013276336736878534,0.013276336736878525
Artery_Distance_tortuosity,0.012254860108504309,0.012254860108504325
Artery_Tortuosity_density,0.013572082999991816,0.013572082999991816
Cup_height,0.013705647847907449,0.013709844076713246
Vein_Average_width,0.011370803136702589,0.015554299869324696
r_mv_V4,0.003525428794669069,0.003525428794669069
t_mv_V6,0.011256216161884129,0.011256216161884129
p_mv_V4,0.013946327056861762,0.01394632705686177
p_mv_V5,0.012204616311105705,0.012204616311105705
q_ms_I,0.008465414197127307,0.01610164197050177
qt_ms,0.002018577033754437,0.0023946292568338117
s_mv_aVF,0.014759891781840818,0.014759891781840818
r_ms_V4,0.00433106899358731,0.006437326870302514
j_mv_I,0.011001023933420256,0.011001023933420248
q_mv_aVL,0.015118945877342657,0.015118945877342657
j_mv_aVF,0.01056154666482714,0.01056154666482714
j_mv_V2,0.012777890052001637,0.012777890052001637
st_mv_V1,0.012026182677649114,0.012026182677649114
q_ms_aVR,0.00823594855777859,0.014617843248301067
p_ms,0.0017107652897421157,0.005143133511236982
j_mv_II,0.012450257736222995,0.012450257736223014
j_mv_aVR,0.011805895470035193,0.011805895470035193
r_mv_V5,0.0025992391978484487,0.0025992391978484487
t_mv_III,0.01433177246760932,0.014331772467609315
q_mv_I,0.019065166903655856,0.019065166903655853
r_mv_aVF,0.020604780995876072,0.02060478099587605
p_mv_V3,0.009809746218680809,0.009809746218680809
s_mv_I,0.015010696720025033,0.015010696720025033
r_ms_V1,0.002811320970366264,0.007820964189228662
s_mv_V6,0.014318718548339663,0.014318718548339663
p_mv_III,0.013983558787083288,0.013983558787083288
st_mv_III,0.011420208864970157,0.011420208864970157
p_mv_V6,0.012777803340353581,0.012777803340353581
hr_bpm,0.0016777392984025814,0.0009644134813382261
r_ms_III,0.0011266943816255128,0.0016085605425974325
r_mv_aVL,0.01762240201802052,0.017622402018020535
r_ms_V6,0.005189310640257351,0.008132343423134422
j_mv_V3,0.010790512808379366,0.010790512808379366
r_ms_V5,0.004512267792208675,0.007462903152726474
st_mv_V6,0.011475770738131453,0.011475770738131448
s_mv_V1,0.012220062498431208,0.012220062498431194
s_mv_III,0.01589239373418445,0.01589239373418445
r_mv_II,0.010407656333641298,0.010407656333641314
s_mv_V5,0.012819490098521593,0.012819490098521595
t_mv_aVR,0.012472823676770339,0.012472823676770339
s_mv_V2,0.012639947542225187,0.012639947542225189
r_mv_aVR,0.012515391505801783,0.012515391505801783
st_mv_V3,0.011008525223037063,0.011008525223037063
r_mv_III,0.012042476753185925,0.012042476753185935
p_mv_II,0.01173706718976903,0.01173706718976903
s_mv_V3,0.01232397664059886,0.01232397664059886
q_mv_aVR,0.014395278167687578,0.014395278167687578
st_mv_I,0.010052713717332696,0.010052713717332696
s_mv_aVR,0.01747128244330575,0.01747128244330575
pr_ms,0.0024580988308828162,0.0038051452609216573
p_mv_aVR,0.010620446757524655,0.010620446757524655
st_mv_aVL,0.011824810412574945,0.011824810412574945
t_mv_V3,0.011615148382977848,0.011615148382977848
p_mv_I,0.01004428397581656,0.01004428397581656
r_mv_I,0.029017914195506023,0.029017914195506023
p_mv_V1,0.010478180953304548,0.010478180953304548
t_mv_aVL,0.01291871154759295,0.01291871154759295
r_ms_aVF,0.0018092957615515057,0.003173900982756915
qrs_axis,0.013384534206044674,0.011330100585021792
t_mv_aVF,0.010334043812373236,0.010334043812373236
t_axis,0.0017090686677387699,0.004950800826107686
p_mv_aVL,0.015577268084616,0.015577268084616
r_mv_V2,0.011393294691218855,0.011393294691218855
r_r_ms,0.0017663499670429854,0.0015564335231688287
r_ms_V2,0.0021299112278680373,0.005520144117737172
st_mv_V2,0.012224941942594134,0.012224941942594143
j_mv_V5,0.011897921101565201,0.011897921101565206
r_mv_V1,0.011616304536597236,0.011616304536597236
j_mv_V4,0.011216822809865133,0.011216822809865133
t_mv_V4,0.02279664010680983,0.02279664010680983
st_mv_V5,0.011634527893411751,0.011634527893411767
j_mv_V6,0.01005546066668341,0.010055460666683407
st_mv_II,0.009751938151653256,0.009751938151653258
r_ms_I,0.0024988542842596983,0.005642520669891087
j_mv_aVL,0.012765371840126868,0.012765371840126868
q_ms_aVL,0.0029516907362228764,0.0037236171366078767
r_ms_aVR,0.006819972047556279,0.010873691206306732
r_mv_V3,0.010406826197304582,0.010406826197304582
s_mv_aVL,0.017581112742304623,0.017581112742304634
st_mv_V4,0.010678947586291072,0.01067894758629108
qrs_ms,0.005270868239000458,0.007489119647577224
r_ms_aVL,0.0015814459827746823,0.0023387103307021006
t_mv_II,0.012988847358245905,0.012988847358245905
r_mv_V6,0.015516164647670904,0.015516164647670904
t_mv_V1,0.015017968712440443,0.015017968712440443
r_ms_II,0.006040063576894131,0.011400978478441962
t_mv_V5,0.011353590937906569,0.011353590937906569
t_mv_V2,0.01256549137248096,0.012565491372480956
st_mv_aVF,0.010268410297712053,0.010268410297712053
p_axis,0.012089108586769128,0.014587605160780026
p_mv_V2,0.012684513969020466,0.012684513969020466
qtc_ms,0.0016957053737933383,0.0028640103299189808
r_ms_V3,0.006717240731602836,0.011422003781779136
s_mv_II,0.0159986815693509,0.0159986815693509
p_mv_aVF,0.011057049103431757,0.011057049103431757
j_mv_III,0.011959508132893641,0.011959508132893641
t_mv_I,0.011895468961352672,0.01189546896135267
st_mv_aVR,0.01058241106139893,0.01058241106139891
s_mv_V4,0.015177077801438833,0.015177077801438833
j_mv_V1,0.010525174897119197,0.010525174897119197
