,bt__monocytes_abs,bt__wbc,bt__lymphocytes_abs,bt__monocytes_,bt__neutrophils_abs,bt__basophils_,bt__lymphocytes_,bt__basophils_abs,bt__eosinophils_,bt__eosinophils_abs,bt__neutrophils_
0,0.11692675460793546,0.2580718556951228,0.2032620439823743,0.13463293795469441,0.25989165491563676,0.05865789543001103,0.14747383768556324,0.07336763036043353,-0.012709207838410206,0.014725860855423661,0.16700557579243874
1,0.1393446395474737,0.25188612317818604,0.19234703887717086,0.13613534738680466,0.2502924603527301,0.04336634294773621,0.1235934061708824,0.0819752586723387,0.016503081108120154,-0.008682900619482025,0.14505440098627967
2,0.13131076988135013,0.27277538684467784,0.2167924034062241,0.13498754097604398,0.23987619491217327,0.028073686332644246,0.1466820133072307,0.09509573688983441,0.018273162430627765,0.04793098817343508,0.1578016949233739
3,0.12308964444332447,0.26388659331829106,0.19831709354537605,0.12727440594355835,0.2637812188244245,0.034052978815944074,0.12529178644752081,0.07555749512249016,0.0021669725699347956,0.022869266919047067,0.1429942711163877
4,0.10268131434106245,0.2407075444045935,0.18864954913908935,0.144133222953085,0.24360059523027688,0.04326541242810056,0.1442828405820517,0.09830694243468831,0.023316364239877572,0.036940788081221206,0.1668063534317838
5,0.11362066666362394,0.26271074204290473,0.20151651952197316,0.13693765199669264,0.25451209963003063,0.055814664781922846,0.11219893515370147,0.06173773491893263,-0.00150514998634688,0.0283104793433418,0.14794800609603606
6,0.12089896656642644,0.2518435902468638,0.20619029809611775,0.13763678538723462,0.2687814197889072,0.05898915439736402,0.11980504854373433,0.07782482217313098,0.030859017246390334,0.00976488435135672,0.1383258343082252
7,0.10883715527311195,0.2457033204725789,0.20027671655410784,0.1384570309029347,0.24755579785124418,0.03733625656700849,0.12496811427938051,0.08450154045584257,-0.009316679253348425,0.04018690724126073,0.14694488466564595
8,0.11625159524815062,0.2529310657834514,0.2078491918594847,0.15924069231583585,0.24195539503276325,0.0560444654674043,0.12382891710122215,0.06241516612332829,-0.011888426723893904,0.027363943578611008,0.14844819179632915
9,0.14677058171394977,0.25456696714626986,0.2138446757480524,0.14423342992633592,0.2624211338215935,0.057622180279096186,0.13084763626290039,0.07388862885244643,0.0011969384841962127,0.012110407122434823,0.15900913199422934
