,bt__monocytes_abs,bt__wbc,bt__lymphocytes_abs,bt__monocytes_%,bt__neutrophils_abs,bt__basophils_%,bt__lymphocytes_%,bt__basophils_abs,bt__eosinophils_%,bt__eosinophils_abs,bt__neutrophils_%
0,-0.01736366397562968,0.13044728644445347,0.11902687329649256,0.003448837138150222,0.1289121177493493,0.06612227562332103,0.06118936699449208,0.07731004013523828,-0.026464441288617427,0.03123300740992448,0.07593678446968252
1,0.006290131688205895,0.12456179375472895,0.09443259053907607,0.026694151007836342,0.08558694672937817,0.0522341186735817,0.05408436344611199,0.07235864023363857,-0.02510469612258543,-0.0062237919701692325,0.07210456293542009
2,0.0021491918829314818,0.09571124475311378,0.12912796176720318,0.026818912258123696,0.1093871125285986,0.0746563417128034,0.05760982761563605,0.0813826053110285,-0.007221342035670402,-0.010182643798422665,0.07160207567144238
3,0.0041535358135205026,0.10842151677939976,0.09333909489026157,0.01885077921936114,0.1204606337275944,0.06420614876328543,0.0278773794200927,0.07438487140904779,-0.02275730000464545,0.019702768247645136,0.056704301611335294
4,0.020338706956709692,0.12578141551348962,0.1290565306428715,0.019494858388142397,0.08891457229937914,0.05811384619025603,0.07207080560603149,0.07951532828012921,-0.008683677203741531,-0.011063986692260263,0.07851950566297784
5,0.00740909758929883,0.12516220061850883,0.12204933909141451,0.022476012753072015,0.11590441558622408,0.0401583683250454,0.05787442647939987,0.0527782730435268,0.0016218834345854646,0.018661607608399095,0.04858548070451396
6,0.001167334407163611,0.12140824979704049,0.11181544397082789,0.018984270332700295,0.10317221127426165,0.07429117656404183,0.049101762930720515,0.072641223834354,-0.01544342466401205,0.006735808700084928,0.07120756328304002
7,-0.004141146476231438,0.10896466199083994,0.12068440700550918,0.02002346550936112,0.092248411896412,0.07308545627012313,0.03122679376963658,0.09057437593654427,-0.028681349409797077,-0.019571175103873344,0.0730680203015768
8,-0.0036035486726189807,0.09922158841511722,0.0952378267852884,0.011061168598268976,0.11608312136803668,0.04748153472142108,0.03045179471605253,0.07196288471642434,-0.013945341421824117,0.005254638343339862,0.07086549624628714
9,0.016572190682875073,0.13655712923429644,0.11991946657129904,0.03509281101284006,0.11280987774278634,0.08427122022960723,0.0507512771405055,0.09022702167156206,0.00501733437889834,0.0027689030039001012,0.04467340541498614
10,0.012874716067346704,0.12452373839319489,0.11101415119744264,0.033917274846243524,0.09096717862309969,0.04043848301237281,0.05845405995728071,0.06119045924830928,-0.02879069504155652,0.00977296518045625,0.07750200879793824
11,0.009313935460865945,0.129985798374737,0.12990501050206782,0.012267858236347582,0.09358542826944344,0.07024532880223046,0.06630002369720527,0.07161201431195624,-0.014787339472318917,-0.02417236004159127,0.0718686879569548
12,-0.005015722452001729,0.1215040366878423,0.10586578135559117,0.01261759409925104,0.1167788126572295,0.07099038113407476,0.06634993103741832,0.07651052568794357,-0.009185400621451404,0.0035702714361353425,0.05908487728253904
13,0.0002594793449556254,0.13907856329613968,0.11564716281196319,0.013148485650417579,0.10234121584493286,0.04889063447537697,0.0615039897844153,0.07590938653013402,-0.027915895015176245,-0.003783612892536786,0.07147407796170187
14,-0.002486956000718464,0.11463156577481201,0.12222135073418094,0.030058737366766494,0.11559183024441198,0.05963115374433149,0.05154835276480479,0.062337385648692956,-0.015391046399925605,0.009054314762196959,0.05231183379349758
15,-0.015652432760761382,0.12809693773754388,0.1266929135930914,0.01743882244936978,0.10942518757133304,0.05415667948966828,0.04344769126390153,0.07136444393793609,-0.0030932515162465984,-0.004537875381913533,0.05834192565820956
16,-0.013316457227455787,0.12193468203967366,0.09644749926446762,0.02618874943299636,0.11261116842519034,0.05666657277075777,0.03329912805098584,0.09193437927193164,-0.01871716532898206,0.024362514870476578,0.04724159729026869
17,0.0044083357062906555,0.11556056306533267,0.10381946016162379,0.01303375290700133,0.11256709740694616,0.04793557409322063,0.0379333872759124,0.06873757265257834,-0.03473395493155164,0.0062278627769284875,0.05027822767129212
18,0.01199666047999363,0.11518132560023996,0.12374685943882378,0.008835164828526252,0.11166834815382613,0.061689675988256865,0.0626240250341086,0.08084559690371404,-0.03226282060092257,0.002097201556095763,0.0393069999800766
19,0.0013493122783991862,0.13222068761552044,0.11315347374102691,0.009871598364641833,0.12071062177871393,0.05826868536484746,0.056611022602068045,0.08867978926331746,0.015443412409722117,0.013482958741013549,0.05306287261281375
20,-0.0017084754103220095,0.1396852586036765,0.10150577668016479,0.005879292104383185,0.11956089990524774,0.0478400610077475,0.06508952758209022,0.07184058454518127,-0.013969155895325644,0.0016455634016671542,0.05271147053842245
